Source,GoogleTranslate,human1,human2,human3
Le réverbère oscilla violemment et s’éteignit. La rue devint brusquement noire.,The lamppost swayed violently and went out. The street suddenly became dark.,"The lantern swung violently, then the light went out. The street was suddenly dark.","The lantern oscillated violently, and went out. The street had suddenly become black.",The lamp swung violently and went out. The street became suddenly dark.
Un oiseau seul eût pu se tirer de là.,A single bird could have got out of there.,Only a bird could have found a way out of there.,Only a bird could have extricated itself from this predicament.,A bird alone could have extricated himself from that place.
"― Monsieur, dit Marius avec le regard d’un homme qui sent qu’il va tomber dans un précipice, je viens vous demander la permission de me marier.","“Monsieur,” said Marius, with the look of a man who feels he is about to fall over a precipice, “I come to ask your permission to marry me.","‘Monsieur,’ said Marius, with the look of a man who senses he is about to plunge into a precipice, ‘I’ve come to ask your permission to marry.’","“Sir,” said Marius, with the look of a man who feels that he is falling over a precipice, “I have come to ask your permission to marry.”","“Monsieur,” said Marius, with the look of a man who feels that he is about to fall into an abyss, “I come to ask your permission to marry.”"
Pour Passy.,For Passy.,For Passy,Pour Passy.,Pour Passy
"La Magnon était une sorte d’élégante du crime. Elle faisait de la toilette. Elle partageait son logis, meublé d’une façon maniérée et misérable, avec une savante voleuse anglaise francisée. Cette anglaise naturalisée parisienne, recommandable par des relations fort riches, intimement liée avec les médailles de la bibliothèque et les diamants de Mlle Mars, fut plus tard célèbre dans les sommiers judiciaires. On l’appelait mamselle Miss.","La Magnon was a kind of elegant crime girl. She was washing. She shared her lodgings, furnished in a mannered and wretched fashion, with a clever Frenchified English thief. This English naturalized Parisian, recommendable by very rich relations, intimately connected with the medals of the library and the diamonds of Mlle Mars, was later famous in the judicial registers. They called her Miss Miss.","La Magnon was a kind of belle of the criminal world. She took pains over her appearance. She shared her lodgings, furnished in a wretchedly genteel manner, with a Frenchified Englishwoman who was a clever thief. Having some very wealthy connections on her side, this Englishwoman, the naturalized Parisienne, was closely linked with the coins from the library and with Mademoiselle Mars’s diamonds, and later achieved notoriety in the criminal record-books. She was called Mam’selle Miss.","Magnon was a sort of fashionable woman in the sphere of crime. She was careful about her toilet. She shared her lodgings, which were furnished in an affected and wretched style, with a clever gallicized English thief. This English woman, who had become a naturalized Parisienne, recommended by very wealthy relations, intimately connected with the medals in the Library and Mademoiselle Mar’s diamonds, became celebrated later on in judicial accounts. She was called Mamselle Miss.","Magnon had a kind of elegance in crime. She made a toilette. She shared her rooms, furnished in a gaudy yet wretched style, with a shrewd Frenchified English thief. This naturalised Parisian English woman, recommendable by very rich connections, intimately acquainted with the medals of the Bibliothèque and the diamonds of Mademoiselle Mars, afterwards became famous in the judicial records. She was called Mamselle Miss."
Jean Valjean redressa la tête dans une telle majesté d’attitude qu’il sembla grandir jusqu’au plafond.,Jean Valjean raised his head in such a majestic attitude that he seemed to grow up to the ceiling.,Jean Valjean raised his head with such majesty that he seemed to grow taller and almost reach the ceiling.,Jean Valjean elevated his head with so much majesty of attitude that he seemed to grow even to the ceiling.,Jean Valjean raised his head with such a majesty of attitude that he seemed to rise to the ceiling.
Mirant ton front jeune à ton vieux miroir !,Mirroring your youthful brow in your old mirror!,On your young face in an old looking-glass!,Mirant ton jeune front à ton vieux miroir.,Mirant ton front jeune à ton vieux miroir!
"― Il te faut aussi une pierre, mais tu en trouveras dehors. Il y a là un tas de gravats.","―You also need a stone, but you will find some outside. There is a pile of rubble there.","‘You’ll also need a stone, but you’ll find one outside. There’s a heap of rubble out there.’","“You will need a stone also, but you can find one outside. There’s a heap of rubbish.”","“You want a stone too, but you’ll find one outside. There is a heap of rubbish there.”"
― Allons ! le voilà débouché. Il m’a dit : Mon père.,- Lets go ! here it is uncorked. He said to me: My father.,"Eventually the old man stammered out, ‘That’s it! He said the word. He called me “father”!’",“Come! his mouth is unstopped at last. He has said: ‘Father’ to me.”,“Come! the ice is broken. He has called me ‘Father.’”
Tu masquais la vitre avec un jupon ;,You masked the window with a petticoat;,You draped the window with a petticoat.,Tu masquais la vitre avec un jupon;,Tu masquais la vitre avec un jupon;
"Marius resta sur le seuil, debout, appuyé contre le montant de la porte.","Marius remained on the threshold, standing, leaning against the doorpost.","Marius remained standing on the threshold, leaning against the doorpost.","Marius remained on the threshold, leaning against the jamb of the door.","Marius remained upon the threshold, leaning against the casing of the door."
Gavroche se mit à rire :,Gavroche began to laugh:,Gavroche began to laugh.,Gavroche began to laugh.,Gavroche began to laugh:
"Au moment de s’y rasseoir, elle remarqua à la place qu’elle avait quittée une assez grosse pierre qui n’y était évidemment pas l’instant d’auparavant.","When she sat down again, she noticed instead that she had left a rather large stone which obviously had not been there a moment before.","As she was about to sit on it, she noticed in the place that she had vacated a rather large stone that had obviously not been there the moment before.","As she was about to resume her seat there, she observed on the spot which she had quitted, a tolerably large stone which had, evidently, not been there a moment before.","Just as she was sitting down, she noticed in the place she had left a stone of considerable size which evidently was not there the moment before."
LA SITUATION S’AGGRAVE,THE SITUATION IS WORSENING,The Situation Worsens,THE SITUATION BECOMES AGGRAVATED,THE SITUATION GROWS SERIOUS
L’anxiété était profonde dans la redoute.,Anxiety ran deep in the redoubt.,Anxiety in the redoubt was intense.,The anxiety in the redoubt was profound.,There was intense anxiety in the redoubt.
Il y eut une rumeur de consternation.,There was a murmur of consternation.,There was a murmur of dismay.,A murmur of consternation arose.,There was a sound of consternation.
"― Vous devriez avoir une maison à vous, des domestiques à vous, une voiture, loge au spectacle. Il n’y a rien de trop beau pour vous. Pourquoi ne pas profiter de ce que vous êtes riches ? La richesse, cela s’ajoute au bonheur.","―You should have a house of your own, servants of your own, a carriage, lodge at the show. There is nothing too good for you. Why not take advantage of being rich? Wealth adds to happiness.","‘You ought to have a house of your own, servants of your own, a carriage, a box at the theatre. Nothing’s too good for you. Why not take advantage of being wealthy? Wealth adds to happiness.’","“You ought to have a house of your own, your own servants, a carriage, a box at the theatre. There is nothing too fine for you. Why not profit by your riches? Wealth adds to happiness.”","“You ought to have a house of your own, servants of your own, a carriage, a box at the theatre. There is nothing too good for you. Why not have the advantages of being rich? Riches add to happiness.”"
"Un instant après, le perruquier lui revenant, il ajouta :","A moment later, the wigmaker returning to him, he added:","A moment later the wig-maker came back to mind, and he added, ‘I’ve got the wrong animal, he’s not a fish, he’s a snake.","An instant later, the wig-maker occurred to his mind once more, and he added:—","A moment afterwards, the barber recurring to him, he added:"
XII,XII,XII,CHAPTER XII—DISORDER,XII
"― Ah ! quel bonheur ! fit Cosette, rue de l’Homme-Armé. Je n’osais plus t’en parler. Nous allons voir monsieur Jean.","―Ah! what happiness! asked Cosette, in the Rue de l'Homme-Armé. I didn't dare talk to you about it anymore. We are going to see Monsieur Jean.","‘Ah, what a pleasure!’ said Cosette. ‘ Rue de l’Homme-Armé, I dared not mention it to you any more. We’re going to see Monsieur Jean.’","“Ah! what happiness!” ejaculated Cosette. “Rue de l’Homme Armé, I did not dare to speak to you of that. We are going to see M. Jean.”",“Oh! what happiness!” said Cosette. “Rue de l’Homme Armé! I dared not speak to you of it again. We are going to see Monsieur Jean.”
"Et, comme on rattache un fil à un autre fil, emboîtant le pas de son mieux dans l’itinéraire que l’homme avait dû suivre, il se mit en marche à travers le taillis.","And, as one ties thread to thread, following as best he can in the route the man must have followed, he set off through the copse.","And, as though tying one thread to another thread, following step by step as closely as he could the route the man must have taken, he set off through the woods.","And, as one knots one thread to another thread, he took up the line of march at his best pace in the direction which the man must follow, and set out across the thickets.","And, as one attaches one thread to another thread, limping along at his best in the path which the man must have followed, he took his way through the thicket."
Des sons si ravissants qu’il ravissait quiconque !,Sounds so lovely it would thrill anyone!,Sounds so enchanting he enchanted one and all!”,Des sons si ravissants qu’il ravissait quiconque!”65,Des sons si ravissants qu’il ravissait quiconque.
"Sous le long couloir cintré qui aboutit à l’Arche-Marion, une hotte de chiffonnier, parfaitement conservée, fit l’admiration des connaisseurs. Partout, la vase, que les égoutiers en étaient venus à manier intrépidement, abondait en objets précieux, bijoux d’or et d’argent, pierreries, monnaies. Un géant qui eût filtré ce cloaque eût eu dans son tamis la richesse des siècles. Au point de partage des deux branchements de la rue du Temple et de la rue Sainte-Avoye, on ramassa une singulière médaille huguenote en cuivre, portant d’un côté un porc coiffé d’un chapeau de cardinal et de l’autre un loup la tiare en tête.","Beneath the long curved corridor leading to the Arche-Marion, a perfectly preserved ragpicker's hood was admired by connoisseurs. Everywhere, the mud, which the sewers had come to handle intrepidly, abounded in precious objects, gold and silver jewelry, precious stones, coins. A giant who had filtered this cesspool would have had the wealth of centuries in his sieve. At the dividing point of the two branches of the rue du Temple and the rue Sainte-Avoye, a singular copper Huguenot medal was picked up, bearing on one side a pig wearing a cardinal's hat and on the other a wolf. head tiara.","Beneath the long arched corridor that ends at Arche-Marion, a perfectly preserved rag-picker’s basket excited the admiration of the experts. Everywhere, the sludge, which the sewermen had learned how to deal with intrepidly, abounded in valuable objects, gold and silver jewellery, precious stones, coins. Any giant that had sifted this cesspool would have had the riches of centuries in his sieve. Where the two branches of Rue du Temple and Rue Ste-Avoye divided, a curious Huguenot copper medal was found, showing a pig wearing a cardinal’s hat on one side and a wolf with a tiara on its head on the other.","Beneath this long, arched drain which terminated at the Arche-Marion, a perfectly preserved rag-picker’s basket excited the admiration of all connoisseurs. Everywhere, the mire, which the sewermen came to handle with intrepidity, abounded in precious objects, jewels of gold and silver, precious stones, coins. If a giant had filtered this cesspool, he would have had the riches of centuries in his lair. At the point where the two branches of the Rue du Temple and of the Rue Sainte-Avoye separate, they picked up a singular Huguenot medal in copper, bearing on one side the pig hooded with a cardinal’s hat, and on the other, a wolf with a tiara on his head.","Under the long arched passage which terminates at the Arche Marion, a ragpicker’s basket, in perfect preservation, was the admiration of connoisseurs. Everywhere, the mud, which the workmen had come to handle boldly, abounded in precious objects, gold and silver trinkets, precious stones, coins. A giant who should have filtered this cloaca would have had the riches of centuries in his sieve. At the point of separation of the two branches of the Rue du Temple and the Rue Sainte Avoye, they picked up a singular Huguenot medal in copper, beating on one side a hog wearing a cardinal’s hat, and on the other a wolf with the tiara on his head."
"Les insurgés, sous l’œil d’Enjolras, car Marius ne regardait plus rien, avaient mis la nuit à profit. La barricade avait été non seulement réparée, mais augmentée. On l’avait exhaussée de deux pieds. Des barres de fer plantées dans les pavés ressemblaient à des lances en arrêt. Toutes sortes de décombres ajoutés et apportés de toutes parts compliquaient l’enchevêtrement extérieur. La redoute avait été savamment refaite en muraille au dedans et en broussaille au dehors.","The insurgents, under the eye of Enjolras, for Marius was no longer looking at anything, had taken advantage of the night. The barricade had not only been repaired, but increased. It had been raised two feet. Iron bars planted in the cobblestones looked like spears at rest. All sorts of rubble added and brought from all directions complicated the external entanglement. The redoubt had been skilfully rebuilt with walls within and brushwood without.",The insurgents under Enjolras’s supervision – for Marius no longer paid attention to anything – had made good use of the night. The barricade had been not only repaired but enlarged. It had been made two feet higher. Iron bars stuck in between the cobblestones looked like couched lances. All sorts of added debris brought from all around gave it a more intricately meshed exterior. The redoubt had been cleverly reworked into a defence wall on the inside and a tangled thicket on the outside.,"The insurgents under the eye of Enjolras, for Marius no longer looked after anything, had made good use of the night. The barricade had been not only repaired, but augmented. They had raised it two feet. Bars of iron planted in the pavement resembled lances in rest. All sorts of rubbish brought and added from all directions complicated the external confusion. The redoubt had been cleverly made over, into a wall on the inside and a thicket on the outside.","The insurgents, under the eye of Enjolras, for Marius no longer looked to anything, turned the night to advantage. The barricade was not only repaired, but made larger. They raised it two feet. Iron bars planted in the paving-stones resembled lances in rest. All sorts of rubbish added, and brought from all sides, increased the exterior intricacy. The redoubt was skilfully made over into a wall within and a thicket without."
Cette lumière ajoutait à l’écarlate du drapeau je ne sais quelle pourpre terrible.,This light added to the scarlet of the flag I know not what terrible purple.,This light lent to the scarlet flag an indescribably terrible crimson hue.,"This light enhanced the scarlet of the flag, with an indescribable and terrible purple.",This light gave to the scarlet of the flag an indescribably terrible purple.
Enjolras haussa les épaules.,Enjolras shrugged.,Enjolras shrugged.,Enjolras shrugged his shoulders.,Enjolras shrugged his shoulders.
LE COUP DE FUSIL QUI NE MANQUE RIEN ET QUI NE TUE PERSONNE,THE SHOTGUN THAT MISSES NOTHING AND KILLS NOBODY,The Shot That Never Misses and Kills No One,THE SHOT WHICH MISSES NOTHING AND KILLS NO ONE,THE SHOT WHICH MISSES NOTHING AND KILLS NOBODY
"Derrière cette étoile remuaient confusément huit ou dix formes noires, droites, indistinctes, terribles.","Behind this star moved confusedly eight or ten black shapes, straight, indistinct, terrible.","Moving about in some confusion behind that star were eight or ten figures. Black, upright, indistinct, terrifying.","In the rear of that star eight or ten forms were moving about in a confused way, black, upright, indistinct, horrible.","Behind this star were moving without order eight or ten black forms, straight, indistinct, terrible."
"On eût dit cet enfer du brahmanisme, le plus redoutable des dix-sept abîmes, que le Véda appelle la Forêt des Épées.","One would have said that hell of Brahmanism, the most formidable of the seventeen abysses, which the Veda calls the Forest of Swords.","It was like that hell of Brahmanism, the most dreadful of the seventeen abysses, which the Veda calls the Forest of Swords.","One would have pronounced this that hell of Brahmanism, the most redoubtable of the seventeen abysses, which the Veda calls the Forest of Swords.","One would have said it was that hell of Brahminism, the most formidable of the seventeen abysses, which the Veda calls the Forest of Swords."
"Marius, en envoyant cette lettre, avait deux buts, dire adieu à Cosette et sauver Gavroche. Il dut se contenter de la moitié de ce qu’il voulait.","Marius, in sending this letter, had two purposes, to say goodbye to Cosette and to save Gavroche. He had to settle for half of what he wanted.",Marius had two objectives in sending that letter: to bid farewell to Cosette and to save Gavroche. He had to settle for half of what he wanted.,Marius had had two objects in sending that letter: to bid farewell to Cosette and to save Gavroche. He was obliged to content himself with the half of his desire.,"Marius, in sending this letter, had two objects: to say farewell to Cosette, and to save Gavroche. He was obliged to be content with the half of what he intended."
"L’espoir dura peu ; la lueur s’éclipsa vite. En moins d’une demi-heure, ce qui était dans l’air s’évanouit, ce fut comme un éclair sans foudre, et les insurgés sentirent retomber sur eux cette espèce de chape de plomb que l’indifférence du peuple jette sur les obstinés abandonnés.","The hope did not last long; the light faded quickly. In less than half an hour, what was in the air vanished, it was like lightning without lightning, and the insurgents felt the sort of leaden blanket falling on them which the indifference of the people throws on the obstinate abandoned.","That hope was short-lived; that glimmer, quickly eclipsed. In less than half an hour what was in the air was gone, like a flash of lightning without thunder, and the insurgents felt descending on them again that cloak of lead, as it were, which the people’s indifference casts over forsaken diehards.","Their hope did not last long; the gleam was quickly eclipsed. In less than half an hour, what was in the air vanished, it was a flash of lightning unaccompanied by thunder, and the insurgents felt that sort of leaden cope, which the indifference of the people casts over obstinate and deserted men, fall over them once more.","The hope did not last long; the gleam was soon eclipsed. In less than half an hour that which was in the air vanished; it was like heat lightning, and the insurgents felt that kind of leaden pall fall upon them which the indifference of the people casts over the wilful when abandoned."
"A cet instant du solstice, la lumière du plein midi est, pour ainsi dire, poignante. Elle prend tout. Elle s’applique et se superpose à la terre avec une sorte de succion. On dirait que le soleil a soif. Une averse est un verre d’eau ; une pluie est tout de suite bue. Le matin tout ruisselait, l’après-midi tout poudroie.","At this moment of the solstice, the light of high noon is, so to speak, poignant. She takes it all. It is applied and superimposed on the earth with a kind of suction. Looks like the sun is thirsty. A downpour is a glass of water; a rain is immediately drunk. In the morning everything streamed, in the afternoon everything powdered.","At the time of the solstice the light of high noon is, as it were, aggressive. It takes in everything. It overlies the earth and attaches itself to it with a kind of suction. It is as if the sun were thirsty. A shower is a glass of water, a downpour is immediately imbibed. In the morning everything was dripping, in the afternoon everything is dusty.","At that period of the solstice, the light of full noonday is, so to speak, poignant. It takes everything. It applies itself to the earth, and superposes itself with a sort of suction. One would say that the sun was thirsty. A shower is but a glass of water; a rainstorm is instantly drunk up. In the morning everything was dripping, in the afternoon everything is powdered over.","At this time of the solstice, the light of the full moon is, so to speak, piercing. It seizes upon everything. It applies itself and spreads itself over the earth with a sort of suction. One would say that the sun was thirsty. A shower is a glass of water; a rain is swallowed immediately. In the morning all is streaming, in the afternoon all is dusty."
"Le boulanger, qui était le maître en personne, prit un pain et un couteau.","The baker, who was the master himself, took a loaf and a knife.",The baker – it was the master baker himself – picked up a loaf and a knife.,"The baker, who was the proprietor in person, took up a loaf and a knife.","The man, who was the master baker himself, took a loaf and a knife."
"― La fée n’est pas loffe*, fit Thénardier. Pourtant il faudra voir.","""The fairy is not a loff,"" said Thénardier. However, we will have to see.","‘The girl’s not loffe*,’ said Thénardier. ‘Still, we’ll have to see.’","“The girl’s no fool,” said Thénardier. “Still, it must be seen to.”",There is a soldier there who is standing sentinel. Shall we let them arrest us here? 4.
― Pourquoi me dites-vous vous ? Est-ce que je vous ai fait quelque chose ?,"""Why do you tell me? Did I do something to you?",‘Why address me as vous? Have I offended you?’,“Why do you call me you? Have I done anything to you?”,“Why do you speak to me so sternly? Have I done anything to you?”
UN CŒUR SOUS UNE PIERRE,A HEART UNDER A STONE,A Heart beneath a Stone,A STONE Cosette With Letter,A HEART UNDER A STONE
"Il était moins le transfiguré que la victime de ce prodige. Il le subissait, exaspéré. Il ne voyait dans tout cela qu’une immense difficulté d’être. Il lui semblait que désormais sa respiration était gênée à jamais.","He was less the transfigured than the victim of this prodigy. He endured it, exasperated. He saw in all this only an immense difficulty of being. It seemed to him that now his breathing was obstructed forever.",He was not so much transfigured by this miracle as a victim of it. In all this he saw only an immense difficulty in being. It seemed to him his breathing was now constricted for evermore.,"He was less the man transfigured than the victim of this prodigy. In all this he perceived only the tremendous difficulty of existence. It seemed to him that, henceforth, his respiration was repressed forever.","He was less the transfigured than the victim of this miracle. He bore it, exasperated. He saw in it only an immense difficulty of existence. It seemed to him that henceforth his breathing would be oppressed for ever."
Il ne trouva pas une parole. Cosette sentit seulement que sa main était très froide. Elle lui dit à son tour :,He couldn't find a word. Cosette only felt that her hand was very cold. She says to him in turn:,"He was lost for words. Cosette felt only that his hand was very cold. It was her turn to say to him, ‘What is it?’",He found not a word to say. Cosette merely felt that his hand was very cold. She said to him in her turn: “What is the matter?”,He could not find a word. She said to him in her turn:
V,V,V,CHAPTER V—PRESENT PROGRESS,V
"Les deux détonations partirent en même temps, et tout disparut dans la fumée.","The two detonations went off at the same time, and everything disappeared in the smoke.","The two volleys went off simultaneously, and everything disappeared in smoke.","The two discharges took place at the same moment, and all disappeared in smoke.","The two explosions were simultaneous, and everything disappeared in the smoke."
