Source,GoogleTranslate,human1,human2,human3
― Sur ce banc ? reprit-elle.,―On this bench? she resumed.,‘On this bench?’ she said.,“On this bench?” she went on.,“Upon the bench?” said she.
"Les premières minutes passées, quand le regard commençait à se faire à ce demi-jour de cave, il essayait de franchir la grille, mais il n’allait pas plus loin que six pouces au delà. Là il rencontrait une barrière de volets noirs, assurés et fortifiés de traverses de bois peintes en jaune pain d’épice. Ces volets étaient à jointures, divisés en longues lames minces, et masquaient toute la longueur de la grille. Ils étaient toujours clos.","The first few minutes passed, when the gaze began to adjust to this half-light of the cellar, it tried to cross the gate, but it did not go further than six inches beyond. There he met a barrier of black shutters, secured and fortified with wooden crosspieces painted gingerbread yellow. These shutters were jointed, divided into long thin blades, and screened the entire length of the grille. They were always closed.","After the first few minutes, when your eyes began to adjust to this cellar-like gloom, they tried to see through the grating but travelled no further than six inches beyond it. There they encountered a barrier of black shutters, fortified with wooden cross-supports painted a gingerbread-yellow. These were folding shutters divided into long narrow slats and they screened the entire width of the grating. They were always closed.","The first minutes passed; when one’s eyes began to grow used to this cellar-like half-twilight, one tried to pass the grating, but got no further than six inches beyond it. There he encountered a barrier of black shutters, re-enforced and fortified with transverse beams of wood painted a gingerbread yellow. These shutters were divided into long, narrow slats, and they masked the entire length of the grating. They were always closed.","After a few minutes, when your eyes began to get accustomed to this cavernous light, you tried to look through the grate, but could not see more than six inches beyond. There you saw a barrier of black shutters, secured and strengthened by wooden cross-bars painted gingerbread colour. These shutters were jointed, divided into long slender strips, and covered the whole length of the grate. They were always closed."
"Il apercevait clairement cette vérité, le fond de sa vie désormais, que tant qu’elle serait là, tant qu’il l’aurait près de lui, il n’aurait besoin de rien que pour elle, ni peur de rien qu’à cause d’elle. Il ne sentait même pas qu’il avait très froid, ayant quitté sa redingote pour l’en couvrir.","He saw clearly this truth, the core of his life henceforth, that as long as she was there, as long as he had her close to him, he would need nothing except for her, nor be afraid of anything except because of her. He didn't even feel that he was very cold, having taken off his frock coat to cover him with it.","He clearly perceived this truth, the bedrock of his life from now on, that so long as she was there, so long as he had her by him, he would have no need of anything but for her sake, nor fear of anything except on her account. He was not even aware of being very cold, having taken off his coat to cover her with it.","He clearly perceived this truth, the foundation of his life henceforth, that so long as she was there, so long as he had her near him, he should need nothing except for her, he should fear nothing except for her. He was not even conscious that he was very cold, since he had taken off his coat to cover her.","He plainly perceived this truth, the basis of his life henceforth, that so long as she should be alive, so long as he should have her with him, he should need nothing except for her, and fear nothing save on her account. He did not even realise that he was very cold, having taken off his coat to cover her."
"Ses pénitentes riches et les saintes femmes de Digne s’étaient souvent cotisées pour faire les frais d’un bel autel neuf à l’oratoire de monseigneur ; il avait chaque fois pris l’argent et l’avait donné aux pauvres. ― Le plus beau des autels, disait-il, c’est l’âme d’un malheureux consolé qui remercie Dieu.","His wealthy penitents and the holy women of Digne had often clubbed together to defray the cost of a beautiful new altar in the monseigneur's oratory; each time he took the money and gave it to the poor. “The most beautiful of altars,” he said, “is the soul of a consoled wretch who thanks God.","His wealthy penitents and the pious women of Digne had often contributed to a fund to pay for the expense of a new altar for Monseigneur’s chapel. Every time this happened he had taken the money and given it to the poor. ‘ The most beautiful of altars,’ he said, ‘is the soul of one comforted in their distress who thanks God.’","His wealthy penitents and the sainted women of D—— had more than once assessed themselves to raise the money for a new altar for Monseigneur’s oratory; on each occasion he had taken the money and had given it to the poor. “The most beautiful of altars,” he said, “is the soul of an unhappy creature consoled and thanking God.”","His rich penitents and the pious women of D—— had often contributed the money for a beautiful new altar for monseigneur’s oratory; he had always taken the money and given it to the poor. “The most beautiful of altars,” said he, “is the soul of an unhappy man who is comforted and thanks God.”"
Lambert est un nom bonhomme et très rassurant. Javert s’en revint à Paris.,Lambert is a good-natured and very reassuring name. Javert returned to Paris.,Lambert is a good honest name and extremely reassuring. Javert returned to Paris.,Lambert is a respectable and extremely reassuring name. Thereupon Javert returned to Paris.,Lambert is a very respectable reassuring name. Javert returned to Paris.
"― Mon enfant, c’est bien lourd pour vous ce que vous portez là.","“My child, what you are carrying is very heavy for you.","‘My child, what you’re carrying there is very heavy for you.’","“My child, what you are carrying is very heavy for you.”","“My child, that is very heavy for you which you are carrying there.”"
Elle lut : ― « Je prie monsieur le curé de veiller sur tout ce que je laisse ici. Il voudra bien payer là-dessus les frais de mon procès et l’enterrement de la femme qui est morte aujourd’hui. Le reste sera aux pauvres. »,She read: “I beg Monsieur the priest to watch over everything I leave here. He will be willing to pay the costs of my trial and the burial of the woman who died today. The rest will be for the poor. »,"She read the following: ‘I ask monsieur le curé to look after everything I am leaving here, from which he will kindly deduct the expenses of my trial and the burial of the woman who died yesterday. The rest is for the poor.’","“I beg Monsieur le Curé to keep an eye on all that I leave behind me. He will be so good as to pay out of it the expenses of my trial, and of the funeral of the woman who died yesterday. The rest is for the poor.”","She read: “I beg Monsieur the Curé to take charge of all that I leave here. He will please defray therefrom the expenses of my trial, and of the burial of the woman who died this morning. The remainder is for the poor.”"
"Montreuil-sur-Mer, le 25 mars 1833.","Montreuil-sur-Mer, March 25, 1833.","Montreuil-sur-Mer, 25th March 1823","“M. SUR M., March 25, 1823.","“M—— sur M——, March 25, 1823."
― Vous êtes sûr ?,- Are you sure ?,"Monsieur Madeleine said in a very low voice, ‘You’re sure?’",“You are sure?”,“Are you sure?”
"Cependant une vieille femme qui lui allumait sa chandelle quand elle rentrait le soir, lui enseigna l’art de vivre dans la misère. Derrière vivre de peu, il y a vivre de rien. Ce sont deux chambres ; la première est obscure, la seconde est noire.","However, an old woman who lit her candle for her when she came home in the evening taught her the art of living in poverty. Behind living on little, there is living on nothing. These are two bedrooms; the first is dark, the second is black.","However, an old woman who lighted her candle for her when she came home at night taught her the art of living in poverty. Beyond living on little, there is living on nothing. They are two rooms. The first is dark, the second is pitch-black.","However, the old woman who lighted her candle for her when she returned at night, taught her the art of living in misery. Back of living on little, there is the living on nothing. These are the two chambers; the first is dark, the second is black.","However, an old woman, who lit her candle for her when she came home at night, taught her the art of living in misery. Behind living on a little, lies the art of living on nothing. They are two rooms; the first is obscure, the second is utterly dark."
― Dîne-t-on bientôt ? dit l’homme.,―Are we having dinner soon? said the man.,‘Will dinner be ready soon?’ said the man.,“Will dinner be ready soon?” said the man.,“Is dinner almost ready?” said the man.
Ce fut dans une de ces contemplations que la Thénardier la rejoignit.,It was in one of these contemplations that La Thénardier joined her.,It was during one of these spells of contemplation that the Thénardier woman came upon her.,It was during one of these periods of contemplation that the Thénardier joined her.,It was in one of these reveries that the Thénardiess found her.
"Elles se combattaient, il les voyait se combattre. A mesure qu’il songeait, elles avaient grandi devant l’œil de son esprit ; elles avaient maintenant des statures colossales ; et il lui semblait qu’il voyait lutter au dedans de lui-même, dans cet infini dont nous parlions tout à l’heure, au milieu des obscurités et des lueurs, une déesse et une géante.","They were fighting each other, he saw them fighting each other. As he thought, they had grown before his mind's eye; they now had colossal statures; and it seemed to him that he saw struggling within himself, in that infinity of which we spoke a moment ago, amid darkness and light, a goddess and a giantess.","They fought against each other. He saw them fight. As he continued to ponder, they had grown bigger in his mind’s eye. They were now of colossal stature. And it seemed to him that he could see within himself, in that infinity we mentioned earlier, among shadows and glimmerings of light, a goddess and a giant in combat.","They were antagonistic. He saw them in conflict. In proportion as he meditated, they grew before the eyes of his spirit. They had now attained colossal statures, and it seemed to him that he beheld within himself, in that infinity of which we were recently speaking, in the midst of the darkness and the lights, a goddess and a giant contending.","They were fighting with each other. He saw them fighting. While he was looking, they had expanded before his mind’s eye; they were now colossal; and it seemed to him that he saw struggling within him, in that infinite of which we spoke just now, in the midst of darkness and gloom, a goddess and a giantess."
En ce moment on frappa un petit coup à la porte de sa chambre.,At this moment there was a slight knock at the door of his room.,At that moment there was a tap at the door of his room.,At that moment there came a light tap on the door of his chamber.,At that moment there was a low rap at the door of his room.
"Il y avait un enfant qui jouait dans la cour ; l’enfant de la portière ou d’une ouvrière quelconque. C’est là un de ces hasards qu’on retrouve toujours et qui semblent faire partie de la mystérieuse mise en scène des événements lugubres. L’enfant, c’était une petite fille, allait, venait, courait pour se réchauffer, riait et chantait à haute voix. Hélas ! à quoi les jeux des enfants ne se mêlent-ils pas ! C’était cette petite fille que Fantine entendait chanter.","There was a child playing in the yard; the child of the portress or of any workwoman. This is one of those coincidences that we always find and which seem to be part of the mysterious staging of dismal events. The child, it was a little girl, was coming and going, running to get warm, laughing and singing aloud. Alas! what do children's games not mingle with! It was this little girl that Fantine heard singing.","There was a child playing in the yard, the child of the doorkeeper or one of the women workers. It was one of those coincidences you keep coming across that seem to form part of the mysterious staging of woeful events. The child, a little girl, was running to and fro to keep warm, laughing, singing at the top of her voice. Children’s games get mixed up with everything else, more’s the pity! It was this little girl that Fantine heard singing.","There was a child playing in the yard—the child of the portress or of some work-woman. It was one of those accidents which are always occurring, and which seem to form a part of the mysterious stage-setting of mournful scenes. The child—a little girl—was going and coming, running to warm herself, laughing, singing at the top of her voice. Alas! in what are the plays of children not intermingled. It was this little girl whom Fantine heard singing.","There was a child playing in the court—the child of the portress or some workwoman. It was one of those chances which are always met with, and which seem to make part of the mysterious representation of tragic events. The child, which was a little girl, was running up and down to keep herself warm, singing and laughing in a loud voice. Alas! with what are not the plays of children mingled! Fantine had heard this little girl singing."
"Fantine rentra, elle était furieuse et conta la chose à sa bonne voisine Marguerite : ― Comprenez-vous cela ? ne voilà-t-il pas un abominable homme ? comment laisse-t-on des gens comme cela aller dans le pays ! M’arracher mes deux dents de devant ! mais je serais horrible ! Les cheveux repoussent, mais les dents ! Ah ! le monstre d’homme ! j’aimerais mieux me jeter d’un cinquième la tête la première sur le pavé ! Il m’a dit qu’il serait ce soir au Tillac d’argent.","Fantine came home, she was furious and told the story to her good neighbor Marguerite: “Do you understand that? is he not an abominable man? how are people like that allowed to go into the country! Pull out my two front teeth! but I would be horrible! Hair grows back, but teeth! Ah! the man monster! I would rather throw myself from a fifth head first on the pavement! He told me he would be at the Silver Tillac tonight.","Fantine returned home. She was furious and recounted the incident to her good neighbour Marguerite. ‘Can you imagine? My God, what a dreadful man! How can such people be allowed to go about the place! Pull out my two front teeth! Why, I’d look horrible! Hair grows again, but teeth! Uh! The man’s a monster! I’d rather throw myself head first into the street from the fifth floor! He told me he’d be at the Tillac d’Argent this evening.’","Fantine returned home. She was furious, and related the occurrence to her good neighbor Marguerite: “Can you understand such a thing? Is he not an abominable man? How can they allow such people to go about the country! Pull out my two front teeth! Why, I should be horrible! My hair will grow again, but my teeth! Ah! what a monster of a man! I should prefer to throw myself head first on the pavement from the fifth story! He told me that he should be at the Tillac d’Argent this evening.”","Fantine returned home; she was raving, and told the story to her good neighbour Marguerite: “Do you understand that? isn’t he an abominable man? Why do they let such people go about the country? Pull out my two front teeth! why, I should be horrible! The hair is bad enough, but the teeth! Oh! what a monster of a man! I would rather throw myself from the fifth story, head first, to the pavement! He told me that he would be this evening at the Tillac d’Argent.”"
Il appelle. Quelqu’un ! quelqu’un ! Il appelle toujours.,He calls. Someone ! someone ! He always calls.,He shouts. Someone! Someone! He keeps on shouting.,He shouts. Help! Help! He still shouts on.,He shouts. Help! Help! He shouts incessantly.
GAITÉS,GAITES,Gladness,CHAPTER IV—GAYETIES,GAIETIES
« C’est Polichinelle qui l’a donné au chat.,“It was Punchinello who gave it to the cat.,It was Punch who hit the cat with it.,“It was Punchinello who bestowed it on the cat.,“It was Punchinello who struck the cat
"En ce moment la vitre de la loge s’ouvrit, une main passa par l’ouverture, saisit la clef et le bougeoir et alluma la bougie à la chandelle qui brûlait.","At this moment the window of the box opened, a hand passed through the opening, seized the key and the candlestick and lit the candle with the candle which was burning.","At that moment the small window in her lodge opened, a hand passed through the opening, took the key and the candle-holder, and lit the candle from the burning rush-light.","At that moment the small window in the lodge opened, a hand passed through, seized the key and the candlestick, and lighted the taper at the candle which was burning there.","Just then, the window of her box opened, a hand passed through the opening, took the key and stand, and lighted the taper at the candle which was burning."
"― Père Fauchelevent, je vous ai sauvé la vie.","“Father Fauchelevent, I saved your life.","‘I was the first to remember it,’ replied Fauchelevent.","“Father Fauchelevent, I saved your life.”","“Father Fauchelevent, I saved your life.”"
― Ah ! voilà que ça m’écrase ! cria le vieillard.,―Ah! this is crushing me! cried the old man.,‘Ah! It’s crushing me!’ cried the old man.,“Ah! It is crushing me!” cried the old man.,“Oh! how it crushes me!” cried the old man.
"― J’étais comme vous de l’armée française. Il faut que je vous quitte. Si l’on me prenait, on me fusillerait. Je vous ai sauvé la vie. Tirez-vous d’affaire maintenant.","“I was like you in the French army. I must leave you. If they caught me, they would shoot me. I saved your life. Get out now.","‘Like you, I was with the French army. I must leave you. If they were to catch me I’d be shot. I’ve saved your life. Now fend for yourself.’","“Like yourself, I belonged to the French army. I must leave you. If they were to catch me, they would shoot me. I have saved your life. Now get out of the scrape yourself.”","“I belong, like yourself, to the French army. I must go. If I am taken I shall be shot. I have saved your life. Help yourself now.”"
"Les bénédictines-bernardines de Martin Verga, cloîtrées il y a cinquante ans au Petit-Picpus, chantent les offices sur une psalmodie grave, plain-chant pur, et toujours à pleine voix toute la durée de l’office. Partout où il y a un astérisque dans le missel, elles font une pause et disent à voix basse : Jésus-Marie-Joseph. Pour l’office des morts, elles prennent le ton si bas, que c’est à peine si des voix de femmes peuvent descendre jusque-là. Il en résulte un effet saisissant et tragique.","The Benedictines-Bernardines of Martin Verga, cloistered fifty years ago at the Petit-Picpus, sing the offices to a deep psalmody, pure plainchant, and always in full voice throughout the duration of the office. Wherever there is an asterisk in the missal, they pause and say in a low voice: Jesus-Mary-Joseph. For the Office of the Dead, they take such a low tone that women's voices can hardly descend that far. The result is a startling and tragic effect.","The Bernardine-Benedictines of Martin Verga, cloistered in Petit-Picpus fifty years ago, intone the offices in a low-pitched simple plain-chant, and always at full volume throughout the office. Wherever in the missal there is an asterisk they pause and say under their breath, ‘Jesus – Mary – Joseph’. For the office of the dead they adopt a tone so deep that women’s voices are hardly capable of descending so low. The effect this creates is thrilling and tragic.","The Bernardines-Benedictines of Martin Verga, cloistered fifty years ago at Petit-Picpus, chant the offices to a solemn psalmody, a pure Gregorian chant, and always with full voice during the whole course of the office. Everywhere in the missal where an asterisk occurs they pause, and say in a low voice, “Jesus-Marie-Joseph.” For the office of the dead they adopt a tone so low that the voices of women can hardly descend to such a depth. The effect produced is striking and tragic.","The Benedictine-Bernardines of Martin Verga, cloistered fifty years ago in the Petit Picpus, chant the offices in a grave psalmody, pure plainchant, and always in a loud voice for the whole duration of the office. Wherever there is an asterisk in the missal, they make a pause and say in a low tone: Jesus—Mary—Joseph. For the office for the dead, they take so low a pitch, that it is difficult for female voices to reach it. The effect is thrilling and tragical."
"ߑߑߑOnt le même destin,","ߑߑߑ have the same destiny,",Share the same fate;,Ont le même destin;,Ont le même destin;
"Après la règle des carmélites, lesquelles vont pieds nus, portent une pièce d’osier sur la gorge et ne s’asseyent jamais, la règle la plus dure est celle des bernardines-bénédictines de Martin Verga. Elles sont vêtues de noir avec une guimpe qui, selon la prescription expresse de saint Benoît, monte jusqu’au menton. Une robe de serge à manches larges, un grand voile de laine, la guimpe qui monte jusqu’au menton coupée carrément sur la poitrine, le bandeau qui descend jusqu’aux yeux, voilà leur habit. Tout est noir, excepté le bandeau qui est blanc. Les novices portent le même habit, tout blanc. Les professes ont en outre un rosaire au côté.","After the rule of the Carmelites, who go barefoot, wear a piece of wicker on their throat and never sit down, the toughest rule is that of the Bernardines-Benedictines of Martin Verga. They are dressed in black with a wimple which, according to the express prescription of Saint Benedict, goes up to the chin. A serge dress with wide sleeves, a large woolen veil, a wimple that goes up to the chin cut squarely on the chest, a bandeau that goes down to the eyes, that is their habit. Everything is black, except the headband which is white. The novices wear the same habit, all white. The professed also have a rosary at the side.","After the rule of the Carmelite nuns, who go barefoot, wear a piece of willow on their breasts and never sit down, the harshest rule is that of the Bernardine-Benedictines of Martin Verga. They are dressed in black with a wimple that, as expressly stipulated by St Benedict, comes right up to the chin. A wide-sleeved serge robe, a large woollen veil, the wimple up to the chin cut square across the breast with the head-band right down to their eyes – this is their habit. Everything is black except the head-band, which is white. The novices wear the same habit, all in white. The professed nuns also have a rosary at their side.","After the rule of the Carmelites, who go barefoot, wear a bit of willow on their throats, and never sit down, the harshest rule is that of the Bernardines-Benedictines of Martin Verga. They are clothed in black, with a guimpe, which, in accordance with the express command of Saint-Benoît, mounts to the chin. A robe of serge with large sleeves, a large woollen veil, the guimpe which mounts to the chin cut square on the breast, the band which descends over their brow to their eyes,—this is their dress. All is black except the band, which is white. The novices wear the same habit, but all in white. The professed nuns also wear a rosary at their side.","Next to the rules of the Carmelites, who go bare-footed, wear a withe about their throat, and never sit down, the most severe rules are those of the Bernardine-Benedictines of Martin Verga. They are clothed with a black guimp, which, according to the express command of Saint Benedict, comes up to the chin. A serge dress with wide sleeves, a large woollen veil, the guimp which rises to the chin, cut square across the breast, and the fillet which comes down to the eyes, constitute their dress. It is all black, except the fillet, which is white. The novices wear the same dress, all in white. The professed nuns have in addition a rosary by their side."
