Source,GoogleTranslate,human1,human2,human3
« Dites mon bordel10. »,“Say fuckin’. »,"Bordenave interrupted him quietly, and said, with the coolness of a man who prefers to call things by their right names: “Say my brothel, rather.”","""Call it my brothel!""","‘Call it my knocking-shop, will you?’"
"« Alors, elle t’a fait promettre de venir la voir. Que te veut-elle ?",“So she made you promise to come see her. What does she want from you?,"and she added, turning towards her friend, “So she made you promise to come and see her. What does she want with you?”","And turning toward her friend, she added, ""So she's made you promise to come and see her? What does she want with you?""",‘So she made you promise to come and see her. What does she want you for?’
"— Donne-les donc, nigaud ! »","""Give them away, simpleton!"" »","“Give them to me, then, you little booby!”","""Then give 'em to me, booby!""","‘Well then, give them to me, stupid!’"
"Et elle le quitta. Il était debout au milieu du salon. Les derniers mots sonnaient comme un tocsin 27 à ses oreilles : c’est fini, bien fini ; et il croyait que la terre s’ouvrait sous ses pieds. Dans le vide de son cerveau, l’homme qui attendait Nana avait disparu ; seul, Philippe demeurait, aux bras nus de la jeune femme, continuellement. Elle ne niait pas, elle l’aimait, puisqu’elle voulait lui éviter le chagrin d’une infidélité. C’était fini, bien fini. Il respira fortement, il regarda autour de la pièce, étouffé par un poids qui l’écrasait. Des souvenirs lui revenaient un à un, les nuits rieuses de la Mignotte, des heures de caresse où il se croyait son enfant, puis des voluptés volées dans cette pièce même. Et jamais, jamais plus ! Il était trop petit, il n’avait pas grandi assez vite ; Philippe le remplaçait, parce qu’il avait de la barbe. Alors, c’était la fin, il ne pouvait plus vivre. Son vice s’était trempé d’une tendresse infinie, d’une adoration sensuelle, où tout son être se donnait. Puis, comment oublier, lorsque son frère resterait là ? son frère, un peu de son sang28, un autre moi dont le plaisir l’enrageait de jalousie. C'était la fin, il voulait mourir.","And she left him. He was standing in the middle of the living room. The last words sounded like a tocsin 27 in his ears: it's over, well over; and he believed that the earth was opening under his feet. In the void of his brain, the man waiting for Nana had disappeared; only Philippe remained, in the bare arms of the young woman, continually. She did not deny, she loved him, since she wanted to spare him the grief of infidelity. It was over, well over. He breathed heavily, he looked around the room, suffocated by a weight that crushed him. Memories came back to him one by one, the laughing nights at La Mignotte, the hours of caress when he thought he was his child, then the pleasures stolen from this very room. And never, never again! He was too small, he hadn't grown fast enough; Philippe replaced him because he had a beard. So that was the end, he couldn't live anymore. Her vice had been steeped in an infinite tenderness, a sensual adoration, in which her whole being was given. Then, how to forget, when his brother would remain there? his brother, a bit of his blood,28 another self whose pleasure enraged him with jealousy. It was the end, he wanted to die.","And she left him. He was standing in the centre of the parlour. The last words sounded like a knell in his ears, “It is over, all over”; and the ground seemed to open beneath his feet. In the vacuum of his brain, the man who was awaiting Nana had disappeared; Philippe alone remained, continually in the woman’s bare arms. She did not deny it; she certainly loved him, as she wished to spare him the grief of knowing her to be unfaithful. It was over, all over. He drew a long breath, he gazed around the room, choked by a weight that was crushing him. Recollections returned to him one by one—the merry nights at La Mignotte, hours of love during which he thought himself her child, the voluptuous pleasures snatched in that very room. And never, never more! He was too little , he had not grown quick enough; Philippe had taken his place, because he had a beard. So, it was the end, he could no longer live. His vice had become full of an infinite tenderness, of a sensual adoration, in which his whole being was centred. Then, how could he forget, when his brother would remain there—his brother, who was of the same blood, another self whose pleasure drove him mad with jealousy? It was the end, he wished to die.","And she left him, and he stood in the middle of the drawing room. Her last words rang like the knell of a tocsin in his ears: ""It's over, quite over!"" And he thought the ground was opening beneath his feet. There was a void in his brain from which the man awaiting Nana had disappeared. Philippe alone remained there in the young woman's bare embrace forever and ever. She did not deny it: she loved him, since she wanted to spare him the pain of her infidelity. It was over, quite over. He breathed heavily and gazed round the room, suffocating beneath a crushing weight. Memories kept recurring to him one after the other--memories of merry nights at La Mignotte, of amorous hours during which he had fancied himself her child, of pleasures stolen in this very room. And now these things would never, never recur! He was too small; he had not grown up quickly enough; Philippe was supplanting him because he was a bearded man. So then this was the end; he could not go on living. His vicious passion had become transformed into an infinite tenderness, a sensual adoration, in which his whole being was merged. Then, too, how was he to forget it all if his brother remained--his brother, blood of his blood, a second self, whose enjoyment drove him mad with jealousy? It was the end of all things; he wanted to die.","She left him standing in the middle of the drawing-room. Her last words were ringing in his ears like a death-knell: this is the end, it’s all over and done with; he could feel the earth opening up under his feet. In his state of shock, he’d forgotten the man waiting for Nana at Tricon’s, he could only see Philippe, Philippe perpetually clasped in Nana’s naked arms. She didn’t deny it, she loved him, for she wanted to protect him from being unhappy because she was going to bed with someone else. No, this was really the end, everything was really over and done with … He took a deep breath and looked round the room; there was a crushing weight on his chest. Memories were flooding back to him one by one: the wonderful nights at La Mignotte; the hours spent being caressed and fondled when he could think of himself as her son; the stolen pleasures he’d enjoyed in this very room … And now it was all over, he’d never have such wonderful times again. He was too young, he hadn’t grown up quickly enough: Philippe had ousted him because he was able to grow a beard. No, this was the end, he couldn’t go on living. His lust had become refined into something infinitely tender, a sensual adoration which had taken complete possession of him. And how could he ever forget, when his brother would always be there? His brother, his double, with the same blood in his veins, whose pleasure was driving him mad with jealousy. No, this was the end, he didn’t want to go on living …"
"« Comment ! demanda-t-il, tu connais le comte Muffat de Beuville ?",""" How ! he asked, do you know Count Muffat de Beuville?","“What! you know Count Muffat de Beuville?” he asked. “Oh, yes.","""You know the Count Muffat de Beuville?""","‘Good Lord, do you know Count Muffat de Beuville?’"
"Ces dames se regardèrent en pinçant les lèvres. À son âge, la petite Maria Blond avait un joli toupet. Avec ça que de pareilles histoires arrivaient à des traînées de son espèce ! C'étaient, entre elles, des mépris profonds. Elles jalousaient surtout Lucy, furieuses de ses trois princes. Depuis que Lucy, chaque matin, faisait à cheval 48 une promenade au Bois, ce qui l’avait lancée, toutes montaient à cheval, une rage les tenait.","These ladies looked at each other pursing their lips. At her age, little Maria Blond had a nice cheekbone. With that such stories happened to sluts of his kind! There was deep contempt between them. They were especially jealous of Lucy, furious at her three princes. Since Lucy, every morning, went for a ride on horseback in the Bois, which had started her, they had all been riding, a rage holding them.","The other women looked at each other trying not to smile. Little Maria Blond possessed rare cheek for her age. As if that sort of adventures happened to such hussies as she! They all felt a great contempt for each other. Many were furiously jealous of Lucy on account of her three princes. Ever since Lucy had taken to riding on horseback of a morning in the Bois de Boulogne, which had been the starting-point of her great success, they had all been seized with a violent mania for learning to ride.","The ladies looked at one another and pursed up their lips. At her age little Maria Blond had a pretty cheek! Besides, to think that such things should happen to trollops like her! Infinite was their contempt for her among themselves. It was Lucy of whom they were particularly jealous, for they were beside themselves at the thought of her three princes. Since Lucy had begnn taking a daily morning ride in the Bois they all had become Amazons, as though a mania possessed them.","The ladies looked at each other with pursed lips: that little Maria was too cheeky by half for her age! And think of that kind of thing happening to little sluts like that! They felt only deep contempt for each other; they were particularly jealous of Lucy and her three princes. Ever since she’d started riding in the Bois de Boulogne every morning, a stunt which had launched her on her career, they’d all taken it up enthusiastically."
"Comme il pâlissait, elle se pendit à son cou, en riant, en lui enfonçant d’une caresse chacune de ses cruautés.","As he turned pale, she hung round his neck, laughing, thrusting into him with a caress each of her cruelties.","As he turned pale, she laughingly put her arms round his neck, thrusting each of her cruelties into him with a caress.","He waxed pale, and she flung her arms round his neck and hung there, laughing, while she emphasized every little cruel speech with a caress.","He went pale. She put her arms round his neck and said laughingly, emphasizing each barbed word with a kiss:"
— Parbleu !,- Parbleu!,“Of course!”,"""Egad, yes.""",‘I wouldn’t miss it for worlds!’
"40. Façon populaire de désigner les fiacres comme de vulgaire boîtes en bois, surtout lorsqu’on conduit une voiture de grand luxe.","40. Popular way of referring to cabs as vulgar wooden boxes, especially when driving a luxury car.",CHAPTER XIV,CHAPTER XIV,Chapter 14
"« Tiens ! bonsoir », dit Fontan en donnant des poignées de main à Mignon et à Fauchery qui entraient.",""" Take ! good evening,” said Fontan, shaking hands with Mignon and Fauchery, who were entering.","“Hallo! good evening,” said Fontan, shaking hands with Fauchery and Mignon who just then entered.","""How d'ye do?"" said Fontan, shaking hands with Mignon and Fauchery, who now came into the room.","‘Oh, hello! Good evening’, said Fontan shaking hands with Mignon and Fauchery, who’d just come in."
"Mais ce qui acheva de fondre le cœur de la jeune femme, ce fut l’arrivée de Louiset. Sa crise de maternité eut la violence d’un coup de folie. Elle emportait son fils au soleil pour le regarder gigoter ; elle se roulait avec lui sur l’herbe, après l’avoir habillé comme un jeune prince. Tout de suite elle voulut qu’il dormît près d’elle, dans la chambre voisine, où madame Lerat, très impressionnée par la campagne, ronflait, dès qu’elle était sur le dos. Et Louiset ne faisait pas le moindre tort à Zizi, au contraire. Elle disait qu’elle avait deux enfants, elle les confondait dans le même caprice de tendresse. La nuit, à plus de dix reprises, elle lâchait Zizi pour voir si Louiset avait une bonne respiration ; mais, quand elle revenait, elle reprenait son Zizi avec un restant de ses caresses maternelles, elle faisait la maman ; tandis que lui, vicieux, aimant bien être petit aux bras de cette grande fille, se laissait bercer comme un bébé qu’on endort. C'était si bon, que, charmée de cette existence, elle lui proposa de ne plus jamais quitter la compagne. Ils renverraient tout le monde, ils vivraient seuls, lui, elle et l’enfant. Et ils firent mille projets, jusqu’à l’aube, sans entendre madame Lerat, qui ronflait à poings fermés, lasse d’avoir cueilli des fleurs champêtres.","But what completely melted the heart of the young woman was the arrival of Louiset. Her maternity crisis had the violence of a stroke of madness. She would take her son out into the sun to watch him wriggle; she rolled with him on the grass, after having dressed him like a young prince. At once she wanted him to sleep near her, in the adjoining room, where Madame Lerat, very impressed by the countryside, snored as soon as she was on her back. And Louiset was not doing Zizi the slightest harm, on the contrary. She said she had two children, she confused them in the same caprice of tenderness. At night, more than ten times, she let go of Zizi to see if Louiset was breathing properly; but, when she came back, she took her Zizi back with a remnant of her maternal caresses, she played the mother; while he, vicious, loving to be small in the arms of this big girl, let himself be rocked like a baby that one puts to sleep. It was so good that, charmed by this existence, she suggested never to leave the companion again. They would send everyone away, they would live alone, him, her and the child. And they made a thousand plans, until dawn, without hearing Madame Lerat, who was snoring with closed fists, tired of having picked the flowers of the country.","But what caused the young woman’s heart completely to melt was the arrival of little Louis. Her attack of maternal love bordered on madness. She carried her son into the sunshine to see him sprawl about; she rolled with him over the grass, after dressing him like a prince. She at once insisted that he should sleep near her, in the next room, where Madame Lerat, very much smitten with the country, commenced to snore as soon as she was lying on her back. And little Louis did not in the least interfere with her love for Zizi; on the contrary. She said that she had two children; she confounded them in the same caprice of affection. During the night, on more than ten occasions, she quitted Zizi to go and see if little Louis was breathing all right; but when she returned she cuddled her Zizi with the remains of her maternal caresses. She acted the mamma towards him; whilst he, vicious youngster! liking very much to be little in the arms of that big girl, let her nurse him like a baby being rocked to sleep. It was so nice that, charmed with this existence, she seriously proposed to him that they should never again leave the country. They would send every one away, and live alone together—he, she, and the baby. And they built a thousand castles in the air until daybreak, without hearing Madame Lerat, who, tired out with gathering wild flowers, snored loud enough to waken the whole household.","But what utterly melted the young woman's heart was Louiset's arrival. She had an access of maternal affection which was as violent as a mad fit. She would carry off her boy into the sunshine outside to watch him kicking about; she would dress him like a little prince and roll with him in the grass. The moment he arrived she decided that he was to sleep near her, in the room next hers, where Mme Lerat, whom the country greatly affected, used to begin snoring the moment her head touched the pillow. Louiset did not hurt Zizi's position in the least. On the contrary, Nana said that she had now two children, and she treated them with the same wayward tenderness. At night, more than ten times running, she would leave Zizi to go and see if Louiset were breathing properly, but on her return she would re-embrace her Zizi and lavish on him the caresses that had been destined for the child. She played at being Mamma while he wickedly enjoyed being dandled in the arms of the great wench and allowed himself to be rocked to and fro like a baby that is being sent to sleep. It was all so delightful, and Nana was so charmed with her present existence, that she seriously proposed to him never to leave the country. They would send all the other people away, and he, she and the child would live alone. And with that they would make a thousand plans till daybreak and never once hear Mme Lerat as she snored vigorously after the fatigues of a day spent in picking country flowers.","But it was the arrival of her little Louis which finally turned her heart into jelly. Her maternal love became hysterical. She would carry her son out on to the lawn to watch him wriggling about in the sun and roll about with him in the grass, after first dressing him up like a little prince. She insisted at once that he must sleep nearby, in the adjoining bedroom, where Madame Lerat, much impressed by life in the country, used to start snoring as soon as she was on her back. But Zizi didn’t suffer as a result, quite the opposite, for she said she now had two children to look after and her spontaneous affection included both of them, indiscriminately. A dozen times a night she’d leave Zizi to go and see if Louiset was breathing properly, and when she came back she’d smother her Zizi with all the motherly hugs and kisses she had to spare; she was his mummy too and the boy shamelessly delighted in being cuddled by this big young woman, like a baby being lulled to sleep. It was so charming an existence that she seriously suggested to him never going back to town; they’d send everybody packing and live all by themselves, he and she and her son. And they would work out hundreds of plans until day broke, never hearing Madame Lerat snoring away, sound asleep, tired out from picking wild flowers."
"Des idées noires les envahissaient, dans la sévérité de cette chambre. Elles avaient peur, c’était bête de causer là si longtemps ; mais un besoin de voir les clouait sur le tapis. Il faisait très chaud, le verre de la lampe mettait au plafond une rondeur de lune, dans l’ombre moite dont la pièce était noyée. Sous le lit, une assiette creuse pleine de phénol 13 dégageait une odeur fade. Et, par moments, des souffles gonflaient les rideaux de la fenêtre, ouverte sur le boulevard, d’où montait un sourd ronflement.","Dark thoughts invaded them, in the severity of this room. They were afraid, it was stupid to talk there for so long; but a need to see nailed them to the mat. It was very hot, the glass of the lamp cast the roundness of the moon on the ceiling, in the moist shadow with which the room was drowned. Under the bed, a soup plate full of phenol 13 gave off a bland smell. And, at times, a breeze billowed the curtains of the window, which opened onto the boulevard, from which a dull snoring arose.","Gloomy ideas possessed them, in the severity of that chamber of death. They were afraid, it was stupid to remain talking there so long; but a desire to see kept them rooted to the carpet. It was very warm, the lamp-glass shone on the ceiling like a moon, in the damp shadow which filled the apartment. Under the bed a soup plate full of some disinfectant exhaled a most unsavoury odour. And now and again a slight breath of air swelled the curtains of the window, opened on to the Boulevard, from whence arose a dull murmuring sound.","In that gloomy room melancholy ideas began to take possession of their imaginations. They felt frightened. It was silly to stand talking so long, but a longing to see her kept them rooted to the spot. It was very hot--the lamp glass threw a round, moonlike patch of light upon the ceiling, but the rest of the room was drowned in steamy darkness. Under the bed a deep plate full of phenol exhaled an insipid smell. And every few moments tiny gusts of wind swelled the window curtains. The window opened on the boulevard, whence rose a dull roaring sound.","In this austerely furnished bedroom, a feeling of gloom was descending on the ladies. They began to be frightened, it was stupid to stay here chatting for so long, but they felt riveted to the spot by the urge to look. The room was in shadow, stiflingly hot and muggy; the lamp was casting a moon-shaped patch of light on the ceiling. There was a sickly smell coming from a soup plate of carbolic acid under the bed. Little gusts of air kept making the curtains billow out at the window opening out on to the boulevard, where a dull roar could be heard."
"« Zoé ! Zoé ! arrive donc... Fais-le finir... C'est stupide à la fin, un enfant comme ça !... Le voilà qui se tue maintenant ! et chez moi ! A-t-on jamais vu ! »",""" Zoe ! Zoe ! so come... Get him to finish... It's stupid in the end, a child like that!... Here he is killing himself now! and home! Have we ever seen! »","“Zoé! Zoé! come quick. Make him leave off. It’s absurd, a child like that! He’s killing himself now! and in my house, too! Did anyone ever see such a thing?”","""Zoe! Zoe! Come at once. Make him leave off. It's getting stupid--a child like that! He's killing himself now! And in my place too! Did you ever see the like of it?""","‘Zoé! Zoé! Come here quickly, make him stop, it’s really too stupid, a little boy like that! And now he’s killing himself! And in my house, too! Have you ever seen anything like it?’"
"« Géraldine, donnez le baiser... Fort ! pour qu’on entende bien ! »","""Geraldine, give the kiss... Hard!"" so that we hear well! »","And you, Rose, it’s then that you pass, quickly, like this, but not too soon, not till you hear the kiss—” He interrupted himself, and called to Cossard, in the heat of his explanations: “Géraldine, give the kiss—loud! so that it can be well heard!”","""Geraldine, give the kiss! Loudly, so that it may be heard!""","‘Géraldine, now you give him that kiss … A loud one, so it can be heard.’"
"Cependant, Nana avait eu conscience d’un malheur ; elle s’était tournée. Quand elle le vit se frapper, elle fut prise d’une indignation.","However, Nana had been aware of a misfortune; she had turned. When she saw him hitting himself, she was seized with indignation.","Nana, however, had had a feeling that something terrible was going to happen. She turned round. When she saw him strike himself, she was seized with indignation.","Nana, meanwhile, had felt conscious that something dreadful would happen, and she had turned round. When she saw him stab himself she was seized with indignation.","Sensing that something dreadful was happening, Nana had turned round. When she saw him stab himself, she spluttered indignantly:"
"Le banquier était rayonnant. Il cligna les yeux, il ajouta, en donnant aux mots une valeur particulière :","The banker was beaming. He blinked, he added, giving the words a special value:","The banker looked beaming with delight. He winked his eye, and added, giving to each word a peculiar significance, “And you, did it come off?”",The banker was beaming. He winked and added with a peculiar emphasis on the words:,"The banker was radiant. He winked and added, emphasizing his words:"
15. Homme de peine portant les gros fardeaux.,15. Laborer carrying heavy burdens.,CHAPTER XIV,CHAPTER XIV,Chapter 14
"— Eh bien, dit madame Du Joncquoy, il devrait d’abord se remettre avec sa femme.","""Well,"" said Madame Du Joncquoy, ""he should first get back together with his wife.""","“Well, then!” said Madame du Joncquoy; “he should first of all make it up with his wife.”","""Well,"" said Mme du Joncquoy, ""he ought first to have made it up with his wife.""","‘In that case’, said Madame Du Joncquoy, ‘he should start by going back to his wife.’"
"Pendant quelques secondes, ce fut l’opinion de tous. Mais, lentement, la pouliche gagnait toujours, dans un effort continu. Alors, une émotion immense se déclara. La queue des chevaux, en arrière, n’intéressait plus. Une lutte suprême s’engageait entre Spirit, Nana, Lusignan et Valerio II. On les nommait, on constatait leur progrès ou leur défaillance, dans des phrases sans suite, balbutiées. Et Nana, qui venait de monter sur le siège de son cocher, comme soulevée, restait toute blanche, prise d’un tremblement, si empoignée, qu’elle se taisait. Près d’elle, Labordette avait retrouvé son sourire.","For a few seconds, that was everyone's opinion. But, slowly, the filly was still winning, in a continuous effort. Then, an immense emotion broke out. The tail of the horses, behind, no longer interested. A supreme struggle began between Spirit, Nana, Lusignan and Valerio II. We named them, we noted their progress or their failure, in sentences without sequence, stammered. And Nana, who had just climbed into her coachman's seat, as if lifted, remained completely white, seized with a trembling, so gripped that she was silent. Beside her, Labordette had regained her smile.","For some seconds that was the general opinion. But the filly slowly continued to gain ground in a continued effort. Then an immense emotion seized upon all. The horses in the rear no longer excited the smallest interest. A last struggle began between Spirit, Nana, Lusignan, and Valerio II. Their names were on the lips of everyone, their progress or their falling off was proclaimed in short disconnected sentences. And Nana, who had climbed on to the coachman’s seat, as though lifted up by some invisible power, was all pale and trembling, and so deeply moved that she could not say a word. Labordette, close beside her, was once more smiling.","For some seconds this was everybody's opinion. But little by little the filly kept gaining and gaining, spurting hard all the while. Thereupon a vast wave of feeling passed over the crowd, and the tail of horses in the rear ceased to interest. A supreme struggle was beginning between Spirit, Nana, Lusignan and Valerio II. They were pointed out; people estimated what ground they had gained or lost in disconnected, gasping phrases. And Nana, who had mounted up on the coach box, as though some power had lifted her thither, stood white and trembling and so deeply moved as not to be able to speak. At her side Labordette smiled as of old.","hands! . . .’ For a few seconds everybody thought the same, but galloping hard, the filly was slowly gaining ground. The excitement was intense. Nobody was interested in the tailenders anymore. The final tussle between Spirit, Nana, Lusignan, and Valerio II began. People were stammering incoherently, calling out their names and watching how they progressed or fell back. Nana had climbed up on to her coachman’s box, as though lifted up by her excitement, and was standing there pale-faced and suddenly trembling, too nervous to speak. Beside her Labordette was now looking cheerful again."
"11. Le palais de Napoléon III (incendié en 1870), où le comte remplit sa fonction de chambellan.","11. The palace of Napoleon III (burned down in 1870), where the count performs his duties as chamberlain.","It was in the Rue Véron, at Montmartre, in a little apartment on the fourth floor.","The count still wore his muddy clothes, and his pale, bewildered face betrayed the prodigal returning from his debauch.",Chapter 8
"« Eh bien, et moi ? dit Prullière très pincé, je n’ai pas deux cents lignes. Je voulais rendre le rôle... C'est indigne de me faire jouer ce Saint-Firmin, une vraie veste24. Et quel style, mes enfants ! Vous savez que ça va tomber à plat. »","“Well, how about me? said Prullière very stiffly, I don't have two hundred lines. I wanted to play the part... It's unworthy to make me play this Saint-Firmin, a real jacket. And what a style, my children! You know it's going to fall flat. »","“Well! and I?” said Prullière indignantly; “I haven’t two hundred lines. I wished to decline the part. It’s an insult to ask me to play that Saint-Firmin; it’s as bad as being shelved. And what a piece, my friends! You know, it’ll be an awful fiasco.”","""Well, and what about me?"" said Prulliere with much bitterness. ""I haven't got more than two hundred lines. I wanted to give the part up. It's too bad to make me play that fellow Saint-Firmin; why, it's a regular failure! And then what a style it's written in, my dears! It'll fall dead flat, you may be sure.""","‘Well, what about me?’ said Prullière glumly. ‘I’ve got less than two hundred lines. I was tempted not to accept … It’s scandalous to make me play that wimp Saint-Firmin. And Fauchery’s style! … You know, we’ve got a lead balloon on our hands, my dears!’"
