Source,GoogleTranslate,human1,human2,human3
"— Ce qui ne servirait à rien ! répondit Ned Land. Ne voyez-vous pas que ces gens-là ont un langage à eux, un langage inventé pour désespérer les braves gens qui demandent à dîner ! Mais, dans tous les pays de la terre ouvrir la bouche, remuer les mâchoires, happer des dents et des lèvres, est-ce que cela ne se comprend pas de reste ? Est-ce que cela ne veut pas dire à Québec comme aux Pomotou, à Paris comme aux antipodes : J’ai faim ! donnez-moi à manger ! …","""Which would be useless!"" replied Ned Land. Don't you see that these people have a language of their own, a language invented to despair the good people who ask for dinner! But, in all the countries of the earth to open the mouth, to move the jaws, to snap teeth and lips, is that not understandable anyway? Doesn't that mean in Quebec as in Pomotou, in Paris as in the Antipodes: I'm hungry! feed me! …","‘Which would not help us at all!’ said Ned Land. ‘Don’t you see that those men have a language of their own, invented to annoy anyone who asks for something to eat? If you open your mouth, move your jaws, and smack your lips and teeth, don’t they know what you mean in every country in the world, with room to spare? Wouldn’t it indicate “I am hungry; give me something to eat” in Quebec and the Tuamotus, in Paris and the antipodes?’ ‘Oh?’ said Conseil.","“There is the disadvantage of not knowing all languages,” said Conseil, “or the disadvantage of not having one universal language.” ab","“Which would all go out the window!” Ned Land replied. “Don't you see, these people have a language all to themselves, a language they've come up with just to cause despair in decent folks who ask for a bite of dinner! Why, in every country on earth, when you open your mouth, snap your jaws, smack your lips and teeth, isn't that the world's clearest message? From Quebec to the Tuamotu Islands, from Paris to the Antipodes, doesn't it mean: I'm hungry, give me some grub!”"
"Mais ce corps dur pouvait être une carapace osseuse, semblable à celle des animaux antédiluviens, et j’en serais quitte pour classer le monstre parmi les reptiles amphibies, tels que les tortues ou les alligators.","But this hard body could be a bony carapace, similar to that of antediluvian animals, and I would be free to classify the monster among amphibious reptiles, such as turtles or alligators.","But this hard substance might be a bony carapace, like that of certain prehistoric animals; and I might be able to get away with classifying it amongst the amphibious reptiles such as the turtle or alligator.","But this hard body might be a bony carapace, like that of the antediluvian animals; and I should be free to class this monster among amphibious reptiles, such as tortoises or alligators.","But this hard substance could have been a bony carapace, like those that covered certain prehistoric animals, and I might have left it at that and classified this monster among such amphibious reptiles as turtles or alligators."
"— Bon ! Conseil, je t’accorde que ce sont d’honnêtes anthropophages, et qu’ils dévorent honnêtement leurs prisonniers. Cependant, comme je ne tiens pas à être dévoré, même honnêtement, je me tiendrai sur mes gardes, car le commandant du Nautilus ne paraît prendre aucune précaution. Et maintenant à l’ouvrage. »","- Good ! Council, I grant you that they are honest cannibals, and that they honestly devour their prisoners. However, since I don't want to be devoured, even honestly, I'll be on my guard, because the commander of the Nautilus doesn't seem to be taking any precautions. And now to work. »","One does not exclude the other.’ ‘All right, Conseil, I concede that they are honest cannibals, and that they eat their prisoners honourably. However, I do not wish to be devoured, even honestly, so will remain on my guard, for the captain of the Nautilus does not seem to be taking any precautions. And now to work.’","I therefore called Conseil, who brought me a little light drag, very like those for the oyster fishery. Now to work!","“Fine, Conseil. I'm sure there are upstanding cannibals who do a very decent job of devouring their prisoners. However I'm not keen on being devoured, even by paragons of decency, so I'll stay on my guard—since it seems that the Nautilus's commander isn't taking any precautions. And now to work!”"
"— A s’en tenir au livre de Sirr, répondis-je, les pêcheries de Ceylan sont affermées annuellement pour la somme de trois millions de squales.","""According to Sirr's book,"" I replied, ""the fisheries of Ceylon are leased annually for the sum of three millions of sharks.""","‘According to Sirr’s book,’ I replied, ‘the pearl fisheries of Ceylon are leased for the sum of three million sharks per year.’","“But,” said Conseil, “is this pearl-fishing dangerous?”","“According to Sirr's book,” I answered, “these Ceylon fisheries are farmed for a total profit of 600,000 man-eaters a year.”"
— Tant pis pour lui ! dit Conseil.,- Too bad for him ! Council said.,"‘I’m sure not,’ I replied, ‘but he won’t want any!’ ‘His loss,’ said Conseil.","“So much the worse for him,” said Conseil.","“Too bad for him,” Conseil said."
"Ce personnage avait-il trente-cinq ou cinquante ans, je n’aurais pu le préciser. Sa taille était haute, son front large, son nez droit, sa bouche nettement dessinée. ses dents magnifiques, ses mains fines, allongées, éminemment « psychiques » pour employer un mot de la chirognomonie, c’est-à-dire dignes de servir une âme haute et passionnée. Cet homme formait certainement le plus admirable type que j’eusse jamais rencontré. Détail particulier, ses yeux, un peu écartés l’un de l’autre, pouvaient embrasser simultanément près d’un quart de l’horizon. Cette faculté je l’ai vérifié plus tard se doublait d’une puissance de vision encore supérieure à celle de Ned Land. Lorsque cet inconnu fixait un objet, la ligne de ses sourcils se fronçait, ses larges paupières se rapprochaient de manière à circonscrire la pupille des yeux et à rétrécir ainsi l’étendue du champ visuel, et il regardait ! Quel regard ! comme il grossissait les objets rapetissés par l’éloignement ! comme il vous pénétrait jusqu’à l’âme ! comme il perçait ces nappes liquides, si opaques à nos yeux, et comme il lisait au plus profond des mers ! …","Whether this character was thirty-five or fifty years old, I could not have specified. His figure was high, his forehead broad, his nose straight, his mouth clearly defined. her magnificent teeth, her slender, elongated hands, eminently ""psychic"" to use a chirognomonic word, that is to say, worthy of serving a lofty and passionate soul. This man was certainly the finest type I had ever met. Particular detail, his eyes, a little apart from each other, could simultaneously embrace almost a quarter of the horizon. This faculty, I verified it later, was coupled with a power of vision even greater than that of Ned Land. When this stranger stared at an object, the line of his eyebrows would frown, his large eyelids would come together in such a way as to circumscribe the pupil of the eyes and thus narrow the extent of the visual field, and he was watching! What a look ! how he magnified objects diminished by distance! how it penetrated you to the very soul! how he pierced these liquid sheets, so opaque to our eyes, and how he read in the depths of the seas! …","This individual might have been thirty-five or fifty, I couldn’t tell. He was tall; he had a broad forehead, straight nose, well-defined mouth, and magnificent teeth; his hands were long, thin, and eminently ‘psychic’, to use the word from palmistry: * that is, apt for a noble and passionate being. This man was certainly the most admirable specimen I had ever met. One particular detail: his eyes, set far apart, could capture nearly a quarter of the horizon. * This faculty — as I later realized — was accompanied by eyesight superior even to Land’s. When this strange personage was looking intently at something, his brow knitted and his large eyelids closed round his pupils so as to limit his field of vision — and he did look. What a gaze! How he magnified distant objects, and how he penetrated your very soul! How he could pierce the liquid depths,* so obscure to our eyes, and how he could read to the bottom of the seas!","Whether this person was thirty-five or fifty years of age, I could not say. He was tall, had a large forehead, straight nose, a clearly cut mouth, beautiful teeth, with fine tapered hands, indicative of a highly nervous temperament. This man was certainly the most admirable specimen I had ever met. One particular feature was his eyes, rather far from each other, and which could take in nearly a quarter of the horizon at once. This faculty—I verified it later—gave him a range of vision far superior to Ned Land’s. When this stranger fixed upon an object, his eyebrows met, his large eyelids closed around so as to contract the range of his vision, and he looked as if he magnified the objects lessened by distance, as if he pierced those sheets of water so opaque to our eyes, and as if he read the very depths of the seas.","Whether this individual was thirty-five or fifty years of age, I couldn't tell. He was tall, his forehead broad, his nose straight, his mouth clearly etched, his teeth magnificent, his hands slender, tapered, and to use a word from palmistry, exceptionally “psychic,” in other words, worthy of serving a lofty and passionate spirit. This man was certainly the most wonderful physical specimen I'd ever met up with. One unusual detail: his eyes were spaced rather far from each other and could instantly take in nearly a quarter of the horizon. This ability—as I later verified—was enhanced by a range of vision even greater than Ned Land's. When this stranger focused on an object, his eyebrows gathered into a frown, his heavy eyelids closed around his pupils to contract his huge field of vision, and he looked! What a look—as if he could magnify objects shrinking into the distance; as if he could probe your very soul; as if he could pierce those sheets of water so murky to our eyes and scan the deepest seas … !"
"Décidément, à eux deux, Ned et Conseil auraient fait un naturaliste distingué.","Decidedly, between them, Ned and Conseil would have made a distinguished naturalist.",Decidedly Ned and Conseil would have made a brilliant naturalist between the two of them.,"Ned named the fish, and Conseil classed them.23","No doubt about it, Ned and Conseil in combination added up to one exceptional naturalist."
"— Or, repris-je, la capacité du Nautilus étant de quinze cents tonneaux, et celle du tonneau de mille litres, le Nautilus renferme quinze cent mille litres d’air, qui, divisés par deux mille quatre cents… »","“Now,” I continued, “the capacity of the Nautilus being fifteen hundred barrels, and that of the barrel a thousand liters, the Nautilus contains fifteen hundred thousand liters of air, which, divided by two thousand four hundred…”","‘Now’, I continued, ‘since the capacity of the Nautilus is 1,500 tons, and a ton is 1,000 litres, the Nautilus contains 1.5 million litres of air, which, divided by 2,400 . . .’","“Or,” I continued, “the size of the Nautilus being 1,500 tons, and one ton holding 200 gallons, it contains 300,000 gallons of air, which, divided by 480, gives a quotient of 625.","“Now then,” I went on, “the Nautilus's capacity is 1,660 tons, and there are 226 gallons in a ton, so the Nautilus holds some 375,000 gallons of air, which, divided by 600 #…”"
"— Quinto, dit Conseil, les lophobranches, qui ont les mâchoires complètes et libres, mais dont les branchies sont formées de petites houppes. disposées par paires le long des arcs branchiaux. Cet ordre ne compte qu’une famille. Type : les hippocampes, les pégases dragons.","— Quinto, said Conseil, the lophobranchs, which have complete and free jaws, but whose gills are formed of small tufts. arranged in pairs along the gill arches. This order has only one family. Type: seahorses, dragon pegasus.","‘Quinto, the lophobranchiates, which have complete jaws, moving freely, but whose gills are formed of small crests arranged in pairs along the branchial arches. This order consists of only one family. Types: the sea-horses and the pegasus dragons.’","During their games, their bounds, while rivaling each other in beauty, brightness, and velocity, I distinguished the green labre; the banded mullet, marked by a double line of black; the round-tailed goby, of a white color, with violet spots on the back; the Japanese scombrus, a beautiful mackerel of these seas, with a blue body and silvery head; the brilliant azurors, whose name alone defies description; some banded spares, with variegated fins of blue and yellow; some aclostones, the woodcocks of the seas, some specimens of which attain a yard in length; Japanese salamanders, spider lampreys, serpents six feet long, with eyes small and lively, and a huge mouth bristling with teeth; with many other species.","“Quinto,” Conseil said, “the lophobranchians, which have fully formed, free-moving jaws but whose gills are made up of little tufts arranged in pairs along their gill arches. This order has only one family. Examples: seahorses and sea moths.”"
"La mer a ses fleuves comme les continents. Ce sont des courants spéciaux, reconnaissables à leur température, à leur couleur, et dont le plus remarquable est connu sous le nom de courant du Gulf Stream. La science a déterminé, sur le globe, la direction de cinq courants principaux : un dans l’Atlantique nord, un second dans l’Atlantique sud, un troisième dans le Pacifique nord, un quatrième dans le Pacifique sud, et un cinquième dans l’Océan indien sud. Il est même probable qu’un sixième courant existait autrefois dans l’Océan indien nord, lorsque les mers Caspienne et d’Aral, réunies aux grands lacs de l’Asie, ne formaient qu’une seule et même étendue d’eau.","The sea has its rivers like the continents. These are special currents, recognizable by their temperature, their color, and the most remarkable of which is known as the Gulf Stream current. Science has determined, on the globe, the direction of five principal currents: one in the North Atlantic, a second in the South Atlantic, a third in the North Pacific, a fourth in the South Pacific, and a fifth in the 'South Indian Ocean. It is even probable that a sixth current once existed in the northern Indian Ocean, when the Caspian and Aral seas, united with the great lakes of Asia, formed one and the same body of water.","The sea has rivers like dry land. These are distinctive currents, recognizable by their temperature and colour, the most noteworthy being known as the Gulf Stream. Science has determined the direction of five main currents on the globe: one in the North and one in the South Atlantic, one in the North and one in the South Pacific, and a fifth in the southern Indian Ocean. It is even probable that a sixth current used to exist in the northern Indian Ocean, when the Caspian and Aral Seas were connected to the great lakes of Asia to form a single expanse of water.","The sea has its large rivers like the continents. They are special currents known by their temperature and their color. The most remarkable of these is known by the name of the Gulf Stream. Science has decided on the globe the direction of five principal currents: one in the North Atlantic, a second in the South, a third in the North Pacific, a fourth in the South, and a fifth in the Southern Indian Ocean. It is even probable that a sixth current existed at one time or another in the Northern Indian Ocean, when the Caspian and Aral Seas formed but one vast sheet of water.","Like the landmasses the sea has its rivers. These are special currents that can be identified by their temperature and color, and the most remarkable one is known as the Gulf Stream. Science has determined the global paths of five chief currents: one in the north Atlantic, a second in the south Atlantic, a third in the north Pacific, a fourth in the south Pacific, and a fifth in the southern Indian Ocean. It's even likely that a sixth current used to exist in the northern Indian Ocean, when the Caspian and Aral seas joined up with certain large Asian lakes to make one uniform expanse of water."
"L’orifice évidé dans la tôle du Nautilus fut préalablement fermé et boulonné au moyen d’une clef anglaise dont Ned Land s’était muni. L’ouverture du canot se ferma également, et le Canadien commença à dévisser les écrous qui nous retenaient encore au bateau sous-marin.","The hollow hole in the sheet metal of the Nautilus was previously closed and bolted using an adjustable spanner which Ned Land had provided. The opening of the canoe also closed, and the Canadian began to unscrew the nuts which still held us to the underwater boat.","The opening in the metal skin of the Nautilus was closed and bolted using an adjustable spanner Ned had brought with him. The cover of the boat itself was then put in place, and the Canadian began to undo the bolts still attaching us to the submarine vessel.","The orifice in the plates of the Nautilus was first closed, and fastened down by means of a false key, with which Ned Land had provided himself; the opening in the boat was also closed. The Canadian began to loosen the bolts which still held us to the submarine boat.","Using the monkey wrench he had with him, Ned Land first closed and bolted the opening cut into the Nautilus's sheet iron. After he'd also closed the opening in the skiff, the Canadian started to unscrew the nuts still holding us to the underwater boat."
"Arrivé à cette profondeur de trois cents pieds, je percevais encore les rayons du soleil, mais faiblement. A leur éclat intense avait succédé un crépuscule rougeâtre. moyen terme entre le jour et la nuit. Cependant, nous voyions suffisamment à nous conduire. et il n’était pas encore nécessaire de mettre les appareils Ruhmkorff en activité.","Arrived at this depth of three hundred feet, I still perceived the rays of the sun, but weakly. Their intense brilliance had been succeeded by a reddish twilight. medium term between day and night. However, we saw enough to conduct ourselves. and it was not yet necessary to put the Ruhmkorff devices into operation.","Even at 300 feet, I could still see the sunlight, if faintly. Its intense brilliance had given way to a reddish twilight intermediate between day and night. But we could still see well enough to find our way, and did not yet need to switch on our Ruhmkorff lamps.","At this depth I could still see the rays of the sun, though feebly; to their intense brilliancy had succeeded a reddish twilight, the lowest state between day and night; but we could still see well enough; it was not necessary to resort to the Ruhmkorff apparatus as yet.","Arriving at this 300-foot depth, I still detected the sun's rays, but just barely. Their intense brightness had given way to a reddish twilight, a midpoint between day and night. But we could see well enough to keep on going, and it still wasn't necessary to activate the Ruhmkorff device."
"— Je le regrette répliqua Conseil. Je voudrais contempler face à face l’un de ces poulpes dont j’ai tant entendu parler et qui peuvent entraîner des navires dans le fond des abîmes. Ces bêtes-là, ça se nomme des krak…","""I'm sorry,"" Conseil replied. I would like to contemplate face to face one of those octopuses of which I have heard so much and which can drag ships into the depths of the abyss. These beasts are called krak...","‘What a shame,’ replied Conseil. ‘I long to come face to face with one of those squid I have heard about so often, which can drag ships down to the bottom of the sea. Those beasts are called Krak . . .’","“What!” said Conseil. “Cuttle-fish, real cuttle-fish, of the cephalopod class?”","“That's too bad,” Conseil remarked. “I would love to come face to face with one of those devilfish that I've heard so much about, that can drag ships down into the depths. Those animals are known as krak—”"
