Source,GoogleTranslate,human1,human2,human3
Le comte.—C'est bien entendu? Tu pars ce soir? (Le vicomte ne répond pas.)... avec elle?... Tu ne feras pas une pareille bêtise? (Silence du vicomte.) Je saurai bien t'en empêcher!,Count.—Is that understood? Are you leaving tonight? (The Viscount does not answer.)... with her?... You won't do such a stupidity? (Silence of the Viscount.) I will know how to prevent you!,"PHILIPPE: So you have made up your mind? And you are leaving tonight? (No reply from the Viscount.) With her? Can you not see that this is madness? (Still no reply.) Well, I intend to prevent it!","The Count: So it’s settled, then? You leave tonight? (The Viscount does not reply) With her?… You surely don’t intend to do anything so foolish? (The Viscount remains silent) I’ll find a way of stopping you!",“Have you quite made up your mind? You are going tonight? With her?” No reply. “Surely you will not do anything so foolish? I shall know how to prevent you!”
"Encore un soupir, plus profond, plus formidable, venant du fin fond de l'abîme d'une âme.","Another sigh, deeper, more formidable, coming from the depths of the abyss of a soul.","He let out another deeper, more awful sigh, which seemed to rise from the very abyss of his soul.","There was another sigh, even deeper and more menacing, and it rose up out of the lowest depths of a human soul.","Another sigh, deeper, more tremendous still, came from the abysmal depths of a soul."
"Quand la Carlotta eut fini de réfléchir à la menace de la lettre étrange qu'elle venait de recevoir, elle se leva.","When Carlotta had finished thinking about the threat of the strange letter she had just received, she stood up.","Having pondered the threat contained in the strange letter that she had just received, Carlotta rose from her bed.","When La Carlotta had done reflecting on the threat contained in the letter she had received, she got up.","When Carlotta had finished thinking over the threat contained in the strange letter, she got up."
—C'est le fantôme!,"""It's the ghost!""","It was Little Jammes – with her snub nose, her forget-me-not eyes, her rose-red cheeks and lily-white throat – who explained the situation in a trembling, fearful voice: ‘The ghost!’",‘It was the ghost!’,“It’s the ghost!”
"Tout était noir autour de moi; au loin, une faible lueur rouge éclairait un angle de muraille, un coin de carrefour. Je criai. Ma voix seule emplissait les murs, car le chant et les violons s'étaient tus. Et voilà que soudain, dans le noir, une main se posait sur la mienne... ou, plutôt, quelque chose d'osseux et de glacé qui m'emprisonna le poignet et ne me lâcha plus. Je criai. Un bras m'emprisonna la taille et je fus soulevée... Je me débattis un instant dans de l'horreur; mes doigts glissèrent au long des pierres humides, où ils ne s'accrochèrent point. Et puis, je ne remuai plus, j'ai cru que j'allais mourir d'épouvante. On m'emportait vers la petite lueur rouge; nous entrâmes dans cette lueur et alors je vis que j'étais entre les mains d'un homme enveloppé d'un grand manteau noir et qui avait un masque qui lui cachait tout le visage... Je tentai un effort suprême: mes membres se raidirent, ma bouche s'ouvrit encore pour hurler mon effroi, mais une main la ferma, une main que je sentis sur mes lèvres, sur ma chair... et qui sentait la mort! Je m'évanouis.","Everything was dark around me; in the distance, a faint red gleam illuminated an angle of the wall, a corner of a crossroads. I shouted. My voice alone filled the walls, for the singing and the violins had fallen silent. And suddenly, in the dark, a hand rested on mine... or, rather, something bony and icy that imprisoned my wrist and wouldn't let go. I shouted. An arm imprisoned my waist and I was lifted... I struggled for a moment in horror; my fingers slipped along the damp stones, where they did not catch. And then I stopped moving, I thought I was going to die of fright. I was taken towards the little red light; we entered this glow and then I saw that I was in the hands of a man wrapped in a large black cloak and who had a mask that hid his whole face... I made a supreme effort: my limbs stiffened, my mouth opened again to scream my terror, but a hand closed it, a hand that I felt on my lips, on my flesh... and that smelled of death! I faint.","‘It was dark all around me, save for a faint red glow of light further along, against the wall where the passageway turned. My voice rang hollow and filled the empty silence – the music had stopped. And then, all of a sudden in the darkness, a hand was laid on mine … or rather something bony, icy, seized my wrist and would not let go. I screamed again. An arm curled tightly around my waist and lifted me off the ground. Terrified, I struggled for a moment; but my fingers, slipping along the dank stone walls, could find no purchase. And then I stopped struggling; I thought that I would die of fright. I was carried off towards the faint red glow and as we reached it I saw that I was being held by a man wrapped in a large cloak who wore a mask covering the whole of his face. I made one last desperate attempt: I stiffened and was about to scream once more when I felt a hand cover my mouth; and that hand against my lips, on my flesh, smelled of death! I fainted!","‘It was pitch dark all around me. Some distance away, a faint red glow lit up an angle of the wall, one corner of a crossroads. I screamed again. Only the sound of my voice filled the space between the walls, for the singing and the violin had faded into silence. And then suddenly in the darkness a hand took mine… or rather something bony and cold which held my wrist fast and would not let go. An arm trapped my waist and supported me… Filled with horror , I struggled for a moment; my fingers slid along damp stones without getting any grip. I stopped struggling, I thought I would die of fright. In this way I was marched along towards the faint red glow; we stepped into its light and I saw that I was in the power of a man wearing a long black cloak and a mask which completely hid his face… I made one mighty effort: I dug in my heels, my mouth opened to scream out my fear but a hand closed it, a hand I could feel on my lips, on my flesh… and it had the taste and smell of death! I fainted.","It was quite dark, but for a faint red glimmer at a distant corner of the wall. I cried out. My voice was the only sound, for the singing and the violin had stopped. And, suddenly, a hand was laid on mine ... or rather a stone-cold, bony thing that seized my wrist and did not let go. I cried out again. An arm took me round the waist and supported me. I struggled for a little while and then gave up the attempt. I was dragged toward the little red light and then I saw that I was in the hands of a man wrapped in a large cloak and wearing a mask that hid his whole face. I made one last effort; my limbs stiffened, my mouth opened to scream, but a hand closed it, a hand which I felt on my lips, on my skin ... a hand that smelt of death. Then I fainted away."
"—Il se passe ici, monsieur le commissaire, des choses que nous ne pouvons nous expliquer.","“There are things happening here, Commissioner, things that we cannot explain to ourselves.","‘There are things happening here, inspector, which we simply cannot explain,’ declared Moncharmin, nervously.","‘Things are happening here, Inspector, which we cannot explain.’","“There are things happening here, Mr. Commissary, which we are unable to explain.”"
"Elle se permit ce doute qui était un encouragement, en entraînant le jeune homme jusqu'au dernier étage du théâtre, «à l'altitude», là où l'on est très loin, très loin des trappes.","She allowed herself this doubt which was an encouragement, dragging the young man to the top floor of the theatre, ""at altitude"", where one is very far, very far from the trapdoors.","For a moment she allowed herself to hope that it might be so, while at the same time taking the young man to the top of the theatre, far, far away from the traps.","She allowed herself this momentary doubt—an encouraging sign—as she dragged Raoul up to the top floor of the theatre, far, far above the traps below.","She allowed herself this doubt, which was an encouragement, while dragging the young man up to the topmost floor of the theatre, far, very far from the trap-doors."
"Nous ne pouvions sortir maintenant de la chambre des supplices que si Christine nous en ouvrait la porte; et c'est à cette condition première que nous pouvions lui porter secours, car nous ignorions même où la porte pouvait se trouver autour de nous.","We could only leave the torture chamber now if Christine opened the door for us; and it was on this primary condition that we could help him, for we did not even know where the door might be around us.",We could not leave the torture chamber unless she herself let us out – we could only help her if she herself helped us first – for no door was visible to us.,"We could only get out of the torture chamber if she opened the door for us. Whether or not we could come to her rescue depended entirely on that basic proposition, for we had no idea where in the chamber the door was located.","We were unable to leave the torture-chamber now, unless Christine opened the door to us; and it was only on this condition that we could hope to help her, for we did not even know where the door might be."
"—En somme, la salle n'est pas trop mal composée ce soir pour une salle maudite.","-All in all, the room is not too badly composed tonight for a cursed room.","‘Not an undistinguished audience,’ suggested Moncharmin, light-heartedly, ‘for a house with a curse upon it.’","‘Actually, quite a good house for a theatre which has a curse on it!’","“It’s not a bad house,” said Moncharmin, “for ‘a house with a curse on it.’ ”"
"[4]À cette époque, les pompiers avaient encore mission, en dehors des représentations, de veiller à la sécurité de l'Opéra; mais ce service, depuis, a été supprimé. Comme j'en demandais la raison à M. Pedro Gailhard, il me répondit que «c'était parce qu'on avait craint que dans leur inexpérience parfaite des dessous du théâtre, ils n'y missent le feu».","[4]At that time, the firefighters still had a mission, apart from performances, to ensure the safety of the Opera; but this service has since been discontinued. As I asked Mr. Pedro Gailhard the reason, he replied that “it was because we feared that in their perfect inexperience with the underside of the theatre, they would set it on fire”.",The Interesting and Instructive Trials and Tribulations of a Persian Below Stage at the Opera,Concerning the interesting and instructive ordeals undergone by the Persian in the belly of the Opera,"What the Persian knew of this torture-chamber and what there befell him and his companion shall be told in his own words, as set down in a manuscript which he left behind him, and which I copy verbatim.5"
"—Assez! Assez! interrompit Raoul! je le tuerai! je le tuerai! Au nom du ciel, Christine, dis-moi où se trouve la salle à manger du lac! Il faut que je le tue!","-Enough! Enough! interrupted Raoul! I will kill him! I will kill him! In God's name, Christine, tell me where the lake dining room is! I must kill him!","‘Enough! Enough!’ interrupted Raoul. ‘I will kill him. In Heaven’s name, Christine, tell me how to reach his secret retreat! He must die!’","‘Enough, enough!’ broke in Raoul. ‘I’ll kill him! I’ll kill him! For God’s sake, Christine, tell me: where is his secret house by the lake? I must kill him!’","“Enough! Enough!” cried Raoul. “I will kill him. In Heaven’s name, Christine, tell me where the dining-room on the lake is! I must kill him!”"
"—Monsieur, fit Raoul, je pense à une chose, c'est qu'on peut très bien nous surprendre ici, et cela évidemment nous gênerait. Le commissaire ne saurait tarder à venir perquisitionner dans cette loge.","“Monsieur,” said Raoul, “I'm thinking of one thing, which is that we could very well be surprised here, and that would obviously bother us. The superintendent will not be long in coming to search this box.","‘Monsieur,’ said Raoul, ‘it occurs to me that someone might come upon us here. It will not be long before the inspector decides to search this room.’","‘Listen,’ said Raoul, ‘I’ve just thought of something. We could easily be found here and that would not be helpful. It won’t be long before Inspector Mifroid comes and searches Christine’s",The Persian opened the case.
"—Écoutez-moi, Raoul, je suis résolue à vous dire quelque chose de grave, de très grave!","“Listen to me, Raoul, I am determined to tell you something serious, very serious!","‘ Listen, Raoul, I must tell you something, something very serious!’","‘Listen to me, Raoul. I have decided to tell you something important, very important!’","“Listen, Raoul."
—C'est comme je vous le dis... C'est m'man qui en est l'ouvreuse... Mais vous me jurez bien de ne rien raconter?,"""It's as I tell you... It's m'man who is the usher... But you swear to me not to tell anything?""","‘Yes, I am telling you. Mother is attendant of that box. But promise not to say a word!’",‘It’s like I say… Ma’s the attendant who looks after it… But you swear you won’t tell anybody?’,“I tell you it is. Mother has charge of it. But you swear you won’t say a word?”
—Et il vous donne toujours des pourboires!,"""And he always gives you tips!""",‘And does he still leave you tips?’,‘But he always slips you a little something?’,“And does he still tip you?”
"—Les tours les plus illustres, répond Richard, ont toujours été les plus simples. Il suffit d'un compère...","“The most illustrious tricks,” replies Richard, “have always been the simplest. All it takes is a friend...","‘The simple tricks are always the best,’ exclaimed Richard. ‘All you need is an accomplice.’","‘The best tricks are always the simplest,’ said Richard. ‘All it takes is an accomplice…’",“How simple!” repeated Moncharmin.
"—Oh! il le lui défend... sans le lui défendre. ... Il lui dit simplement que si elle se mariait, elle ne l'entendrait plus! Voilà tout!... et qu'il partirait pour toujours!... Alors, vous comprenez, elle ne veut pas laisser partir le Génie de la musique. C'est bien naturel.","-Oh! he forbids it... without forbidding it. ... He just told her that if she got married, she wouldn't hear him anymore! That's all!... and that he would leave forever!... So, you understand, she doesn't want to let the Musical Genius go. It is very natural.","Failing to notice the terrible gaze fixed upon her, she continued innocently: ‘Oh, he forbids her … without forbidding her. He just tells her that if she were to marry, she would never hear him again. That’s all! And that he would go away for ever! So, you understand, she does not want to lose the Spirit of Music. It’s only natural.’","She did not even notice his baleful eyes on her and chatted on quite naturally: ‘Yes, forbids it… though not in so many words… What he actually said is that if she got married, he wouldn’t have anything more to do with her… That’s all!… Also that he’d go away for ever! … You’ll appreciate that she won’t let the Angel of Music go, it’s only natural.’","“Oh, he forbids her ... without forbidding her. It’s like this: he tells her that, if she got married, she would never hear him again. That’s all! ... And that he would go away for ever! ... So, you understand, she can’t let the Angel of Music go. It’s quite natural.”"
Il me dit:,He tells me:,"Let’s sing ‘opera music’, Christine Daaé,” he said as if he meant it as an insult.","‘He repeated: “We shall sing something from the repertoire, Christine Daaé,” as if it were an insult.",He spoke these last words as though he were flinging an insult at me.”
Mais la musique c'était tue et je retrouvai mes sens. Il me sembla entendre du bruit du côté des têtes de morts de l'ossuaire.,But the music was silent and I regained my senses. I thought I heard a noise from the side of the ossuary's skulls.,"‘When the music ceased, I recovered my senses. I thought I heard a noise coming from where the skulls were stacked.’",‘But the music ended and my wits returned. I thought I detected a sound from somewhere near the pile of bones.,"When the music stopped, I seemed to hear a noise from the skulls in the heap of bones; it was as though they were chuckling and I could not help shuddering.”"
"Ainsi les heures passaient très lentes; il pouvait être onze heures et demie de la nuit quand il entendit distinctement marcher dans la chambre voisine de la sienne. C'était un pas léger, furtif. Christine ne s'était donc pas couchée? Sans raisonner ses gestes, le jeune homme s'habilla à la hâte, en prenant garde de faire le moindre bruit. Et, prêt à tout, il attendit. Prêt à quoi? Est-ce qu'il savait? Son cœur bondit quand il entendit la porte de Christine tourner lentement sur ses gonds. Où allait-elle à cette heure où tout reposait dans Perros? Il entr'ouvrit tout doucement sa porte et put voir, dans un rayon de lune, la forme blanche de Christine qui glissait précautionneusement dans le corridor. Elle atteignit l'escalier; elle descendit et, lui, au-dessus d'elle, se pencha sur la rampe. Soudain, il entendit deux voix qui s'entretenaient rapidement. Une phrase lui arriva: «Ne perdez pas la clef.» C'était la voix de l'hôtesse. En bas, on ouvrit la porte qui donnait sur la rade. On la referma. Et tout rentra dans le calme. Raoul revint aussitôt dans sa chambre et courut à sa fenêtre qu'il ouvrit. La forme blanche de Christine se dressait sur le quai désert.","Thus the hours passed very slowly; it might have been half-past eleven at night when he distinctly heard footsteps in the room next to his. It was a light, furtive step. Christine hadn't gone to bed then? Without reasoning his gestures, the young man dressed hastily, taking care to make the slightest noise. And, ready for anything, he waited. Ready for what? Did he know? His heart leapt when he heard Christine's door turn slowly on its hinges. Where was she going at this hour when everything rested in Perros? He opened his door very slowly and could see, in a ray of moonlight, the white form of Christine sliding cautiously down the corridor. She reached the stairs; she climbed down and he, above her, leaned over the banister. Suddenly, he heard two voices talking rapidly. A phrase came to him: ""Don't lose the key."" It was the voice of the hostess. Downstairs, the door was opened which gave on to the harbour. We closed it. And everything went back to calm. Raoul immediately returned to his room and ran to his window, which he opened. The white form of Christine stood on the deserted quay.","The hours passed very slowly. It was about half-past eleven when he distinctly heard light, furtive footsteps in the room next to his. Christine was not in her bed, then! Without thinking, Raoul dressed, taking care not to make a sound. And then he waited expectantly. What did he expect? He had no idea. His heart leaped when he heard Christine’s door slowly turn on its hinges. Where could she be going at this hour, when the whole of Perros was asleep? He quietly opened his door and glimpsed her white figure cautiously slipping down the corridor in the moonlight. She reached the staircase and, as she descended, Raoul leaned over the banister. He heard two hurried voices. He only caught one sentence: ‘Don’t lose the key.’ It was the landlady’s voice. Someone opened the door that gave on to the waterfront and locked it again. All went quiet. Raoul rushed back to his room and quickly opened the window. The white figure of Christine stood on the deserted quayside.","The hours passed slowly. It must have been half past eleven when he distinctly heard someone moving in the room next to his. The footsteps were light and furtive. Hadn’t Christine gone to bed? Without thinking what he was doing, Raoul dressed quickly, taking care to make no noise. Then, ready for anything, he waited. But ready for what? He had no idea! His heart missed a beat when he heard Christine’s door creak on its hinges. Where could she be going at this time of night when everyone in Perros was asleep? He half opened his door and in a patch of moonlight glimpsed the white figure of Christine gliding cautiously along the corridor. She reached the stairs and went down them. Above her, he leaned over the banister. Suddenly he heard two voices talking urgently. He caught the words: ‘Don’t lose the key.’ It was Mme Tricard’s voice. Then the door overlooking the harbour opened and then closed. Everything went quiet once more. Raoul hurried back to his room, ran to the window and opened it. The white figure of Christine stood on the deserted jetty.","It was about half-past eleven when he distinctly heard some one moving, with a light, stealthy step, in the room next to his. Then Christine had not gone to bed! Without troubling for a reason, Raoul dressed, taking care not to make a sound, and waited. Waited for what? How could he tell? But his heart thumped in his chest when he heard Christine ’s door turn slowly on its hinges. Where could she be going, at this hour, when everyone was fast asleep at Perros? Softly opening the door, he saw Christine’s white form, in the moonlight, slipping along the passage. She went down the stairs and he leaned over the baluster above her. Suddenly he heard two voices in rapid conversation. He caught one sentence: “Don’t lose the key.” It was the landlady’s voice. The door facing the sea was opened and locked again. Then all was still. Raoul ran back to his room and threw back the window. Christine’s white form stood on the deserted quay."
"—J'ai entendu encore qu'il vous a répondu, quand vous lui eûtes dit que vous lui aviez donné votre âme: Ton âme est bien belle, mon enfant, et je te remercie. Il n'y a point d'empereur qui ait reçu un pareil cadeau! Les anges ont pleuré ce soir!","“I also heard that he replied to you, when you told him that you had given him your soul: Your soul is very beautiful, my child, and I thank you. There is no emperor who has received such a gift! The angels wept tonight!","‘I also heard his reply to you when you said you had given him your soul: “Your soul is a beautiful thing, my child,” he said, “and I am grateful. No emperor ever received so great a gift. The angels wept tonight.” ’","‘I also heard what he said when you told him you’d given him your soul: “You have a beautiful soul, my dear, and I thank you for it. No emperor was ever given so great a gift! Tonight the angels wept!”’","At an utter loss to understand, Raoul answered: “I heard him reply, when you said you had given him your soul, ‘your soul is a beautiful thing, child, and I thank you. No emperor ever received so fair a gift. The angels wept tonight.”’"
"Oui, les supplices allaient peut-être, commencer automatiquement.","Yes, the tortures were perhaps going to begin automatically.","Yes, the torture might begin automatically, and we had no idea which of our movements might set it off.",Which meant that the torture could well begin automatically.,IN THE TORTURE CHAMBER
—Christine!...,"""Christine!...",‘Christine!’,‘Christine!’,“Christine!”
"—Bah! il les laisse sur la tablette de la loge. Je les trouve là avec le programme que je lui apporte toujours; des soirs je retrouve même des fleurs dans ma loge, une rose qui sera tombée du corsage de sa dame... car, sûr, il doit venir quelquefois avec une dame, pour qu'un jour, ils aient oublié un éventail.","-Bah! he leaves them on the shelf in the dressing room. I find them there with the program that I always bring him; some evenings I even find flowers in my dressing room, a rose that will have fallen from his lady's bodice... because, of course, he must sometimes come with a lady, so that one day they have forgotten a fan.","asked the naturally inquisitive Moncharmin. ‘Why, he leaves the money in the box, of course. I find it under the ledge with the programme I always bring him. Some evenings, I even find flowers there, such as a rose that must have dropped from his lady’s dress … I am sure he comes with a lady sometimes because one day they left a fan behind.’","asked Moncharmin, who was born inquisitive. ‘He leaves it on the ledge of the parapet at the front of the box. I find it there with the programme I always get for him. Some nights, there’s even flowers in there, maybe a rose off his lady’s gown… oh yes! He must come with a lady sometimes, because one day they left a fan.’","“Why, he leaves them on the little shelf in the box, of course. I find them with the programme, which I always give him. Some evenings, I find flowers in the box, a rose that must have dropped from his lady’s bodice ... for he brings a lady with him sometimes; one day, they left a fan behind them.”"
