id,source,translation
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko włożyłam puszczoną kawę, papierosy i hot-doga do małego woreczka."
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"Mężczyzna, który przez cały ten czas bawił się drobnymi monetami ukrytymi w kieszeni, nagle wpadł na pewien pomysł i włożył rękę do kieszeni na piersi."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Z tego zachowania wnioskuję, że płaci za to elektronicznym pieniądzem."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,„Witamy! Dzień dobry!” Powitaliśmy mężczyznę i przyjęliśmy od niego puszkę kawy.
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Proszę, jeszcze jedno opakowanie Marlboro Light Menthol 5."" - ""Zrozumiałem."" Szybko wyjmuje opakowanie i skanuje je na kasie."
28,「年齢確認のタッチをお願いします」,"""Proszę o dotknięcie w celu weryfikacji wieku."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Przestał poruszać palcem, kiedy zauważył, że mężczyzna spojrzał na witrynę ze stoiskiem z fast foodami."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"- Mogę zapytać, czy czegoś potrzebujesz?, jednak jeśli klient wygląda na niezdecydowanego co do zakupu, pozwalam mu się od niego odsunąć i czekam."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"Zareagował na cichy dźwięk drobnych monet i odwrócił się, skierowując wzrok w stronę kasy."
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Osoby, które stukają drobne w dłoniach lub kieszeniach, są wrażliwe na dźwięk pieniędzy, ponieważ wielu z nich szybko kupuje papierosy lub gazety i wraca do domu."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Rzeczywiście, mężczyzna zbliżający się do kasy z puszką kawy w jednej ręce i drugą wsuniętą do kieszeni był jak się spodziewałem."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przeniosłem się do środka sklepu, przesunąłem ciało za ladę kasową i stanąłem tam czekając, aby klienci nie musieli czekać."
35,コンビニエンスストアは、音で満ちている。,Sklep convenience store jest wypełniony dźwiękiem.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"W sklepie słychać dźwięk dzwonka, którego dźwięk jest transmitowany przez system nagłośnienia, wraz z reklamowym głosem idola promującego nowy produkt."
37,店員の掛け声に、バーコードをスキャンする音。,Dźwięk skanowania kodu kreskowego i okrzyki sprzedawców.
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Słychać było dźwięk włożenia rzeczy do koszyka, trzymanie torby z chlebem i odgłosy obcasów poruszających się po sklepie."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko zlewało się w jeden dźwięk ""hałasu ze sklepu"", który cały czas drażnił moje bębenki."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki często się spotykają w swojej okolicy, więc mają podobny wyraz twarzy i sposób mówienia."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Szczególnie sposób jedzenia słodyczy był podobny, obie osoby łamały ciasteczka na małe kawałki za pomocą paznokci i wkładały je do ust."
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję przypomnieć sobie, czy tak było od zawsze, ale pamięć jest mglista."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może małe przyzwyczajenia i gesty, które mieliśmy, gdy się poznaliśmy, już gdzieś się ulotniły."
