id,source,translation
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"W tym czasie mężczyzna, bawiący się monetami w kieszeni, nagle wkłada rękę do górnej kieszeni jakby coś sobie przypomniał."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Z jej gestów od razu zrozumiałem, że zamierza zapłacić kartą."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"„Witamy, dzień dobry!” Uśmiecham się, przytakując głową i odbieram od mężczyzny puszkę kawy."
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"– A, daj jeszcze jedne piątki. – Zrozumiałem – szybko wyciąga Marlboro Light Mentol i skanuje go na kasie."
28,「年齢確認のタッチをお願いします」,"""Proszę o potwierdzenie wieku."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Przestałam ruszać palcem po ekranie, kiedy zauważyłam, że spojrzenie mężczyzny przesunęło się gładko na witrynę wypełnioną fast foodem."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"Czy mogę coś podać? - mogłabym zapytać, ale kiedy zauważam, że klient jest niezdecydowany, wolę się cofnąć i poczekać."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,Na delikatny dźwięk upadających monet obrócił głowę w stronę kasy.
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Ci, którzy trzaskają drobniakami w dłoniach czy kieszeniach, zazwyczaj szybko kupują papierosy czy gazetę i wracają do domu, więc są wyczuleni na dźwięk pieniędzy."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Jak się można było spodziewać, był tam mężczyzna z puszka kawy w jednej ręce, drugą schowaną w kieszeń i podchodził do kasy."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przemieszczał się po sklepie, wciskał się za ladę kasy i czekał tam na klientów, aby nie zmuszać ich do oczekiwania."
35,コンビニエンスストアは、音で満ちている。,Sklepik osiedlowy jest wypełniony dźwiękami.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"Głos gwiazdy popu, reklamującej nowe produkty na sklepowym radiu, mieszał się z dźwiękiem dzwonka informującego o nowych klientach."
37,店員の掛け声に、バーコードをスキャンする音。,Dźwięk skanowania kodów kreskowych przeplatający się z okrzykami sprzedawców.
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Dźwięk rzeczy wkładanych do koszyka, szelest torby z chlebem, odgłos szpilek kroczących po sklepie."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystkie te dźwięki mieszały się ze sobą, tworząc ""dźwięk sklepu"", który ciągle drażnił moje bębenki."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki, może dlatego, że często się spotykają lokalnie, wykazują podobienstwa w wyrazie twarzy i sposobie mówienia."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Szczególnie podobnie jedli słodycze - obydwoje, z manicurem na dłoniach, kruszyli kawałki ciasteczek i podawali je do ust."
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbowałem sobie przypomnieć, czy zawsze tak było, ale moje wspomnienia były niejasne."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może małe maniery i gesty, które zauważyłem kiedy się spotkaliśmy, już dawno gdzieś odpłynęły."
