Source,GoogleTranslate,human1,human2,human3
"– Не надо! Прочь! подождать!.. Зачем он сюда залез! Что за беспорядок! – закричал Порфирий, бросаясь к дверям.","- Do not! Away! wait! .. Why did he climb here! What a mess! shouted Porfiry, rushing to the door.","“Not now! Go away! Wait a bit! How did he get here? What a lack of discipline!” Porfiry cried, rushing to the door.","‘No, no! Get out! Wait till I say!… What’s he doing here? Outrageous!’ cried Porfiry Petrovich, hurrying over to the door.","“He is not wanted! Take him away! Let him wait! What’s he doing here? This is entirely out of order!” cried Porfiry, rushing to the door."
"– Нет, не передам.","- No, I won't.","“No, I won’t.”","‘No, I shan’t.’","“No, I won’t.”"
– Не на этом же одном вы основываете?,– Not on this same one you are basing?,“Is that all you have to base your case on?”,‘Surely that can’t be the only evidence for your story?’,“Surely that’s not the only thing you are building on?”
"– Совсем тебе не надо, оставайся! Зосимов ушел, так и тебе надо. Не ходи… А который час? Есть двенадцать? Какие у тебя миленькие часы, Дуня! Да что вы опять замолчали? Все только я да я говорю…","“You don’t need it at all, stay!” Zossimov is gone, and so should you. Don't go... What time is it? Got twelve? What a nice little watch you have, Dunya! What are you talking about again? It's all just me and I say...","“No, you don’t. Stay here! Zosimov left, so you think you should as well. Don’t go. . . . What time is it? Is it twelve yet? What a nice watch you have, Dunya! Why have you fallen silent again? I’m the only one talking.”","‘You don’t have to go at all, stay here! Zosimov’s gone , so you think you have to go too. Don’t!… What time is it? Is it twelve yet? What a pretty watch you have, Dunia! And why has everyone shut up again? I’m the only one who’s talking!…’","“You don’t need to go at all. Stay. Zossimov has gone, so you must. Don’t go. What’s the time? Is it twelve o’clock? What a pretty watch you’ve got, Dunia. But why are you all silent again? I’m doing all the talking.”"
"– Славная вещь, славная вещь… – повторял Порфирий Петрович, как будто задумавшись вдруг о чем-то совсем другом, – да! славная вещь! – чуть не вскрикнул он под конец, вдруг вскинув глаза на Раскольникова и останавливаясь в двух шагах от него. Это многократное глупенькое повторение, что казенная квартира славная вещь, слишком, по пошлости своей, противоречило с серьезным, мыслящим и загадочным взглядом, который он устремил теперь на своего гостя.","“A glorious thing, a glorious thing ...” Porfiry Petrovich repeated, as if suddenly thinking about something completely different, “yes! glorious thing! - he almost cried out at the end, suddenly throwing up his eyes at Raskolnikov and stopping a couple of steps from him. This repeated foolish repetition that a government apartment is a glorious thing, too, in its vulgarity, contradicted the serious, thinking and mysterious look that he now fixed on his guest.","“A wonderful thing, a wonderful thing,” repeated Porfiry Petrovich, as if suddenly beginning to think about something altogether different. “Yes, a wonderful thing!” he said, almost shouting at last, suddenly looking directly at Raskolnikov and pausing two steps away from him. This foolish incessant repetition that an official apartment is a wonderful thing, its vulgar triviality, was in marked contrast to the earnest, thoughtful, and enigmatic glance he now aimed at his guest.","‘A splendid thing, a splendid thing…’ repeated Porfiry Petrovich, as if suddenly sunk in thought about something quite different. ‘ Yes! a splendid thing!’ he almost cried out at last, suddenly looking up at Raskolnikov and halting two steps away from him. This constant stupid repetition of the same banal phrase was strikingly out of keeping with the serious, reflective, and enigmatic look he now directed at his visitor.","“A wonderful thing, a wonderful thing,” repeated Porfiry Petrovich, as though he had just thought of something quite different. “Yes, a wonderful thing,” he almost shouted at last, suddenly staring at Raskolnikov and stopping short two steps from him. This stupid repetition was too inept for the serious, brooding and enigmatic glance he turned upon his visitor."
Раскольников встал с места и взял фуражку. Порфирий Петрович тоже встал.,Raskolnikov got up and took his cap. Porfiry Petrovich also got up.,Raskolnikov stood up and took his cap. Porfiry Petrovich also stood up.,Raskolnikov stood up and picked up his cap. Porfiry Petrovich rose too.,Raskolnikov got up and took his cap. Porfiry Petrovich also rose.
"– Останьтесь, Петр Петрович, – сказала Дуня, – ведь вы намерены были просидеть вечер. К тому же вы сами писали, что желаете об чем-то объясниться с маменькой.","“Stay, Pyotr Petrovich,” said Dunya, “after all, you intended to sit out the evening. In addition, you yourself wrote that you want to explain something to your mother.","“Stay here, Petr Petrovich,” said Dunya. “You intended to spend the evening here. Besides, you yourself wrote that you wished to discuss some matter with my mother.”","‘Do stay, Piotr Petrovich,’ said Dunia. ‘You know you meant to spend the evening with us. And you yourself wrote to say that you had something to sort out with Mamenka.’","“Don’t go, Peter Petrovich,” said Dunia, “you intended to spend the evening here. Besides, you wrote yourself that you wanted to sort something out with mother.”"
Pour monter notre ménage…[72],Pour monter notre menage…[72],Pour monter notre ménage . . .”††,Pour monter notre ménage…*,Pour monter notre ménage.—56
"– Да не горячись; их просто задержали; нельзя же… Кстати: я ведь этого Коха встречал; он ведь, оказалось, у старухи вещи просроченные скупал? а?",- Don't get excited; they were simply detained; you can't ... By the way: I have met this Koch; It turned out that he was buying expired things from the old woman? a?,"By the way, I’ve met this fellow Kokh. It turns out he’d been buying up unredeemed pledges from the old woman. Eh?”","They’ve just been detained—you can’t… Incidentally, I’ve met that Koch: it turns out that he used to buy up unredeemed pledges from the old woman , didn’t he?’","“But don’t excite yourself; they just detained them, they couldn’t help it . . . And, by the way, I’ve met that man Koch. Didn’t he buy unredeemed pledges from the old woman?”"
"– Ну, а мерзость всей этой обстановки на вас уже не действует? Уже потеряли силу остановиться?","- Well, and the abomination of all this situation does not affect you anymore? Already lost the power to stop?","“Well, doesn’t the squalor of this setting have some impact on you? Have you already lost the strength to stop?”",‘And your whole repulsive way of life here—doesn’t that weigh on you any more? Have you lost the strength to stop yourself?’,"“And the hideousness, the filthiness of all your surroundings, doesn’t that affect you? Have you lost the strength to stop yourself?”"
– Пусти! – сказал Раскольников и хотел пройти мимо. Это уже вывело Разумихина из себя: он крепко схватил его за плечо.,- Let go! - said Raskolnikov and wanted to pass by. This already drove Razumikhin out of himself: he firmly grabbed him by the shoulder.,"“Let me go!” said Raskolnikov, attempting to move past. This drove Razumikhin into a rage; he grabbed him firmly by the shoulder.","‘Let me go!’ said Raskolnikov, trying to pass. Razumikhin, quite beside himself at this, grabbed him hard by the shoulder.",“Let me go!” said Raskolnikov and tried to pass him. This was too much for Razumikhin; he gripped him firmly by the shoulder.
"«А черт возьми это все! – подумал он вдруг в припадке неистощимой злобы. – Ну началось, так и началось, черт с ней и с новою жизнию! Как это, господи, глупо!.. А сколько я налгал и наподличал сегодня! Как мерзко лебезил и заигрывал давеча с сквернейшим Ильей Петровичем! А впрочем, вздор и это! Наплевать мне на них на всех, да и на то, что я лебезил и заигрывал! Совсем не то! Совсем не то!..»","“And damn it all! - he thought suddenly in a fit of inexhaustible anger. - Well, it began, and so it began, to hell with her and with a new life! How stupid it is, God! .. And how much I lied and told you today! How disgustingly fawned and flirted with the nastiest Ilya Petrovich just now! And by the way, this is nonsense too! I don’t give a damn about them at all, and the fact that I fawned and flirted! Not at all! Not at all! .. ""","“To hell with it all!” he thought suddenly in a fit of unlimited malice. “Well, if it’s begun, then it’s begun. To hell with this new life! Lord, how stupid it all is! I’ve told so many lies and done nasty things today! How disgustingly I fawned and flattered that despicable Ilya Petrovich! But that’s all nonsense, too! I don’t give a damn about any of them or the fact that I fawned and flattered him! That’s not the point! That’s not it at all!”","‘Oh, to hell with all of it!’ he suddenly thought, in a fit of uncontrollable fury. ‘ So it’s started, well then, it’s started, and to hell with it all and with my new life! Lord, how absurd it all is!… And what a lot of lying and grovelling I’ve done today! How I cringed and sucked up to that revolting Ilya Petrovich back then! But that’s all rubbish too. To hell with the lot of them, and to hell with my fawning and cringing! That’s not the point, not the point at all!’","“Curse it all!” he thought suddenly, in a fit of uncontrollable fury. “If it’s begun, then it’s begun. Damn the new life! Lord, how stupid it is! . . . And what lies I told today! How despicably I fawned on that wretched Ilia Petrovich! But that is all stupidity! What do I care for them all, and the fact that I fawned on them! It’s not that at all! It’s not that at all!”"
"На мгновение ответа не было, но видно было, что за дверью находилось несколько человек и как будто кого-то отталкивали.","For a moment there was no answer, but it was clear that there were several people outside the door and as if someone was being pushed away.","For a moment there was no reply, but it was clear that several people were standing behind the door and seemed to be pushing someone.","For a moment there was no reply, but it was clear that there were a number of people outside the door, and they seemed to be pushing someone away.","For an instant there was no answer, but it was evident that there were several persons at the door, and that they were apparently pushing somebody back."
Петр Петрович даже как будто вздрогнул. Это заметили все. (Потом об этом вспоминали.) Лебезятников шагнул в комнату.,Pyotr Petrovich even seemed to shudder. Everyone noticed it. (Later they remembered this.) Lebeziatnikov stepped into the room.,Petr Petrovich actually seemed to shudder. Everyone noticed this. (They recalled it later.) Lebezyatnikov took a step into the room.,"Piotr Petrovich gave a start. Everyone noticed. (Later on, people remembered it.) Lebeziatnikov strode into the room.",Peter Petrovich practically shuddered—everyone noticed it and recalled it afterwards. Lebeziatnikov strode into the room.
"– Это по-судейски выражено, а по-судейски иначе написать нельзя, и вышло грубее, чем, может быть, он хотел. Впрочем, я должен тебя несколько разочаровать: в этом письме есть еще одно выражение, одна клевета на мой счет, и довольно подленькая. Я деньги отдал вчера вдове, чахоточной и убитой, и не «под предлогом похорон», а прямо на похороны, и не в руки дочери – девицы, как он пишет, «отъявленного поведения» (и которую я вчера в первый раз в жизни видел), а именно вдове. Во всем этом я вижу слишком поспешное желание меня размарать и с вами поссорить. Выражено же опять по-судейски, то есть с слишком явным обнаружением цели и с поспешностью весьма наивною. Человек он умный, но чтоб умно поступать – одного ума мало. Все это рисует человека и… не думаю, чтоб он тебя много ценил. Сообщаю же тебе единственно для назидания, потому что искренно желаю тебе добра…","- It is expressed in a judicial way, but it is impossible to write it differently in a judicial way, and it came out rougher than, perhaps, he wanted. However, I must disappoint you somewhat: in this letter there is one more expression, one slander against me, and a rather petty one. Yesterday I gave money to a widow, consumptive and murdered, and not “under the pretext of a funeral”, but directly for the funeral, and not into the hands of my daughter - a girl, as he writes, of “notorious behavior” (and whom I saw yesterday for the first time in my life ), namely the widow. In all this, I see a too hasty desire to slander me and quarrel with you. It is expressed again in a judicial way, that is, with too obvious a revelation of the goal and with a very naive haste. He is a smart person, but in order to act smartly, one mind is not enough. All this draws a person and ... I don’t think that he appreciated you much. I tell you only for edification, because I sincerely wish you well ...","“It’s written in legalese, and it can’t be written in any other way; it came out more crudely than he might have wanted. Besides, I have to disillusion you somewhat: there’s another expression in this letter that’s a slander against me, and a rather vile one. I gave the money yesterday to a consumptive woman, a devastated widow, not ‘on the pretext of funeral expenses,’ but directly for the funeral, and not to the daughter—‘a young woman of notorious conduct’ as he writes (and whom I saw for the first time in my life yesterday), but to the widow herself. In all of this I see his overly hasty desire to tarnish me and provoke a quarrel with you. Again, it’s expressed in legalese, that is, with too obvious a display of its own aim and with extremely naïve speed. He’s an intelligent man, but in order to act intelligently—intelligence alone is not enough. All this provides a picture of the man . . . and I don’t think he values you very highly. I say all this solely for your own edification, because I sincerely want the best for you . . .”","‘It’s put in legal language, and there’s no other way of writing legal language, so it came out coarser than he might have intended. But I have to disillusion you a bit: there’s another phrase in that letter, a libel on me, and a pretty mean one. Yesterday I gave some money to a widow, ill with consumption and crushed by despair, not “on the pretext of funeral expenses”, but actually for funeral expenses, and not into her daughter’s hands—a young woman “of notorious conduct”, as he writes (whom I met yesterday for the first time in my life)—but to the widow herself. In all this, I see an overhasty desire to blacken my name and stir up trouble between us. And once again it’s put in legal language, which means that it all too obviously betrays his purpose, and with very naïve hastiness. He’s an intelligent man, but intelligence alone isn’t enough to make him act sensibly. It all adds up to the picture of a man who… I don’t think values you very highly. I’m only saying so to warn you, because I sincerely wish you well…’","“It is expressed in a legal style, and maybe it sounds coarser than he intended. But I must disillusion you a little. There is one expression in the letter, one slander about me, and a pretty despicable one at that. I gave the money last night to the widow, a tubercular woman in serious difficulties, and not ‘under the pretext of contributing to the funeral,’ but simply to pay for the funeral, and not to the daughter—a young woman, as he writes, of notorious behavior (whom I saw last night for the first time in my life)—but to the widow. In all this I think he has been suspiciously hasty to slander me and to make us disagree. It is expressed again in legal jargon, that is to say, with too obvious a display of the aim, and with a very naive eagerness. He is an intelligent man, but to act sensibly, intelligence is not enough. It all shows him up for who he really is and . . . I don’t think he has any great respect for you. I’m telling you this just to warn you, because I sincerely wish for your own good . . . ”"
"Он никогда не говорил с ними о боге и о вере, но они хотели убить его как безбожника; он молчал и не возражал им. Один каторжный бросился было на него в решительном исступлении; Раскольников ожидал его спокойно и молча: бровь его не шевельнулась, ни одна черта его лица не дрогнула. Конвойный успел вовремя стать между ним и убийцей – не то пролилась бы кровь.","He never spoke to them about God and about faith, but they wanted to kill him as an atheist; he was silent and did not object to them. One convict rushed at him in a determined frenzy; Raskolnikov waited for him calmly and silently: his eyebrow did not move, not a single feature of his face trembled. The escort managed to get between him and the murderer in time - otherwise blood would have been shed.","He had never once talked with them about God or faith, but they wanted to kill him for being an atheist; he kept silent and made no reply. One of the convicts was about to attack him in a rabid frenzy; Raskolnikov waited for him serenely and in silence: he didn’t budge; not a single feature of his face quivered. A guard managed to come between him and his would-be murderer just in time—or else blood would have been shed.","He had never talked to them about God or religion, but they wanted to kill him as an unbeliever. He remained silent, without arguing. One convict flung himself at him in a blind rage; Raskolnikov stood waiting for him, calmly and silently, not even raising an eyebrow; not a muscle of his face moved. A guard just managed to get between him and his would-be killer, or blood would have been spilt. There was another question he still hadn’t found an answer to.","He had never talked to them about God or his belief, but they wanted to kill him because he was an infidel. He said nothing. One of the prisoners rushed at him in an absolute frenzy. Raskolnikov awaited him calmly and silently; his eyebrows did not quiver, his face did not flinch. The guard succeeded in intervening between him and his assailant, or there would have been bloodshed."
– Да. Вы слышали?,- Yes. You heard?,You’ve heard about it?”,"‘Yes, have you heard about it?’",“Yes. You’ve heard about it?”
"Пульхерия Александровна взглянула на Соню и слегка прищурилась. Несмотря на все свое замешательство перед настойчивым и вызывающим взглядом Роди, она никак не могла отказать себе в этом удовольствии. Дунечка серьезно, пристально уставилась прямо в лицо бедной девушки и с недоумением ее рассматривала. Соня, услышав рекомендацию, подняла было глаза опять, но смутилась еще более прежнего.","Pulcheria Alexandrovna glanced at Sonya and screwed up her eyes slightly. Despite all her confusion in front of Rody's insistent and defiant gaze, she could not deny herself this pleasure. Dounia stared earnestly, intently straight into the poor girl's face and examined her in bewilderment. Sonya, hearing the recommendation, raised her eyes again, but was even more embarrassed than before.","Pulkheriya Aleksandrovna glanced at Sonya, squinting slightly. In spite of all her confusion when faced with Rodya’s insistent and challenging gaze, there was no way she could deny herself this pleasure. Dunechka earnestly and intently stared directly at the poor young woman’s face and examined her in bewilderment. Sonya, after hearing the introduction, was about to raise her eyes again, but felt even more embarrassed than before.","Pulkheria Alexandrovna peered at Sonia through narrowed eyes. Despite all her confusion in the face of Rodia’s insistent, challenging look , she was quite unable to deny herself that pleasure. Dunechka stared seriously and intently straight into the poor girl’s face, examining her in some perplexity. On hearing herself introduced, Sonia was about to look up again, but became even more confused.","Pulcheria Alexandrovna glanced at Sonia, and screwed up her eyes a little. In spite of her embarrassment before Rodia’s urgent and challenging gaze, she could not deny herself that satisfaction. Dunia gazed gravely and intently into the poor girl’s face, and scrutinized her, perplexed. Sonia, hearing herself introduced, tried to raise her eyes again, but was more embarrassed than ever."
– Да все; подпишитесь.,- Yes all; subscribe.,. . . Go on!” “That’s all! Sign it.”,‘That’s it! Sign here.’,“That’s all. Sign it.”
"– Ах, пора!.. Пора, Дунечка, пора! – тревожно засуетилась Пульхерия Александровна, – еще подумает, что мы со вчерашнего сердимся, что так долго нейдем. Ах, боже мой!","- Ah, it's time! .. It's time, Dunechka, it's time! Pulcheria Alexandrovna fussed anxiously. Oh my god!","“Ah, it’s time! It’s time, Dunechka, it’s time!” Pulkheriya Aleksandrovna exclaimed. “He’ll think we didn’t come because we’re angry about yesterday. Oh, my goodness.”","‘Oh dear, we must go! We must go, Dunechka, now!’ fussed Pulkheria Alexandrovna in alarm. ‘Or he’ll think we’re cross after yesterday, not coming till so late. Oh, dear Lord!’","“A present from her fiancé,” Razumikhin thought. “We must be off, Dunia, we must be off,” her mother cried in a flutter. “He will think we are still angry after yesterday if we get there so late. Lord have mercy!”"
Она села. Он приветливо и почти с состраданием посмотрел на нее с минуту.,She sat down. He looked at her kindly and almost compassionately for a minute.,"She sat down. He looked at her warmly, almost with compassion.","She sat down. He gave her a long, kind, almost compassionate look.",She sat down. He looked kindly and almost compassionately at her.
