Source,GoogleTranslate,human1,human2,human3
"Так прошло две недели. В эти недели случилось желанное для Ивана Ильича и его жены событие: Петрищев сделал формальное предложение. Это случилось вечером. На другой день Прасковья Федоровна вошла к мужу, обдумывая, как объявить ему о предложении Федора Петровича, но в эту самую ночь с Иваном Ильичом свершилась новая перемена к худшему. Прасковья Федоровна застала его на том же диване, но в новом положении. Он лежал навзничь, стонал и смотрел перед собою остановившимся взглядом.","So two weeks passed. In these weeks, an event desired by Ivan Ilyich and his wife happened: Petrishchev made a formal proposal. It happened in the evening. The next day Praskovya Fyodorovna went in to her husband, pondering how to announce Fyodor Petrovich's proposal to him, but that very night a new change for the worse took place in Ivan Ilyich. Praskovya Fyodorovna found him on the same sofa, but in a new position. He lay on his back, groaning, and looked ahead of him with a fixed gaze.","TWO WEEKS WENT BY LIKE THAT. IN THOSE WEEKS AN event took place that had been desired by Ivan Ilyich and his wife: Petrishchev made a formal proposal. It happened in the evening. The next day Praskovya Fyodorovna went in to her husband, wondering how to announce Fyodor Petrovich’s proposal to him, but that very night Ivan Ilyich had taken a turn for the worse. Praskovya Fyodorovna found him on the same sofa, but in a new position. He was lying on his back, groaning and looking ahead with a fixed gaze.","Two weeks went by like this. During those two weeks an event took place that Ivan Ilyich and his wife had been hoping for: Petrishchev made a formal proposal. It happened one evening. The next morning Praskovya came in to see her husband, wondering how best to break the news of Fyodor’s proposal, but during that night Ivan Ilyich’s condition had taken another turn for the worse. Praskovya found him on the same sofa, but in a different position. He was lying flat on his back, moaning and staring ahead with a fixed look.","Another two weeks went by in this way and during that fortnight an even occurred that Ivan Ilych and his wife had desired. Petrishchev formally proposed. It happened in the evening. The next day Praskovya Fedorovna came into her husband’s room considering how best to inform him of it, but that very night there had been a fresh change for the worse in his condition. She found him still lying on the sofa but in a different position. He lay on his back, groaning and staring fixedly straight in front of him."
"— Да ведь вот он, не слушается! Не принимает вовремя. А главное — ложится в такое положение, которое, наверное, вредно ему — ноги кверху.","- Why, he doesn't listen! Doesn't receive on time. And most importantly, he lies down in a position that is probably harmful to him - legs up.",“He just doesn’t listen. He doesn’t take his medicine when he should. And above all—he lies in a position that has to be bad for him—with his legs up.”,‘He just won’t do as he’s told! He forgets to take his medicine. And the worst thing is he will lie there in a position that must be bad for him - with his legs up.’,“You see he doesn’t listen to me and doesn’t take his medicine at the proper time. And above all he lies in a position that is no doubt bad for him — with his legs up.”
"Когда пришел священник и исповедовал его, он смягчился, почувствовал как будто облегчение от своих сомнений и вследствие этого от страданий, и на него нашла минута надежды. Он опять стал думать о слепой кишке и возможности исправления ее. Он причастился со слезами на глазах.","When the priest came and confessed him, he relented, felt as if relieved from his doubts and consequently from suffering, and a moment of hope came to him. He again began to think about the caecum and the possibility of correcting it. He took communion with tears in his eyes.","When the priest came and took his confession, he was calmed; he felt a kind of relief from his doubts and, as a consequence of that, from his sufferings, and a moment of hope came to him. He again began to think of his appendix and the possibility of curing it. He received communion with tears in his eyes.","When the priest came and heard his confession, Ivan Ilyich relaxed, feeling some relief from his doubts and therefore from his suffering, and he experienced a moment of hope. His mind turned again to his blind gut and the possibility of a cure for it. When he took communion there were tears in his eyes.","When the priest came and heard his confession, Ivan Ilych was softened and seemed to feel a relief from his doubts and consequently from his sufferings, and for a moment there came a ray of hope. He again began to think of the vermiform appendix and the possibility of correcting it. He received the sacrament with tears in his eyes."
— Не поздно. Заеду еще к Федору Васильевичу.,- It's not too late. I will also visit Fyodor Vasilyevich.,“It’s not late. So I’ll still drop in at Fyodor Vasilyevich’s.”,‘It’s still quite early. I think I’ll drop in on Fyodor Vasilyevich.’,“It’s not too late even now... I’ll call round on Fedor Vasilievich.”
"Во взгляде на круг своих знакомых муж, жена и дочь были совершенно согласны и, не сговариваясь, одинаково оттирали от себя и освобождались от всяких разных приятелей и родственников, замарашек, которые разлетались к ним с нежностями в гостиную с японскими блюдами по стенам. Скоро эти друзья-замарашки перестали разлетаться, и у Головиных осталось общество одно самое лучшее. Молодые люди ухаживали за Лизанькой, и Петрищев, сын Дмитрия Ивановича Петрищева и единственный наследник его состояния, судебный следователь, стал ухаживать за Лизой, так что Иван Ильич уже поговаривал об этом с Прасковьей Федоровной: не свести ли их кататься на тройках или устроить спектакль. Так они жили. И все шло так, не изменяясь, и все было очень хорошо.","In looking at the circle of their acquaintances, the husband, wife and daughter were in complete agreement and, without saying a word, they equally wiped themselves off and freed themselves from all sorts of friends and relatives, smut, who flew to them with tenderness into the living room with Japanese dishes on the walls. Soon these sleazy friends ceased to scatter, and the Golovins were left with only the best company. Young people courted Lizanka, and Petrishchev, the son of Dmitri Ivanovich Petrishchev and the only heir to his fortune, a judicial investigator, began to court Liza, so that Ivan Ilyich had already talked about this with Praskovya Fyodorovna: whether to take them to ride in troikas or arrange a performance. This is how they lived. And everything went on like this, without changing, and everything was very good.","Husband, wife, and daughter were agreed in their views of their circle of acquaintances, and without any formal understanding they dropped and were rid of all sorts of shabby little friends and relatives who used to drop in to see them, spouting endearments into the drawing room with Japanese plates hanging on the wall. Soon these shabby little friends stopped dropping in and the Golovins were left with just the very best society. Young men paid court to Lizanka and Petrishchev, an examining magistrate, the son of Dmitry Ivanovich Petrishchev17 and sole heir to his property, began to pay so much attention to her that Ivan Ilyich even talked about it to Praskovya Fyodorovna. Shouldn’t they bring them together in a troika ride or organize some theatricals? That’s how they lived. And everything went on like that, without any change, and everything was very good.","In their attitude towards the circle of their acquaintances husband, wife and daughter were of one mind. Without collusion, each of them in the same way shrugged off and discarded all the shabby friends and relatives who flocked around fawning on them in the drawing-room with the Japanese plates on the walls. It wasn’t long before the shabby friends stopped flocking around and left the Golovin family to the best people in society and no one else. Young men were attracted to their little Liza and one examining magistrate by the name of Petrishchev, the son of Dmitriy Ivanovich Petrishchev and his sole heir, became so attentive towards her that Ivan Ilyich mentioned this once or twice to Praskovya and wondered whether they ought perhaps to take them out for a ride in a troika or set up some private theatricals. This was how they lived. This was how things went, nothing changed, and everything was fine.","In their views as to their acquaintances, husband, wife and daughter were entirely agreed, and tacitly and unanimously kept at arm’s length and shook off the various shabby friends and relations who, with much show of affection, gushed into the drawing-room with its Japanese plates on the walls. Soon these shabby friends ceased to obtrude themselves and only the best people remained in the Golovins’ set. Young men made up to Lisa, and Petrishchev, an examining magistrate and Dmitri Ivanovich Petrishchev’s son and sole heir, began to be so attentive to her that Ivan Ilych had already spoken to Praskovya Fedorovna about it, and considered whether they should not arrange a party for them, or get up some private theatricals. So they lived, and all went well, without change, and life flowed pleasantly."
"— Что тебе, или хуже?","- What do you, or worse?",“How are you feeling? Is it worse?”,‘What’s wrong? Are you feeling worse?’,“What is it? Do you feel worse?”
"Петр достал часы, лежавшие под рукой, и подал.",Peter took out a watch that lay at hand and handed it over.,"Pyotr got the watch, which was lying right there, and handed it to him.","Pyotr took the watch, which was lying nearby, and handed it over.",Peter took the watch which was close at hand and gave it to his master.
"Ивана Ильича ценили как хорошего служаку, и через три года сделали товарищем прокурора. Новые обязанности, важность их, возможность привлечь к суду и посадить всякого в острог, публичность речей; успех, который в этом деле имел Иван Ильич, — все это еще более привлекало его к службе.","Ivan Ilyich was valued as a good campaigner, and three years later he was made a fellow prosecutor. New duties, their importance, the ability to bring to trial and put anyone in prison, the publicity of speeches; the success that Ivan Ilyich had in this matter - all this attracted him to the service even more.","Ivan Ilyich was valued as a good official and in three years he was made assistant prosecutor. His new responsibilities, their importance, the ability to bring anyone to trial and send him to prison, the public nature of his speeches, the success Ivan Ilyich had in this work—all of this tied him even more closely to his official work.","Ivan Ilyich was considered a good colleague, and within three years he was promoted to assistant chief prosecutor. His new responsibilities, the importance that they entailed, the opportunity of bringing people before the court and sending them to prison, the publicity given to his speeches, and the success enjoyed by Ivan Ilyich in these matters — all of this made his work seem even more enjoyable.","Ivan Ilych was esteemed a good official, and after three years was made Assistant Public Prosecutor. His new duties, their importance, the possibility of indicting and imprisoning anyone he chose, the publicity his speeches received, and the success he had in all these things, made his work still more attractive."
"И, спасаясь от этого состояния, Иван Ильич искал утешения, других ширм, и другие ширмы являлись и на короткое время как будто спасали его, но тотчас же опять не столько разрушались, сколько просвечивали, как будто она проникала через все, и ничто не могло заслонить ее.","And, fleeing from this state, Ivan Ilyich sought consolation, other screens, and other screens appeared and for a short time seemed to save him, but immediately again, not so much destroyed, as translucent, as if she penetrated everything, and nothing could shield her.","And to rescue himself from this condition, Ivan Ilyich looked for relief—for new screens—and new screens appeared and for a short time seemed to offer him salvation, but very soon they again not so much collapsed as let the light through, as if It penetrated everything and nothing could hide it.","And in order to escape from this situation Ivan Ilyich sought other forms of consolation, other ways of screening it off; other screens appeared and for a while they seemed to be the saving of him, but immediately they were not so much destroyed as shone right through; it was as if It could penetrate anything, no defence being any good.","And to save himself from this condition Ivan Ilych looked for consolations — new screens — and new screens were found and for a while seemed to save him, but then they immediately fell to pieces or rather became transparent, as if It penetrated them and nothing could veil It."
"— Да, — сказал он, — чай… хорошо, поставь. Только помоги мне умыться и рубашку чистую.","“Yes,” he said, “tea… well, put it on.” Just help me wash and clean my shirt.","“Yes,” he said, “tea . . . good, put it down. Only help me wash and give me a clean shirt.”","‘Yes,’ he said. ‘Tea ... Good. Leave it there. But I’d like you to help me get washed and put a clean shirt on.’","“Oh, tea! All right, put it down. Only help me to wash and put on a clean shirt.”"
— Нет; а вы уж видели?,- Not; have you seen it?,"“No, but have you?”",Have you?’,"Ivan Ilych did not at first catch the question, but then replied: “No, have you seen her before?”"
"— Никто не знает. Николаев (это был другой доктор) сказал что-то, но я не знаю. Лещетицкий (это был знаменитый доктор) сказал напротив…","- No one knows. Nikolaev (it was another doctor) said something, but I don't know. Leshchetitsky (he was a famous doctor) said opposite...","“Nobody knows. Nikolayev [that was the second doctor] said something, but I don’t know what. Leshchetitsky [that was the celebrated doctor] said the opposite . . .”","‘Nobody knows. Nikolayev [yet another doctor] said something, but I don’t know what it was. Leshchetitsky [the celebrity] said the exact opposite ...’","“No one knows. Nikolaevich [that was another doctor] said something, but I don’t know what. And Seshchetitsky [this was the celebrated specialist] said quite the contrary... ”"
