Source,GoogleTranslate,human1,human2,human3
"– «Я называю тем пространством мое обиталище на Васильевском Острове: четыре перпендикулярных стены, оклеенных обоями темновато-желтого цвета; когда я засяду в этих стенах, то ко мне никто не приходит: приходит домовой дворник, Матвей Моржов; да еще в пределы те попадает особа».","- “I call that space my dwelling on Vasilyevsky Island: four perpendicular walls, pasted over with wallpaper of a darkish yellow color; when I sit within these walls, no one comes to me: the house janitor, Matvey Morzhov, comes; moreover, a person falls within those limits.",“How did you happen to get there?”,"“It’s my lodgings on Vasilevskii Island that I call outer space: four perpendicular walls with dark-yellow wallpaper on them; when I settle down between those walls, nobody comes to see me: the caretaker of the house, Matvei Morzhov, might come; and then the person finds his way into those precincts.”","‘I call that space my abode on Vasily Island: four perpendicular walls covered with wallpaper of a darkish yellow hue; when I sit within those walls, no one comes to visit me: the house’s yardkeeper, Matvei Morzhov, comes; and also within those precincts the person comes.’"
Робко он отворил чердачную дверь; он решился вернуться в каморку.,Timidly he opened the attic door; he decided to go back to the closet.,He had now made up his mind to return.,Timidly he opened the loft door; he had decided to go back to his cubby-hole.,Timidly he opened the loft door; he had decided to go back to his little cupboard-like room.
Потому что Невский Проспект – прямолинейный проспект.,Because Nevsky Prospekt is a straight avenue.,"yes. . . . For this very reason, Nevsky Prospect is a rectilineal prospect.†",And that is why Nevskii Propsect forms a straight line.,Because the Nevsky Prospect is a rectilinear prospect.
– «Уродище…»,"- ""Ugly ...""",“What an ugly monster . . .”,“What a freak …”,‘An ugly monster …’
"– «Они, Коленька, болтуны: гуманность, гуманность!.. В сноповязалках гуманности больше: сноповязалки нам нужны!..»","- “They, Kolenka, talkers: humanity, humanity! .. There is more humanity in sheaf binders: we need sheaf binders! ..”","“They’re a bunch of windbags, Kolenka, humanitarianism, humanitarianism! There’s more humanitarianism in haybalers. We need haybalers!”","“They’re just windbags, Kolenka: humaneness, humaneness! … There’s more humaneness in reaping-machines: reaping-machines are something we need! …”","‘Kolenka, they’re windbags: humanitarianism, humanitarianism! … There is more humanitarianism in sheafing-machines: we need sheafing-machines! …’"
………………………,………………………,"In the vestibule Nikolai Apollonovich stopped in front of the lackey, trying to catch a thought that had scampered off.","In the magnificent entrance-hall Nikolai Apollonovich stopped in front of the old servant, trying to catch his escaping thought.","In the sumptuous vestibule Nikolai Apollonovich stopped before the old lackey, trying to catch one of his own thoughts that had run away."
Громыхали периоды времени; этот грохот я слышал.,Rumbled periods of time; I heard this noise.,I have heard that thundering roar.,It was the thunder of periods of time; I have heard that thunder.,The periods of time had crashed; I have heard that crashing.
– «Аполлон Аполлонович… выходит в отставку…»,"- ""Apollon Apollonovich ... is retiring ...""",“Apollon Apollonovich . . . is retiring.”,“Apollon Appollonovich … is going into retirement …”,‘Apollon Apollonovich … is retiring …’
"– тотчас привскочил, тяжело дыша и хромая, бросился с перепугу к дубовому тяжелому креслу, представляя собой мешковатую и довольно смешную фигуру с дрожащею челюстью, с явно дрожащими пальцами и с единственным инстинктивным стремлением – поспеть: поспеть ухватиться за кресло, чтобы в случае нападения и сзади торопливо забегать вокруг кресла, перелетая туда и сюда за туда и сюда перелетающим, беспощадным противником, все движенья которого напоминали конвульсии страдающих водобоязнью людей; поспеть ухватиться за кресло!..","- immediately jumped up, panting and limping, rushed in fright to a heavy oak chair, representing a baggy and rather ridiculous figure with a trembling jaw, with obviously trembling fingers and with the only instinctive desire - to be in time: to be in time to grab onto the chair, so that in case of an attack and from behind, hurriedly run around the chair, flying back and forth behind the flying, merciless enemy, all the movements of which resembled the convulsions of people suffering from hydrophobia; hurry up to grab a chair! ..","—jumped up, breathing heavily and limping; in his fright he rushed toward the oak armchair, cutting an awkward figure, with his trembling jaw and with visibly trembling fingers, and with a single instinctive urge—to get to the armchair in time to grab on, so that in the event of an attack from behind he could run around the armchair, rushing this way and that to match the movements of his merciless adversary, who would be rushing after him, this way and that.","—immediately sprang up again, breathing heavily and limping, hurled himself in fear towards the heavy oak armchair, presenting a clumsy and pretty ridiculous figure with his trembling jaw, his obviously trembling fingers and a single instinctive urge—to get there in time: to seize hold of the armchair in time, so that in the event of attack from behind he could quickly run round the armchair, flying this way and that to evade his merciless opponent, who would himself be flying this way and that, his movements resembling the convulsions of someone suffering from hydrophobia; to seize hold of the armchair in time! …","– at once leapt to his feet, breathing heavily and limping, rushed in fright to the heavy oakwood armchair, cutting a clumsy and rather ridiculous figure with a trembling jaw, manifestly trembling fingers, a single instinctive urge – to get there in time: to get to the armchair in time and grasp it, so that were he to be attacked from behind he could quickly run round the armchair, flying hither and thither away from his hither-and-thither-flying, merciless adversary, all of whose movements resembled the convulsions of a rabies sufferer; to get to the armchair in time, and to grasp it!"
Уж казацкий отряд пролетел; опорожнилось место; виднелися спины мчащихся к полотнищу казаков; и виднелась спина быстро бегущего старичка в высочайшем цилиндре.,Already the Cossack detachment flew by; empty place; one could see the backs of the Cossacks rushing towards the banner; and the back of a rapidly running old man in a tall top hat could be seen.,"(we have seen her as a luxuriant-tressed brunette with enamelled, smooth skin; now before us was simply an old woman with a sweaty nose).","The cossack detachment rushed by; the area was emptied; the backs of cossacks could be seen rushing towards the sheet of calico; and the back of an old man in a tall top hat could be seen, running for all he was worth.","Now the detachment of Cossacks flew past; the place became empty; one could see the backs of the Cossacks rushing towards the red cloth; and one could also see, swiftly running, the back of a little old man in a very tall top hat."
– «Уймии-теесь… ваа-лнее-ния страа-аа-стии…»,- “Uymii-tees ... waa-lnee-niya straa-aa-stii ...”,"“A–baate, agi–taaa–tions of paaa–sions . . . “Fall siii–lent, heart . . .”","“Be soothed now, you feelings of passion …”",‘Aa-ba-a-ate … un-re-est of the paa-aassions …’
"Уложивши очки свои, Аполлон Аполлонович отмечал у себя на реестре мелким, бисерным почерком: очки, полка – бе и СВ, то есть северо-восток; копию же с реестра получил камердинер, который и вытвердил направления принадлежностей драгоценного туалета; направления эти порою во время бессонницы безошибочно он скандировал наизусть.","Putting down his glasses, Apollon Apollonovich marked on his register in small, beaded handwriting: glasses, shelf - be and NE, that is, northeast; a copy from the register was received by the valet, who confirmed the directions for the accessories of the precious toilet; these directions, sometimes during insomnia, he unmistakably chanted by heart.","Putting away his spectacles, Apollon Apollonovich would note in the register, in a fine, minute hand: spectacles, shelf B and NE, that is, northeast. As for the valet, he was given a copy of the register.","When he put his spectacles away, Apollon Apollonovich would note in his register in fine, minute handwriting: spectacles, shelf B and NE, that is to say, North-East: a copy of the register was also received by the valet, who memorised the compass-bearings of the appurtenances of the inestimable toilet; sometimes during insomnia he would recite these compass-bearings unerringly by heart.","When he had put his spectacles away, Apollon Apollonovich would mark the register in fine, minute handwriting: spectacles, Shelf B, NE – North-East, in other words; while the valet received a copy of the register, and learned the directions of the appurtenances of the precious toilet by heart; at times during bouts of insomnia he would flawlessly scan these directions from memory."
"– «Cela… tourne…» – в совершеннейшем ужасе заревел Николай Аполлонович, окончательно лишившийся тела, но этого не заметивший…","- ""Cela ... tourne ..."" - Nikolai Apollonovich roared in absolute horror, completely losing his body, but not noticing it ...","“Cela . . . tourne . . .” howled Nikolai Apollonovich, who had been deprived of his body but had not noticed it. “No, sa . . .","“Cela … tourne …” Nikolai Apollonovich howled in utter terror, finally bereft of his body, but not noticing …","‘Cela … tourne …’ Nikolai Apollonovich began to roar in the most complete horror, having now finally lost his body, but without having noticed it …"
"Аполлон Аполлонович – маленький, лысый и старый, – освещаемый вспышками догорающих угольев, на перламутровом столике стал раскладывать пасианс; два с половиною года не раскладывал он пасиансов; так Анне Петровне запечатлелся он в памяти; было же это, тому назад – два с половиною года: перед роковым разговором; лысенькая фигурка сидела за этим же столиком и за этим же пасиансом.","Apollo Apollonovich - small, bald and old - illuminated by flashes of dying coals, began to lay out patience on a mother-of-pearl table; for two and a half years he did not play patience; so Anna Petrovna was imprinted in his memory; it was, two and a half years ago, before the fateful conversation; a bald figure sat at the same table and at the same patience.","Apollon Apollonovich—small, bald and old—faintly illuminated by the flickerings of the dying embers, began laying out a game of solitaire on a small mother-of-pearl table. He had not laid out any games of solitaire for two and a half years. This is how he had been imprinted on Anna Petrovna’s memory. That had been two and a half years ago, just before their fateful conversation. And the little bald figure had been sitting at this very same small table and at the very same kind of game of solitaire.","Apollon Apollonovich—small, bald and old—lit by flashes from the dying coals, started laying out a game of patience on the mother-of-pearl side-table; he hadn’t played patience for two-and-a-half years; that was how he was imprinted on Anna Petrovna’s memory; but this was, why—two-and-a-half years ago: before that fateful conversation; the little bald figure had sat at the same table playing the same game of patience.","Apollon Apollonovich – small, bald and old, – illumined by the flashes of the dying coals, on the small mother-of-pearl table he began to lay out a game of patience; it was two and a half years since he had laid out a game of patience; thus had he become imprinted on Anna Petrovna’s memory; this had been two and a half years ago: before their fateful conversation; the bald little figure had sat at this same table and at this pack of patience."
"– «Нет… Или глаза мои изменяют мне, но… мне, Сергей Сергеевич, кажется, что… вы…»","- ""No ... Or my eyes are cheating on me, but ... it seems to me, Sergey Sergeevich, that ... you ... ""","“Either my eyes are deceiving me, but . . . Sergei Sergeyevich. . . .”","“No … Either my eyes are deceiving me, or … it seems, Sergei Sergeevich, that … you …”","‘No … Or perhaps my eyes deceive me, but … it seems to me, Sergei Sergeyevich, that … you …’"
На коне гарцует.,Rides on a horse.,On his horse he’s prancing.,On a horse he’s prancing.,On his horse he’s prancing.
Умножает и роет овраги.,Multiplies and digs ravines.,"And chill breezes now waft through the unheated rooms and a wind sets up, and in the outlying areas a hurricane breaks out.",It digs and multiplies ravines.,Multiplies the number of ravines and digs them.
"Тут произошло нечто поистине странное; все предметы вокруг вдруг как будто принизились, просырели так явственно и казались ближе, чем следует; господин же Морковин как будто принизился тоже, показался ближе, чем следует: показался старинным и каким-то знакомым; усмешечка прошлась по его губам, когда он, наклонив к сенатору голову, произнес шепоточком:","Something truly strange happened here; all the objects around suddenly seemed to be lowered, dampened so clearly and seemed closer than they should; Mr. Morkovin also seemed to humble himself, appeared closer than he should: he seemed old-fashioned and somehow familiar; a grin crossed his lips as he bent his head towards the senator and said in a whisper:","Something strange occurred. All the objects around suddenly cowered, dampened, and looked nearer than they should have, while Mr. Morkovin seemed ancient, yet somehow familiar. A wry little smile flitted over his lips.","Here something truly strange took place; all the objects around them suddenly seemed to sink down, to be visibly infused with dampness and to be closer than was right; Mr Morkovin himself seemed to sink down too and appeared closer than was right: he appeared ancient and somehow familiar; a faint smile passed across his lips as, lowering his head towards the senator, he uttered in a whisper:","Here something truly strange occurred: all the objects around suddenly seemed to cower down, grew noticeably damper and looked nearer than they ought to have done; while Mr Morkovin also seemed to cower down, also looked nearer than he ought to have done: looked ancient and somehow familiar; a little ironic smile wandered over his lips as, bowing his head to the senator, he declared in a tiny whisper:"
– «Что такое?»,"- ""What?""","“What, what?”",“What?”,‘What?’
"– «И какая же ты, с позволения сказать, свинья…»","“And what kind of pig are you, if I may say so…”",“Then permit me to say you’re a pig.”,"“Well what a swine you are, if you don’t mind my saying so …”","‘Well, with your permission, let me tell you that you’re a pig …’"
Но его увлекли танцевать.,But he was lured to dance.,He was dragged off to dance.,But he was dragged away to dance.,But he was hauled off to dance.
Ангел вспыхнул.,The angel flared up.,At this the Angel flushed.,The angel flushed.,The angel flushed crimson.
"– «Как не в том? Вся суть – в обещании: в обещании, истолкованном бесповоротно и подло».","- “How not in that? The whole essence is in the promise: in the promise, interpreted irrevocably and vilely.","“What do you mean it’s not? The whole point is the promise, the promise which has been interpreted as irreversible and in a base manner.”",“Of course it’s the point. The whole essence is in the promise: in the promise understood in a base way and as irrevocable.”,"‘How do you mean, not the point? The whole nub of the matter lies in my promise: in a promise that was interpreted irreversibly and ignobly.’"
"Анне Петровне неожиданно показалось, что лакей на нее посмотрел чуть-чуть укоризненно; но это только казалось: он всего лишь поморщился от нестерпимого заневского блеска, открывая дверь в зал.",It suddenly seemed to Anna Petrovna that the footman looked at her a little reproachfully; but it only seemed: he merely grimaced at the unbearable Zanev gleam as he opened the door to the hall.,“And what about Kolenka?”,"All of a sudden it seemed to Anna Petrovna that the servant had given her a slightly reproachful glance; but that was an illusion: he had merely screwed up his eyes at the unbearable gleam from across the Neva, as he opened the door into the grand hall.","It suddenly seemed to Anna Petrovna that the lackey was viewing her with a slightly reproachful look; but this was only how it seemed: he had merely frowned because of the unendurable radiance from the other side of the Neva, as he opened the door to the reception room."
"Кто вы, кто вы, гость суровый,","Who are you, who are you, harsh guest,","Who are you, stern, awesome guest,","Who are you, sombre visitor,","Who art thou, art thou, guest forbidding,"
Грифончики,Griffins,THE GRIFFINS,Gryphons,Griffins
"На крыльце, по обе стороны двери, ужасом разорвали грифончики свои клювовидные пасти; длинноперый каменный рыцарь в завитках рококо и с разорванной грудью прободался единорогом; чем слепительней и воздушней разлетались по небу розовоперстые предвестия дня, тем отчетливей тяжелели все выступы зданий; тем малиновей, пурпурней был сам пасть разевавший грифончик.","On the porch, on both sides of the door, the griffins tore their beak-shaped mouths in horror; a long-feathered stone knight in rococo curls and with a torn chest was pierced by a unicorn; the more dazzling and airy the pink-fingered forebodings of the day flew across the sky, the more clearly all the projections of the buildings became heavier; the more crimson, the more purple was the griffin that opened its mouth.","The more the precursors of day diffused in blinding brightness, the more massively and distinctly did all the projections of the buildings stand out, and the more purple was the familiar blood red griffin with gaping jaws.","On the portico, on either side of the door, the gaping gryphons showed their beak-like jaws; the stone knight with his long plumes and rococo curls, his breast split open, was being impaled by the unicorn; the more blindingly and ethereally the rosy-fingered harbingers of day dispersed across the sky, the more distinctly the protrusions of the buildings took on weight; the more scarlet, the more purple were the jaws of the gaping gryphon.","On the front entrance, on both sides of the door, the griffins opened wide their beaklike jaws; the long-plumed stone knight in rococo scrolls and with chest torn asunder was being gored by a unicorn: the more dazzlingly and ethereally the rosy-fingered portents of day flew away across the sky, the more distinctly did all the projections of the buildings loom heavy; the more crimson, more purple was the jaw-gaping griffin."
– «Так помогите мне…»,“So help me…”,“Then help me.,“So help me then …”,"‘Well, help me, then …’"
"В толстом пробковом шлеме с развитою по ветру вуалью Николай Аполлонович сел на кучу песку; перед ним громадная, трухлявая голова – вот-вот – развалится тысячелетним песчаником; – Николай Аполлонович сидит перед Сфинксом часами.","Wearing a thick pith helmet with a veil blowing in the wind, Nikolai Apollonovich sat down on a heap of sand; in front of him, a huge, rotten head - just about - will fall apart in a thousand-year-old sandstone; - Nikolai Apollonovich sits in front of the Sphinx for hours.","Wearing a thick pith helmet with netting, Nikolai Apollonovich sits on a pile of sand. Before him is an immense moldering† head that is on the verge of collapsing into sandstone thousands of years old. Nikolai Apollonovich is sitting before the Sphinx.","Nikolai Apollonovich sits down on a mound of sand in his thick pith helmet with its veil waving in the wind; in front of him is an immense, mouldering head—on the point of collapsing into a heap of millennial sandstone;—Nikolai Apollonovich sits for hours before the Sphinx.","In a thick pith helmet with a veil that has come unwound in the wind, Nikolai Apollonovich has sat down on a heap of sand; before him is an enormous, mouldering head – very soon now it will collapse into sandstone thousands of years old; – Nikolai Apollonovich has been sitting before the Sphinx for hours."
– «Позволь – контианства?»,"- ""Excuse me - kontianism?""",“You mean Comtianism?”†,“Did you say—Comteianism?”,‘I’m sorry – Kantianism?’
Но нигде сардинницы не было.,But there was no sardine anywhere.,There was no sardine tin.,But the sardine-tin was nowhere to be found.,But nowhere was the sardine tin to be found.
И бежала река; и плескалась струя; и качалась ладья; и гремела рулада.,And the river ran; and the stream splashed; and the boat rocked; and the roulade rumbled.,And the racing river; and the splashing stream; and a rocking barque; and the thunder of a roulade.,And the river ran; and the wave splashed; and the boat rocked; and a roulade pealed out.,And the river flowed; and the tide splashed; and the boat rocked; and a roulade thundered.
