Source,GoogleTranslate,human1,human2,human3
Все выпили и полезли целоваться с Зверковым. Я не трогался; полный бокал стоял передо мной непочатый.,"Everyone drank and climbed to kiss Zverkov. I didn't move; a full glass stood in front of me, unopened.",Everyone drank and fell to kissing Zverkov. I did not budge; the full glass stood untouched before me.,The others drained their glasses and got up to embrace Zverkov. I did not move; my full glass stood untouched in front of me.,"They all tossed off their glasses, and crowded round Zverkov to kiss him. I did not move; my full glass stood untouched before me."
"— Это, Лиза, в тех семьях проклятых, где ни бога, ни любви не бывает, — с жаром подхватил я, — а где любви не бывает, там и рассудка не бывает. Такие есть семьи, правда, да я не об них говорю. Ты, видно, в своей семье не видала добра, что так говоришь. Подлинно несчастная ты какая-нибудь. Гм… Больше по бедности все это бывает.","“This, Liza, is in those damned families where there is neither God nor love,” I added with warmth, “and where there is no love, there is no reason either.” There are such families, however, but I'm not talking about them. You, apparently, have not seen good in your family that you speak like that. You are truly unhappy. H'm... It all happens more because of poverty.","“That happens, Liza, in those cursed families where there is neither God nor love,” I picked up heatedly, “and where there is no love, there is no reason. Such families do exist, it's true, but I'm not talking about them. Evidently you saw no goodness in your family, since you talk that way. You're one of the truly unfortunate ones. Hm . . . It all comes mainly from poverty.”","‘That’s in those accursed families where there is neither God nor love, Liza,’ I said hotly, ‘and where there is no love, there is no reason either. There are such families, certainly, but I am not talking about them. It is clear you never knew kindness in your family, if you say things like that. You are truly unfortunate. H’m…. It is mostly poverty that does that.’","“Such a thing, Liza, happens in those accursed families in which there is neither love nor God,” I retorted warmly, “and where there is no love, there is no sense either. There are such families, it’s true, but I am not speaking of them. You must have seen wickedness in your own family, if you talk like that. Truly, you must have been unlucky. H’m! ... that sort of thing mostly comes about through poverty.”"
"— Довольно, довольно, — кричал Зверков. — Перестаньте, господа, это нейдет. А вот я вам лучше расскажу, как я третьего дня чуть не женился…","“Enough, enough,” shouted Zverkov. ""Stop it, gentlemen, it won't work."" But I’d better tell you how I almost got married on the third day ...","“Enough, enough,” Zverkov shouted. ”Stop, gentlemen, this won't do. Better let me tell you how I almost got married two days ago . . .”","‘That’s enough, that’s enough,’ Zverkov exclaimed. ‘Stop it, gentlemen; this won’t do. You’d do better to let me tell you about how I nearly got married the day before yesterday…’","“Enough, enough!” cried Zverkov. “Give over, gentlemen, it’s out of place. Better let me tell you how I nearly got married the day before yesterday....”"
"— Вы, кажется, намереваетесь ваш ум показывать?",- You seem to intend to show your mind?,“So you intend to display your intelligence?”,‘I suppose you intend to show us how witty you are!’,"“You intend to show off your intelligence, I suppose?”"
"Я вложил в письмо шесть рублей, запечатал и упросил Аполлона снести к Симонову. Узнав, что в письме деньги, Аполлон стал почтительнее и согласился сходить. К вечеру я вышел пройтись. Голова у меня еще болела и кружилась со вчерашнего. Но чем более наступал вечер и чем гуще становились сумерки, тем более менялись и путались мои впечатления, а за ними и мысли. Что-то не умирало во мне внутри, в глубине сердца и совести, не хотело умереть и сказывалось жгучей тоской. Толкался я больше по самым людным, промышленным улицам, по Мещанским, по Садовой, у Юсупова сада. Особенно любил я всегда прохаживаться по этим улицам в сумерки, именно когда там густеет толпа всякого прохожего, промышленного и ремесленного люду, с озабоченными до злости лицами, расходящаяся по домам с дневных заработков. Нравилась мне именно эта грошовая суетня, эта наглая прозаичность. В этот раз вся эта уличная толкотня еще больше меня раздражала. Я никак не мог с собой справиться, концов найти. Что-то подымалось, подымалось в душе беспрерывно, с болью, и не хотело угомониться. Совсем расстроенный я воротился домой. Точно как будто на душе моей лежало какое-то преступление.","I put six rubles into the letter, sealed it, and begged Apollo to take it to Simonov. Upon learning that the letter contained money, Apollo became more respectful and agreed to go. In the evening I went out for a walk. My head was still aching and spinning from yesterday. But the more evening came and the thicker the twilight became, the more my impressions changed and became confused, and after them my thoughts. Something didn't die inside of me, in the depths of my heart and conscience, didn't want to die and was expressed by a burning longing. I pushed more along the most crowded, industrial streets, along Meshchansky, along Sadovaya, near Yusupov Garden. I especially liked to walk along these streets at dusk, precisely when a crowd of all kinds of passers-by, industrial and artisan people, with faces preoccupied to anger, dispersing home from daily earnings, thickens there. I liked this penny fuss, this impudent prosaicness. This time, all this street hustle and bustle annoyed me even more. I could not cope with myself, to find the ends. Something was rising, rising in the soul continuously, with pain, and did not want to calm down. Completely upset, I returned home. It was as if some crime lay on my soul.","I put six roubles into the letter, sealed it, and prevailed upon Apollon to take it to Simonov. On learning that there was money inside, Apollon became more respectful and agreed to go. Towards evening I went out for a stroll. My head was still aching and dizzy from yesterday. But the more evening advanced and the twilight thickened, the more my impressions and, after them, my thoughts as well, kept changing and tangling. Something within me, deep in my heart and conscience, would not die, refused to die, and betrayed itself in a burning anguish. I loitered about mainly on the most crowded business streets – Meshchanskaya, Sadovaya, around the Yusupov Garden. I had always liked especially to stroll along those streets at twilight, precisely when the crowd thickens with all sorts of passers-by, merchants, and tradesmen, their faces preoccupied to the point of anger, going home from their daily work. I precisely liked this twopenny bustle, this insolent prosiness. But now all this street jostling only irritated me the more. I simply could not get hold of myself, could not find the loose ends. Something in my soul was rising, rising, ceaselessly, painfully, and refused to be still. I returned home thoroughly upset. Like as if some crime lay on my soul.","I put six roubles in the letter, sealed it, and asked Apollon to take it to Simonov. When he knew that there was money in the letter, Apollon became more respectful and agreed to go. Towards evening I went out for a walk. My head was still aching and dizzy from the previous night. But the later it grew, and the thicker became the dusk, the more my feelings, and with them my thoughts, became changed and muddled. There was something within me, in the depths of my heart and conscience, that had not died, that refused to die, and that manifested itself in burning anguish. For the most part I wandered in the busiest shopping streets – the Meshchansky, the Sadovaya, and near the Yusupov Gardens. I had always been especially fond of strolling through those streets at dusk, just when the passing crowds of craftsmen and factory-workers going home from their day’s work, their faces bad-tempered with worry, were at their thickest. This anxious preoccupation with farthings, this undisguised prose, was what particularly appealed to me. This time the jostling crush in the streets only inflamed my nerves still more. I simply couldn’t get myself straightened out. Something was working and seething in my soul, incessantly and painfully. I returned home utterly shattered. It was as though I had a crime on my conscience.","I put six roubles in the letter, sealed it up, and asked Apollon to take it to Simonov. When he learned that there was money in the letter, Apollon became more respectful and agreed to take it. Towards evening I went out for a walk. My head was still aching and giddy after yesterday. But as evening came on and the twilight grew denser, my impressions and, following them, my thoughts, grew more and more different and confused. Something was not dead within me, in the depths of my heart and conscience it would not die, and it showed itself in acute depression. For the most part I jostled my way through the most crowded business streets, along Myeshtchansky Street, along Sadovy Street and in Yusupov Garden. I always liked particularly sauntering along these streets in the dusk, just when there were crowds of working people of all sorts going home from their daily work, with faces looking cross with anxiety. What I liked was just that cheap bustle, that bare prose. On this occasion the jostling of the streets irritated me more than ever, I could not make out what was wrong with me, I could not find the clue, something seemed rising up continually in my soul, painfully, and refusing to be appeased. I returned home completely upset, it was just as though some crime were lying on my conscience."
— Да что вы меня экзаменуете!,- Why are you testing me?,"“Quite the examiner, aren't you!”","‘I mean, your salary.’ ‘Why all this cross-examination?’",“Why are you cross-examining me?”
"Все сели; сел и я. Стол был круглый. По левую руку от меня пришелся Трудолюбов, по правую Симонов. Зверков сел напротив; Ферфичкин подле него, между ним и Трудолюбовым.","Everyone sat down; I sat down too. The table was round. On my left was Trudolyubov, on my right Simonov. Zverkov sat opposite; Ferfichkin is beside him, between him and Trudolyubov.","Everyone sat down; I, too, sat down. The table was round. Trudolyubov ended up on my left, Simonov on my right. Zverkov sat down across the table, and Ferfichkin next to him, between him and Trudolyubov. “So-o-o, you're .","Everybody sat down; so did I. The table was a round one. I had Trudolyubov on my left and Simonov on my right. Zverkov sat opposite, with Ferfichkin between him and Trudolyubov.","All sat down; I did the same. It was a round table. Trudolyubov was on my left, Simonov on my right, Zverkov was sitting opposite, Ferfitchkin next to him, between him and Trudolyubov."
"«А что, если они меня в часть отдадут? Не посмеют! Скандала побоятся. А что, если Зверков из презренья откажется от дуэли? Это даже наверно; но я докажу им тогда… Я брошусь тогда на почтовый двор, когда он будет завтра уезжать, схвачу его за ногу, сорву с него шинель, когда он будет в повозку влезать. Я зубами вцеплюсь ему в руку, я укушу его. „Смотрите все, до чего можно довести отчаянного человека!“ Пусть он бьет меня в голову, а все они сзади. Я всей публике закричу: „Смотрите, вот молодой щенок, который едет пленять черкешенок с моим плевком на лице!“","“What if they hand me over to the unit? They won't dare! They are afraid of scandal. But what if Zverkov, out of contempt, refuses to duel? It's even likely; but then I'll prove it to them ... I'll rush to the post office when he leaves tomorrow, grab him by the leg, tear off his overcoat when he gets into the wagon. I will bite into his hand with my teeth, I will bite him. “Look at all that a desperate man can be brought to!” Let him hit me in the head, and all of them from behind. I will shout to the whole audience: “Look, here is a young puppy who is going to captivate Circassian women with my spit on his face!”","“And what if they take me to the police? Would they dare? They'd be afraid of a scandal. And what if Zverkov should refuse the duel out of contempt? That's even certain; but then I'll prove to them . . . Then I'll rush to the posting-house as he's leaving tomorrow, I'll grab him by the leg, I'll tear his overcoat off as he's getting into the coach. I'll fasten my teeth on his hand, I'll bite him. ' See, all of you, what a desperate man can be driven to!' Let him beat me on the head, and the rest of them from behind. I'll cry out to all the public: 'See, here's a young pup going off to charm the Circassian girls with my spit on his face!'","‘What if they give me into custody? They wouldn’t dare! They are afraid of scandal. What if Zverkov refuses to fight me out of contempt? That’s even very likely; but in that case I’ll show them…. I’ll rush to the posting-station when he’s leaving tomorrow, and grab him by the leg and drag off his overcoat as he climbs into the coach. I’ll fix my teeth in his hand, I’ll bite him. “Look, everybody, see to what lengths a desperate man can be driven.” Let him beat me about the head, and the rest attack me from behind. I’ll shout out to everybody there, “Look at this young puppy going off to captivate the beautiful Circassians with my spittle on his cheek!”","And what if they give me into custody? They won’t dare! They’ll be afraid of the scandal. And what if Zverkov is so contemptuous that he refuses to fight a duel? He is sure to; but in that case I’ll show them ... I will turn up at the posting station when he’s setting off tomorrow, I’ll catch him by the leg, I’ll pull off his coat when he gets into the carriage. I’ll get my teeth into his hand, I’ll bite him. “See what lengths you can drive a desperate man to!” He may hit me on the head and they may belabour me from behind. I will shout to the assembled multitude: “Look at this young puppy who is driving off to captivate the Circassian girls after letting me spit in his face!”"
"— Эх, господа, какая уж тут своя воля будет, когда дело доходит до таблички и до арифметики, когда будет одно только дважды два четыре в ходу? Дважды два и без моей воли четыре будет. Такая ли своя воля бывает!","“Oh, gentlemen, what kind of free will there will be when it comes to the tablet and to arithmetic, when there will be only one twice two four in a move? Twice two and without my will four will be. Is there such a will!","Eh, gentlemen, what sort of will of one's own can there be if it comes to tables and arithmetic, and the only thing going is two times two is four? Two times two will be four even without my will. As if that were any will of one's own!","Ah, gentlemen, what will have become of our wills when everything is graphs and arithmetic, and nothing is valid but two and two make four? Two and two will make four without any will of mine! Is that what one’s own will means?","Good heavens, gentlemen, what sort of free will is left when we come to tabulation and arithmetic, when it will all be a case of twice two make four? Twice two makes four without my will. As if free will meant that!"
"— А в больнице-то лучше, что ль, помирать?",“Is it better to die in a hospital?”,"“So it's better to die in a hospital, is it?”",‘Do you mean it’s better to die in hospital?’,“And is it better to die in a hospital?”
— Лиза! — крикнул я громче.,- Lisa! I shouted louder.,“Liza!” I called more loudly.,"‘Liza!’ I called, more loudly.","“Liza!” I cried, more loudly."
— Так…,- So…,“And how good it would be to be living in your father's house!,‘Because.’,"“Oh, I don’t know.”"
"— Неужели тебе все равно, умирать-то?","“Does it really matter to you, to die?”",“It makes no difference to you how you die?”,"‘Does it really make no difference to you, dying?’","“Do you mean to say, you don’t mind how you die?”"
"— Разве ты не дал ему знать, что переменили часы? — оборотился Трудолюбов к Симонову.","""Didn't you let him know that the clock had changed?"" Trudolyubov turned to Simonov.",“Didn't you inform him that the time had been changed?” Trudolyubov turned to Simonov.,‘Didn’t you tell him we had changed the time?’ Trudolyubov asked Simonov.,“Didn’t you let him know that we had changed the hour?” said Trudolyubov to Simonov.
"Впрочем, здесь еще не кончаются «записки» этого парадоксалиста. Он не выдержал и продолжал далее. Но нам тоже кажется, что здесь можно и остановиться.","However, the “notes” of this paradoxicalist do not end here. He couldn't resist and continued on. But we also think that we can stop here.","However, the “notes” of this paradoxalist do not end here. He could not help himself and went on. But it also seems to us that this may be a good place to stop.","This is not the end, however, of the ‘Notes’ of this paradoxical writer. He could not help going on. But to us too it seems that this will be a good place to stop.","[The notes of this paradoxalist do not end here, however. He could not refrain from going on with them, but it seems to us that we may stop here.]"
"«Как войду, так и дам. Надобно ли сказать перед пощечиной несколько слов в виде предисловия? Нет! Просто войду и дам. Они все будут сидеть в зале, а он на диване с Олимпией. Проклятая Олимпия! Она смеялась раз над моим лицом и отказалась от меня.","“As I enter, so shall I. Is it necessary to say a few words before the slap in the form of a preface? Not! I'll just go in and give. They will all sit in the hall, and he will be on the couch with Olympia. Damn Olympia! She once laughed at my face and refused me.","“I'll do it as soon as I walk in. Ought I to say a few words first, as a preface to the slap? No! I'll just walk in and slap him. They'll all be sitting in the drawing room, and he'll be on the sofa with Olympia. Cursed Olympia! She laughed at my face once and refused me.","‘I’ll do it as soon as I go in. Need I say a few words before the slap, by way of a preface? No. I’ll simply walk in and deliver the slap. They’ll all be sitting in the big drawing-room and he’ll be on the sofa with Olympia. That damned Olympia! She’s the one that refused me that time because she thought I had a funny face.","“As soon as I go in I’ll give it him. Ought I before giving him the slap to say a few words by way of preface? No. I’ll simply go in and give it him. They will all be sitting in the drawing-room, and he with Olympia on the sofa. That damned Olympia! She laughed at my looks on one occasion and refused me."
