Source,GoogleTranslate,human1,human2,human3
"Чрез полчаса он докликался Захара со двора, где тот сидел с кучером.","Half an hour later he called to Zakhar from the yard, where he was sitting with the coachman.","Half an hour later he called Zakhar in from the yard, where he had been sitting with the coachman.","Half an hour later he at last succeeded in calling in Zakhar, who had been sitting in the yard with the coachman.",
"— Да, и у меня, кажется, достанет сил прожить и пролюбить всю жизнь…","- Yes, and I seem to have enough strength to live and love all my life ...","“Yes, and I think I will have enough strength to live and love my whole life through. One without the other is impossible.”","‘Yes, and I think I shall have enough strength to live and love all my life.’",
"«В эти три, много четыре дня должно прийти; подожду ехать к Ольге», — решил он, тем более что она едва ли знает, что мосты наведены…","“In these three, many four days must come; I’ll wait to go to Olga, ”he decided, especially since she hardly knows that the bridges have been built ...","It ought to come in the next three days, four at most. I’ll wait to go to Olga’s, he decided, especially since she could scarcely know that the bridges have been lowered.","‘It must come in another three or at most four days – I’ll go to Olga’s a little later ,’ he decided, ‘particularly as she can hardly be expected to know whether the bridges have been put back or not.’",Whenever he was at home--and almost always he was at home--he would spend his time in lying on his back.
"— Деньги нужны: осенью женюсь, — прибавил Судьбинский.","""I need money: I'm getting married in the fall,"" Sudbinsky added.","“I need money. I’m getting married in the fall,” added Sudbinsky.","‘I need money,’ added Sudbinsky. ‘I’m getting married in the autumn.’",
— За что? — сказала она слабо.,- For what? she said weakly.,she said weakly.,she said weakly.,"he whispered, stretching, and then drawing up, his legs."
"— Ну, знаю. Ты исполнил свою обязанность и пошел прочь! Остальное касается до меня…","- Well, I know. You have done your duty and gone! The rest is up to me...","“Yes, I know. You’ve done your duty, now go away! The rest is up to me.”",‘I know. You’ve done your duty and now clear out! Leave the rest to me.…’,
"— Обругали, что ли?","- Scolded, right?",“Did they yell at you?”,‘You were told off?’,"""Deceived you?"
— Пусть тогда Обломовка достается наследникам.,- Then let Oblomovka go to the heirs.,"“Let Oblomovka go to his heirs, then.”",‘Let his heirs have Oblomovka then!’,"Had there been imported into that existence any change due to circumstances, they would have regretted the fact, and felt troubled by the thought that to-morrow was not going to be precisely as to-day."
"— Ты руки мой, смотри! — злобно сказал Обломов, указывая на пятно.","- You are my hands, look! Oblomov said angrily, pointing to the spot.","“Go wash your hands! Look!” said Oblomov darkly, pointing to a spot.","‘Why don’t you wash your hands?’ Oblomov cried angrily, pointing to a stain.",
— Заемное письмо! — повторил Штольц.,— Loan letter! Stoltz repeated.,“The promissory note!” repeated Stolz.,‘A bill of exchange!’ Stolz repeated.,"""Where is she?"" ""Outside."
"— Вы, стало быть, новый жилец, знакомый Михея Андреича? Вот погодите, я скажу.","""So you are a new lodger, an acquaintance of Mikhey Andreevich?"" Here you go, I'll tell you.","“You must be the new lodger, Mikhei Andreich’s friend, right? Wait here and I’ll tell her.”","‘So you are the new lodger, Mr Tarantyev’s friend, are you? Wait, I’ll tell her.’",
"— Принеси, что есть. Да как это не было?","- Bring what you have. Yes, how was it not?","“Bring it, whatever there is. What do you mean there isn’t anything?”",‘Bring what there is. But how is it there’s,
Анисья выставилась до половины из передней.,Anisya pushed herself halfway out of the front.,Anisya poked halfway out the front hall.,Anisya thrust her head and shoulders in at the door.,
"Захар тронулся окончательно последними жалкими словами. Он начал понемногу всхлипывать; сипенье и хрипенье слились в этот раз в одну, невозможную ни для какого инструмента ноту, разве только для какого-нибудь китайского гонга или индийского тамтама.","Zakhar was completely moved by the last miserable words. He began to sob a little; hissing and wheezing merged this time into one note, impossible for any instrument, except for some Chinese gong or Indian tom-tom.",Zakhar was thoroughly touched by these last pitiful words. He began sobbing quietly.,Zakhar was completely overcome by the last pathetic words. He began to whimper quietly.,
Тарантьев и Иван Матвеевич на другой день Ильина дня опять сошлись вечером в заведении.,Tarantiev and Ivan Matveyevich the next day Ilyin met again in the evening in the institution.,"On the evening of the day after St. Ilya’s Day, Tarantiev and Ivan Matveyevich met once again at the tavern.","THE day after St Elijah’s Day, Tarantyev and Ivan Matveyevich met again at the tavern in the evening.","I have visited every village and farm, and have found all the women asleep save one, who is now sitting on my back, and searing my flesh, and weaving my coat into cloth""; when, also, the bear entered the right hut, and was just getting ready to pounce upon the true ravisher of his natural leg--why, then the boy could stand it no longer, but, trembling and whimpering, flung himself into his nurse's arms with tears of terror--yet also with a laugh of joy to think that he was not in the clutches of the bear, but sitting on the stove couch beside his old guardian."
"— Я думал, сударь, что… отчего, мол, думал, не переехать? — дрожащим от душевной тревоги голосом говорил Захар.","- I thought, sir, that ... why, they say, did you think not to move? Zakhar said in a voice trembling with spiritual anxiety.","“I thought, sir, that . . . that is, why not move, I thought?” said Zakhar in a voice trembling from emotional distress.","‘I thought, sir, that – I thought why shouldn’t we move?’ Zakhar said in a voice trembling with emotion.",
"— Нельзя ли их уговорить как-нибудь. «Мы, дескать, живем давно, платим исправно».","Is there any way to persuade them? “We, they say, have been living for a long time, we pay regularly.”","“Can’t you do something to persuade them? ‘We’ve been living here for a long time,’ say, ‘we pay like clockwork.’”","‘Can’t you persuade them somehow? Tell them we’ve been living here for years, always paid the rent regularly – –’",
"— У вас ячмень совсем прошел? — спросила она, глядя ему прямо в правый глаз.","- Have you completely gone barley? she asked, looking directly into his right eye.","“Has your stye quite passed?” she asked, looking straight into his right eye.","‘Your stye has quite gone, hasn’t it?’ she asked, looking straight at his right eye.",
— Куда прийти? — спросил Обломов.,- Where to go? Oblomov asked.,Just like before. He has to get his dig in! “Go where?” asked Oblomov.,‘Where am I supposed to go?’ asked Oblomov.,
И он щелкнул еще.,And he clicked again.,And he clicked more beads.,And he clicked the beads of the abacus again.,
III,III,III,3,"I have visited every village and farm, and have found all the women asleep save one, who is now sitting on my back, and searing my flesh, and weaving my coat into cloth""; when, also, the bear entered the right hut, and was just getting ready to pounce upon the true ravisher of his natural leg--why, then the boy could stand it no longer, but, trembling and whimpering, flung himself into his nurse's arms with tears of terror--yet also with a laugh of joy to think that he was not in the clutches of the bear, but sitting on the stove couch beside his old guardian."
"Ни страшных бурь, ни разрушений не слыхать в том краю.",Neither terrible storms nor destruction can be heard in that land.,Frightening storms and havoc were unheard of in this land.,"Terrible storms, bringing devastation in their wake, are unheard-of in those parts, and no report of them has ever appeared in the newspapers.",
"Она его обмоет, переменит белье, платье, и Андрюша полсутки ходит таким чистеньким, благовоспитанным мальчиком, а к вечеру, иногда и к утру, опять его кто-нибудь притащит выпачканного, растрепанного, неузнаваемого, или мужики привезут на возу с сеном, или, наконец, с рыбаками приедет он на лодке, заснувши на неводу.","She will wash him, change his linen and dress, and Andryusha walks around like a clean, well-mannered boy for half a day, and in the evening, sometimes even in the morning, again someone will drag him in soiled, disheveled, unrecognizable, or the peasants will bring him on a hay cart, or, finally, with the fishermen, he will arrive in a boat, having fallen asleep in the net.","She would wash him and change his linen and clothes, and Andryusha would spend half the day as a clean, properly raised little boy, but in the afternoon, and sometimes even in the morning, someone would drag him in stained, torn, and unrecognizable again, or the muzhiks would bring him in on a wagon with the hay, or, finally, he would return with the fishermen in a boat, having fallen asleep on the seine.","She washed him, changed his clothes, and for a whole day Andrey walked about looking such a clean and well-behaved little boy, but in the evening and sometimes in the morning someone again brought him home dirty, dishevelled, and unrecognizable, or the peasants would bring him back on the top of a hay-cart, or he would return with the fishermen, asleep on a net in their boat.",
"Она схватила его за руку и глядела на него, как будто моля о пощаде.",She grabbed his arm and looked at him as if begging for mercy.,She grabbed his hand and looked at him as if begging for mercy.,She seized him by the hand and looked at him as though imploring for mercy.,"""What does it all mean?"""
"— Да даром, — сказал Захар, не обратив опять никакого внимания на слова перебившего его лакея, — нога еще и доселева не зажила: все мажет мазью; пусть-ка его!","“Yes, for nothing,” said Zakhar, again not paying any attention to the words of the footman who interrupted him, “the leg has not yet healed to the present day: it smears everything with ointment; let him!","“There was no call,” said Zakhar, paying no attention whatsoever to a word of the footman who interrupted him. “His foot still isn’t healed, and he keeps smearing it with ointment.","‘It didn’t do him no good,’ said Zakhar, without paying any attention to the valet who had interrupted him. ‘ His foot hasn’t healed up yet.",
"— Да что ему вороны? Он на Ивана Купала по ночам в лесу один шатается: к ним, братцы, это не пристает. Русскому бы не сошло с рук!..","— Yes that him crows? He staggers alone at Ivan Kupala at night in the forest: it doesn’t stick to them, brothers. Russian would not get away with it!..","“What does he care about crows? He wanders alone through the forest on midsummer’s night, fellows. This won’t bother them. A Russian would never get away with that!”",‘What are crows to him? He’s not afraid of walking in the woods alone on St John’s Eve. All that means nothing to Germans. A Russian would have paid dearly for it!’,
"Ему было под пятьдесят лет, но он был очень свеж, только красил усы и прихрамывал немного на одну ногу. Он был вежлив до утонченности, никогда не курил при дамах, не клал одну ногу на другую и строго порицал молодых людей, которые позволяют себе в обществе опрокидываться в кресле и поднимать коленку и сапоги наравне с носом. Он и в комнате сидел в перчатках, снимая их, только когда садился обедать.","He was about fifty years old, but he was very fresh, only painted his mustache and limped a little on one leg. He was polite to the point of refinement, never smoked in front of ladies, never crossed one foot, and severely reproved young people who allow themselves to topple over in an armchair in society and raise their knees and boots on a par with their noses. He even sat in the room wearing gloves, taking them off only when he sat down to dine.","He was nearly fifty years old, but he was very fresh; he only colored his mustache and limped a little on one leg. He was polite to the point of refinement, never smoked in the presence of ladies, never crossed his legs, and sternly reproached young men who allowed themselves to lean back in their chair and lift their knee and boot to nose level in company. Even inside he wore gloves, removing them only when he sat down to dinner.","He was nearly fifty, but he looked younger than his age, except that he dyed his moustache and had a slight limp. He was exquisitely polite, never smoked in the presence of ladies, never crossed his legs, and severely criticized the young men when during a visit they allowed themselves to lean back in an arm-chair or raise their knees and boots on a level with their noses. He kept his gloves on even indoors, removing them only when he sat down to dinner.",
"Алексеев стал ходить взад и вперед по комнате, потом остановился перед картиной, которую видел тысячу раз прежде, взглянул мельком в окно, взял какую-то вещь с этажерки, повертел в руках, посмотрел со всех сторон и положил опять, а там пошел опять ходить, посвистывая, — это все, чтоб не мешать Обломову встать и умыться. Так прошло минут десять.","Alekseev began pacing up and down the room, then he stopped in front of the painting, which he had seen a thousand times before, glanced briefly out the window, took some thing from the bookcase, turned it over in his hands, looked from all sides and put it down again, and there he went on walking again. , whistling, - this is all so as not to interfere with Oblomov to get up and wash. So ten minutes passed.","Alexeyev started pacing back and forth across the room, then he stopped in front of a picture he’d seen a thousand times before, peeked out the window, picked up some trinket from a shelf, turned it over and examined it on all sides, put it back, and then started pacing again and whistling—all this so as not to keep Oblomov from getting up and washing. In that way, ten minutes passed.","Alexeyev began pacing the room, then he stopped before a picture he had seen a thousand times before, cast a quick glance out of the window, picked up some knick-knack from the bookcase, turned it round in his hand, examined it thoroughly, put it back, and began pacing the room again, whistling to himself so as not to interfere with Oblomov’s getting up and washing. Ten minutes passed in this way.",
"«Теперь или никогда!» «Быть или не быть!» Обломов приподнялся, было, с кресла, но не попал сразу ногой в туфлю и сел опять.","""Now or never!"" ""To be or not to be!"" Oblomov got up, it was, from the chair, but did not immediately hit his shoe with his foot and sat down again.","Now or never! To be or not to be! Oblomov was about to rise from his chair, but his foot missed his slipper so he sat back down.","‘Now or never!’ ‘To be or not to be!’ – Oblomov raised himself from his chair a little, but failing to find his slippers with his feet at once, sat down again.",
"— Стало, следствие начнется? — робко спросил Тарантьев. — Вот тут-то, кум, отделаться бы подешевле: ты уж, брат, выручи!","- So, the investigation will begin? asked Tarantiev timidly. “That’s where, godfather, it would be cheaper to get off: you, brother, help me out!”","“So, will there be an inquiry?” asked Tarantiev meekly. “Here is where it would be good to get off lightly, old chum. You have to save us, brother!”","‘So they are going to prosecute us, are they?’ Tarantyev asked timidly. ‘ Well, old man, we’ll have to do our best to get off as lightly as possible. You’ll have to get me out of it, old man.’","Do not hinder me, but go. God has punished me. Yet how it hurts, how it hurts!"""
— Дай еще денег! — сказал Тарантьев.,- Give me more money! Tarantiev said.,“Give me more money!” said Tarantiev.,"‘Let’s have some more money,’ said Tarantyev.",
А ребенок все наблюдал да наблюдал.,And the child watched and watched everything.,All this time the child watched and then watched some more.,The child went on watching and watching.,
— Какой же посланник? — спросил Обломов.,What kind of messenger? Oblomov asked.,“What envoy?” asked Oblomov.,‘What ambassador?’ asked Oblomov.,"""How so?"
"— Ах, ma tante, неужели вам не наскучил этот лес да песок? Не лучше ли посмотреть в другой стороне?","""Ah, ma tante, aren't you tired of this forest and sand?"" Wouldn't it be better to look the other way?","But if Olga said, “Oh, ma tante, aren’t you tired of that forest and sand? Would it not be better to look in the other direction?”","And if Olga said, ‘Goodness, Auntie, aren’t you tired of that forest and sand? Hadn’t we better go somewhere else?’",
"Дома отчаялись уже видеть его, считая погибшим; но при виде его, живого и невредимого, радость родителей была не описана. Возблагодарили Господа Бога, потом напоили его мятой, там бузиной, к вечеру еще малиной, и продержали дня три в постели, а ему бы одно могло быть полезно: опять играть в снежки…","At home they despaired of seeing him already, considering him dead; but at the sight of him, alive and unharmed, the joy of his parents was not described. They thanked the Lord God, then gave him mint to drink, elderberry there, and raspberries in the evening, and kept him in bed for three days, and one thing could be useful for him: to play snowballs again ...","At home they had despaired of ever seeing him again, considering him lost. But at the sight of him, alive and unharmed, his parents’ joy was indescribable. They gave thanks to the Lord God, then fed him chamomile, then elderberry, and as night fell raspberry tea, and they kept him in bed for several days, but only one thing would have done him any good, and that was another snowball fight.","At home they had despaired of seeing him again, giving him up for lost; but the joy of his parents at seeing him alive and unhurt was indescribable. They offered up thanks to the Lord, then gave him mint and elderberry tea to drink, followed by raspberry tea in the evening, and kept him three days in bed – yet only one thing could have done him good – playing snowball again.…",
"— Да, кажется, ты угадала… Что ж?","— Yes, it seems you guessed right… Well?","“Yes, you seem to have guessed. So?”","‘Yes, I think you must be right. Well?’",
"— Это что: продувной! Видали мы продувных! Зачем ты не сказал, что он в силе? Они с генералом друг другу ты говорят, вот как мы с тобой. Стал бы я связываться с этаким, если б знал!","- What is this: blowing! We saw the blowers! Why didn't you say he was strong? You and the general say to each other, that's how we are with you. I'd get involved with that one if I knew!",“You call that crafty? We’ve seen crafty! Why didn’t you say he had influence? He and the general talk to each other just like you and I. I never would have got mixed up with the likes of him if I’d known!”,"‘A rascally fellow, is it? We’ve seen plenty of rascals! Why didn’t you tell me he had influence? Why, he’s on familiar terms with the General, just as you are with me. Would I have had anything to do with him, if I’d known?’","Yet deprivation of you would cause me to die or to go out of my mind. Only through you can I breathe or feel or see. Is it, then, wonderful that, when you are not with me, I fall ill? Without you everything is wearisome and distasteful. I feel like a machine, I walk and act without knowing ever what I am doing. Yes, I am like a machine whereof"
"— Извергнуть из гражданской среды! — вдруг заговорил вдохновенно Обломов, встав перед Пенкиным. — Это значит забыть, что в этом негодном сосуде присутствовало высшее начало; что он испорченный человек, но все человек же, то есть вы сами. Извергнуть! А как вы извергнете из круга человечества, из лона природы, из милосердия Божия? — почти крикнул он с пылающими глазами.","— Spew out of the civilian environment! Oblomov suddenly spoke with inspiration, standing in front of Penkin. “It means forgetting that a higher principle was present in this worthless vessel; that he is a corrupted man, but he is still a man, that is, you yourself. Regurgitate! And how will you vomit out of the circle of humanity, out of the bosom of nature, out of the mercy of God? he almost shouted, eyes blazing.","“Cast out from civil life?” began Oblomov, suddenly inspired and standing before Penkin. “That means forgetting that this unworthy vessel contains a higher principle. He may be a depraved man, but he is still a man, just like you. Cast him out? But how can you cast him out of the circle of mankind, the lap of nature, and God’s mercy?” he nearly shouted, his eyes blazing.","‘Cast out from society?’ Oblomov suddenly cried, as though inspired, jumping to his feet and facing Penkin. ‘That means forgetting that there was a living spirit in this unworthy vessel; that he is a depraved man, but a man none the less like yourself. Cast him out! And how do you propose to cast him out from human society, from nature, from the mercy of God!’ he almost shouted, his eyes blazing.",
"Между тем и ему долго, почти всю жизнь предстояла еще немалая забота поддерживать на одной высоте свое достоинство мужчины в глазах самолюбивой, гордой Ольги не из пошлой ревности, а для того, чтоб не помрачилась эта хрустальная жизнь; а это могло бы случиться, если б хоть немного поколебалась ее вера в него.","Meanwhile, for a long time, almost all his life, he still had to take considerable care to maintain his dignity as a man at the same height in the eyes of proud, proud Olga, not out of vulgar jealousy, but so that this crystal life would not be darkened; and this might have happened if her faith in him had been shaken a little.","Meanwhile, for a long time, almost his whole life, he had faced the considerable concern of maintaining his dignity as a man in the eyes of ambitious and proud Olga, not out of base jealousy but so that this crystalline life would not dim, which could happen if her faith in him wavered the least bit.","Meanwhile he, too, was faced for years, for almost his whole life, with the not inconsiderable task of maintaining his dignity as a man on the same high level in the eyes of a woman so proud and with so proper a regard for her own self-respect as Olga, not out of vulgar jealousy, but so as to make sure that her life, which was clear as crystal, should not be darkened; and this might well happen if her faith in him were in the least shaken.","The love beheld in that vision was a love which, unfading and indestructible, expressed itself on the features of husband and wife only during seasons of mutual sorrow, and shone forth only in slow, silent glances of mutual sympathy, and voiced itself only in a constant, joint endurance of the trials of life as he and she restrained the tears, and choked back the sobs, which those trials called forth."
"— Ты мне рисуешь одно и то же, что бывало у дедов и отцов.",- You draw me the same thing that happened to grandfathers and fathers.,“You’re drawing me the exact same thing your fathers and grandfathers had.”,‘You are describing to me the same sort of thing our fathers and grandfathers used to do.’,
"— Смотрите, просыплю корицу; вам же нечего будет в пирожное положить, — заметила она.","- Look, I'll spill the cinnamon; you won’t have anything to put in a cake, ”she remarked.","“Look out, I’m going to spill the cinnamon and there won’t be any for you to put on your pie,” she remarked.","‘Please be careful, or I’ll spill the cinnamon and there won’t be any left for the pastry,’ she observed.","This, then, was the corner of the world whither Oblomov passed in his sleep."
— Так что ж там есть еще? — спросил он.,"""So what else is there?"" - he asked.",“So what else is there?” he asked.,‘What else is there left?’ he asked.,
"— Помню, — продолжал Штольц, — как ты однажды принес мне перевод из Сея, с посвящением мне в именины; перевод цел у меня. А как ты запирался с учителем математики, хотел непременно добиться, зачем тебе знать круги и квадраты, но на половине бросил и не добился? По-английски начал учиться… и не доучился! А когда я сделал план поездки за границу, звал заглянуть в германские университеты, ты вскочил, обнял меня и подал торжественно руку: «Я твой, Андрей, с тобой всюду», — это всё твои слова. Ты всегда был немножко актер. Что ж, Илья? Я два раза был за границей, после нашей премудрости, смиренно сидел на студенческих скамьях в Бонне, в Иене, в Эрлангене, потом выучил Европу, как свое имение. Но, положим, вояж — это роскошь, и не все в состоянии и обязаны пользоваться этим средством; а Россия? Я видел Россию вдоль и поперек. Тружусь…","“I remember,” Stolz continued, “how you once brought me a translation from Say, with a dedication to my name day; I have the translation. And how did you lock yourself up with a math teacher, you wanted to achieve without fail, why do you need to know circles and squares, but gave up halfway through and did not achieve? I started learning English... and didn't finish my studies! And when I made a plan for a trip abroad, invited me to look into German universities, you jumped up, hugged me and gave me a solemn hand: “I am yours, Andrei, with you everywhere,” these are all your words. You've always been a bit of an actor. Well, Ilya? I was twice abroad, after our wisdom, humbly sat on the student benches in Bonn, in Jena, in Erlangen, then I learned Europe as my estate. But, let's say, voyage is a luxury, and not everyone is able and obliged to use this means; and Russia? I saw Russia up and down. I'm working...","“I remember,” continued Stolz, “how once you brought me a translation of Say with a dedication to me on my name-day; I still have the translation intact. And how you locked yourself in with your mathematics teacher because you had to find out why you needed to know your circles and squares, but abandoned it halfway through and never did. You started studying English . . . and never finished! And when I made plans for a trip abroad and invited you to take a look at the German universities, you jumped up, embraced me, and shook my hand solemnly: ‘I’m yours, Andrei, I shall go everywhere with you.’ Those are all your words. You were always something of an actor. What happened, Ilya? I’ve been abroad twice, seeking wisdom, and I sat humbly on student benches in Bonn, Jena, and Erlangen, and then I learned Europe as if it were my own estate. A voyage is a luxury, I’ll grant you that, and not everyone is in a position or obliged to enjoy this means, but what about Russia? I’ve seen the length and breadth of Russia. I work—”","‘I remember,’ Stolz went on, ‘how once you brought me a translation from a book by Jean-Baptiste Say which you dedicated to me on my name-day. I have it still. And how you used to closet yourself with the teacher of mathematics because you were determined to find out why you had to know all about circles and squares, but threw it up half-way and never found out! You began to learn English and – never did learn it! And when I drew up a plan for a journey abroad and asked you to take a course at the German universities with me, you jumped to your feet, embraced me, and solemnly held out your hand to me: “I’m yours, Andrey, and I will go with you everywhere” – those were your very words. You always were a bit of an actor. Well, Ilya? I’ve been abroad twice, and after all the things I learned at our universities, I humbly sat on the students’ benches in Bonn, Jena, and Erlangen, and then got to know Europe like my own estate. But after all a journey abroad is a luxury and not everybody can afford it – but Russia? I have travelled all over Russia. I work – –’",
— Что ж делать? Поддаться и тосковать?,- What to do? Give in and grieve?,“What am I to do? Surrender to it and languish?”,"‘What am I to do, then? Yield and be miserable?’","""Then what ought I to do? To submit to them, and to wear out my heart?"""
— Обломовщина! — мрачно отвечал Андрей и на дальнейшие расспросы Ольги хранил до самого дома угрюмое молчание.,- Oblomovism! - Andrey answered gloomily and kept a gloomy silence to Olga's further questions until the house.,"“Oblomovshchina!” replied Andrei darkly, and in the face of Olga’s further questioning maintained a gloomy silence all the way home.","‘Oblomovitis!’ Andrey replied gloomily, and in spite of Olga’s questions preserved a sullen silence till they got home.","""The disease of Oblomovka,"" was the grim response. And throughout the rest of the journey homeward Schtoltz refused to answer a single one of Olga's questions."
