id,source,translation
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek do drinków i butelek piwa były całkowicie puste."
37,Drained.,Wysłany.
38,"Those parents were in a hurry, then.",Ci rodzice byli wtedy pośpieszni.
39,"""No way,"" said Sukey firmly, and shook her head.",— Nie ma mowy — stanowczo powiedziała Sukey i potrząsnęła głową.
40,"""Then who is your mother?","""A więc kim jest twoja matka?"
41,The one with the big ass?,Ten z dużym tyłkiem?
42,"Or the one with the clubfoot?""",Czy ten z kulawą stopą?
43,"""Neither,"" said Sukey.",— Żaden — odpowiedziała Sukey.
44,"""So fuck you.""","""Więc przykro mi."""
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Jeden pies dostał makijaż na twarz, szminkę i niebieską cień do powiek."
46,"It was a white-faced dog, so the makeup showed up well.","To był pies o bladym pysku, więc makijaż dobrze się wyłonił."
47,We liked to have an impact.,Chcieliśmy mieć wpływ.
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Kiedy skończyliśmy, szminka wróciła do jakiejś matczynej torebki ręki Fendi."
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak to nałożyła, nieświadomi."
50,That was satisfying.,To było satysfakcjonujące.
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Wystawiliśmy psy w sztuce i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być widownią."
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były źle wyszkolone i nie umiały się podporządkować poleceniom.
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było tam dwóch żołnierzy i elegancka dama, którą ubraliśmy w koronkowy usztywniany biustonosz."
54,The soldiers were cowards.,Żołnierze byli tchórzami.
55,"Deserters, basically.","Dezerterzy, w zasadzie."
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy okrzyk bojowy."
57,(A blaring klaxon.,(Trąbiący klakson.)
58,It went hoh-onk.),Słychać było hoh-onk.
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza kanadyjka mogłaby nas zabrać na ocean.
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Popłyniemy przez jezioro, przez mokradła, wzdłuż strumienia i dotrzemy do ujścia rzeki."
61,Where the water met the sky.,Gdzie woda spotykała niebo.
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Przebiegaliśmy wzdłuż plaży na solnym wietrze, zostawiając nasze łodzie na piasku."
