id,source,translation
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Wydawało mi się, że ma dziwną minę i prawie się zaśmiałam, ale gdy zauważyłam, że ta osoba wpatruje się we mnie rękami nie odrywając wzroku, zdałam sobie sprawę, że jedna kaczka to za mało."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy powinnam przynieść więcej?"" - Matka, która w końcu wróciła do swoich zmysłów, głośno zawołała moje imię, patrząc na wróble idące rzędem blisko mnie."
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Chciałabym zbudować grobowiec i pochować tam ptaszka."""
19,ほら、皆も泣いてるよ。,"Widzisz, wszyscy również płaczą."
20,お友達が死んじゃって寂しいね。,"Przykro mi, że twój przyjaciel zmarł i że jesteś samotny."
21,ね、かわいそうでしょう？」,"Nie jest jej to przykro, prawda?"
22,「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Dlaczego? Przecież już umarłeś"" - na moje pytanie matka zaniemówiła."
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko włożyć puszkę kawy, papierosy i hot-doga amerykańskiego do małego worka w rozmiarze S."
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"W tym czasie mężczyzna, który cały czas żonglował drobnymi monetami w kieszeni, nagle sięgnął do kieszeni na piersi."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Natychmiast zrozumiałem, że zamierza zapłacić kartą bezdotykową."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Witam, dzień dobry!"" Po lekkim ukłonie przyjęłam puszczkę kawy od męskiego klienta."
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, i jedno paczkę Marlboro Light Menthol w rozmiarze 5."" ""Rozumiem."" Szybko wyciągnęłam paczkę papierosów Marlboro Light Menthol rozmiar 5 i zeskanowałam ją na kasie."
28,「年齢確認のタッチをお願いします」,"""Proszę o potwierdzenie wieku dotykiem."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Przestaje poruszać palcem, widząc jak wzrok mężczyzny przechodzi płynnie na ladę z fast foodami, przy dotykaniu ekranu."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"Możesz zapytać, czy coś cię interesuje, ale gdy klient wydaje się być niezdecydowany, cofam się i czekam."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,Zwrócił się w stronę delikatnego dźwięku monet w skrzynce i spojrzał na kasę.
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Ludzie, którzy biorą pieniądze z kieszeni lub portfela i szemrzą nimi, najczęściej kupują papierosy lub gazety i szybko wracają do domu, więc są wyczuleni na dźwięk pieniądza."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Na dobrą sprawę, stał tam mężczyzna z puszki kawy w ręku i drugą ręką wciśniętą w kieszeń, zbliżając się do kasy."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przesunąłem się po sklepie, wsunąłem się za ladę kasową i stanąłem tam czekając, aby nie trzymać klientów w kolejce."
35,コンビニエンスストアは、音で満ちている。,Sklep convenience store jest pełen dźwięków.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"Odgłos dzwonka, gdy wchodzi klient, oraz głos idola promującego nowy produkt przez transmisję radiową wewnątrz sklepu."
37,店員の掛け声に、バーコードをスキャンする音。,Dźwięk skanowania kodów kreskowych w odpowiedzi na okrzyk kasjera.
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Słychać było dźwięk wkładania przedmiotu do koszyka, trzymanie torby z chlebem i hałas obcasów poruszających się po sklepie."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko się miesza i staje się dźwiękiem „sklepików convenience store”, nieustannie dotykając mojej błony bębenkowej."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki często spotykają się w swoim rodzinnym mieście, więc mają podobne wyrazy twarzy i sposób rozmowy."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Szczególnie w jaki sposób jedzą słodycze jest podobny, obydwoje łamią ciasteczko małymi kawałkami za pomocą paznokci i wkładają je do ust."
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję przypomnieć sobie, czy to zawsze było tak, ale moje wspomnienia są mgliste."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może już te drobne nawyki i gesty, które mieliśmy gdy się spotkaliśmy wcześniej, gdzieś zniknęły."
