Source,GoogleTranslate,human1,human2,human3
“நாதா! உங்கள் கையில் வாளும் வேலும் இருக்கும்போது மந்திரம் எதற்கு? பேதைப் பெண்ணாகிய என்னிடம் விட்டு விடுங்கள் மாயமந்திரங்களை! தங்களுக்கு எதற்கு மாயமும் மந்திரமும்?” என்றாள் நந்தினி.,"“Natha! Why magic when you have a sword and spear in your hand? Leave the magic to me, ghost girl! What is magic and sorcery to them? ” Said Nandini.","“My Lord! When you have your sword and spear, why do you need spells?”","“But why you need such pathetic aids, Nadha? Pray leave such paltry devices to me, a feeble woman. Your valiant hands, used to swords, spears and glorious battle, need never have recourse to such things.”","“My heart! Why do you need a mantra when you bear a spear and sword in your hand? Leave sorcery to defenceless girls like me, you don’t need it,” said Nandini."
ஆகா! கதவு திறந்து மூடும் ஓசை!… மறுபடியும் காலடி ஓசை!… இன்றைய இரவின் அதிசயங்களுக்கு முடிவே கிடையாது போலும்! அதிசயங்களுக்கும் அளவில்லை! பயங்கரங்களுக்கும் எல்லையில்லை! இம்முறை வெகு தூரத்திலிருந்து அந்தக் காலடிச் சத்தங்கள் கேட்டன. இரண்டு பக்கங்களிலிருந்தும் வருவதாகத் தோன்றியது.,Wow! The sound of the door opening and closing! கால The sound of footsteps again!… Tonight's wonders seem to have no end! There is no end to the wonders! Terror has no limits! This time the footsteps were heard from a distance. It seemed to be coming from both sides.,Aha! What was that sound? Seemed like somebody was opening a door and closing it…! ‘ This appears to be one endless night of wonders!’ he said to himself. He could hear footsteps echoing in the palace. He stood still holding his breath while his eyes darted around sharply to watch out for any signs of light.,"—but wait. Was that the sound of a door opening? Were those footsteps again? Ah, would there never be an end to the night's mysterious happenings? Nor the terrors, apparently. It seemed to Vandhiyathevan that the footsteps, this time, seemed to come from very far away—and from two different directions, to boot.","Aha! He heard a door open and then close. And footsteps again. There was no end to the wonders of this night. No limit to strange happenings, to fear. This time the footsteps sounded as though they were from a distance. He heard them on both sides."
பழையாறு நகரின் சோழ மாளிகைகளையொட்டித் தென்புறத்தில் அத்தகைய ஓடை ஒன்று இருந்தது.,There was one such stream on the south side of the Chola mansions of the old city.,There was one such lake that flowed near the palaces of Chola kings in Pazhaiarai.,"One such lake lay to the south of Pazhaiyarai's many Chozha dwellings, and its proximity to the palaces made it one of its chief adornments.","There was a canal of this kind adjoining the Chozha palace at Pazhayarai, to the south of it."
அவன் ஆடியது தான் அதிகப் பொருத்தமாயிருந்தது என்றும் சொன்னார்கள். கம்ஸ வேஷக்காரன் கோபித்துக் கொண்டு போய் விட்டான். “அவன் போனால் போகட்டும்; நானே உங்களுடன் நகரத்துக்குள் வந்து ஆடுகிறேன்” என்று வந்தியத்தேவன் ஒப்புக் கொண்டான். நாடக கோஷ்டியார் மகிழ்ச்சியுடன் அவனைத் தங்களுடன் சேர்த்துக் கொண்டு சென்றார்கள்.,"They also said that what he played was more appropriate. The Kamsa impostor got angry and left. “If he goes, let him go; I will come and dance with you in the city, ”Vandiyadeva agreed. The theatrical troupe happily took him with them.","Impressed by his enthusiastic playacting, the troupe members appreciated him. The artist who was to play Kamsa abandoned the troupe in anger, while Vandiya Devan agreed to come along with them to the city, to perform.","The rest of the troupe agreed, carried away with his theatrics, even going so far as to say that Vandhiyathevan put on a much better show than their own member. This seemed to be the cue for the original Kamsan to tear the rest of his disguise and stomp away, disgusted and furious. “Who cares about that idiot?' Vandhiyathevan shrugged, superbly. “I'm here now—and I shall play Kamsan, if you wish.” The theatre troupe did so wish, and bore him off promptly, delirious with joy at having found a true actor.",They agreed he was more suited to the role. The actor who had played Kamsa left in a huff. “Let him go!” said Vandiyathevan. “I will come with you and play the role.” The troupe gratefully accepted this offer and took him along.
"“நன்று சொன்னீர், தளபதி! இப்போதாவது இதை நீர் உணர்ந்தீர், அல்லவா? ‘வைத்தியர் சொல்வதைக் கேட்க வேண்டாம்; புலவர்கள் வருவதைத் தடுக்க வேண்டாம்’ என்று உமக்கு நான் அடிக்கடி சொன்னதின் காரணம் தெரிகிறது அல்லவா?” என்றார் சக்கரவர்த்தி.","“Well said, Commander! You just realized this, didn't you? ‘Don’t listen to the doctor; Don't you understand why I often told you, 'Don't stop the poets from coming?' Said the Emperor.","“Yes Dalapati, well said! I have always told you to allow the poets to visit me. But you always listen to the physician and not to me.” On hearing this, the royal physician came forward to say something.","“You make an excellent point, Commander—and have proven the truth of my words as well. I did ask, did I not, to disregard the physicians and allow the court poets to meet me, instead of barricading me against them?” The royal physician judged this the right moment to rise, cover his mouth with his palms in extreme deference and launch into a long and involved explanation, but the Emperor did not seem very interested in it.","“Well said, Thalapathi! At least you realize this now. Do you understand now why I've always said, don’t listen to the doctors, don’t keep the poets away from me?’ The palace physician rose and tried to say something."
“உம்மிடம் அந்தரங்கமான வேலை எதையும் நம்பி ஒப்புவிக்கலாம் என்று இதில் இளவரசர் எழுதியிருக்கிறாரே? அதன்படி நீர் நடந்து கொள்ளப் போவதில்லையா?”,"""Did the prince write in it that he could entrust you with any intimate work?"" Aren't you going to act on that? ”",“My brother has sent a message saying that you are trustworthy enough to entrust any mission. Are you not going to abide by his words?”,"“My brother, the Crown Prince states here very clearly that I may entrust any confidential assignment to you.",“The Crown Prince says here that I can entrust you with a confidential assignment. Will you not act accordingly?”
“அம்மணி! தாங்கள் சோழ மகாராஜ்யத்தில் சர்வ சக்தி வாய்ந்த தனாதிகாரியின் ராணி. நினைத்ததை நினைத்தபடி சாதிக்கக்கூடிய சக்தி வாய்ந்தவர். நானோ ஒருவிதச் செல்வாக்கும் இல்லாதவன். தங்களுக்கு நான் என்ன விதத்தில் உதவி செய்ய முடியும்?” என்றான்.,“Mother! They are the queen of the almighty dictator in the Chola kingdom. Powerful to achieve what is thought. Nano has no influence whatsoever. How can I help them? ” Said.,“Devi! You are the wife of the most powerful person in the Chola Kingdom. And I am only a poor soldier. How can I be of any help to you?” Wanting to know whether he really meant what he said Nandini looked at him sharply.,"What do you say?” “My lady—you're the queen of the Dhanadhikari of the Chozha empire, who happens to be one of the most powerful personages in the land. There's nothing in this country that you cannot accomplish. I, on the other hand, possess not the slightest bit of influence. How would it be possible for me to aid you in any way?” Wondering if these words were heartfelt or mere lip-service paid by a talented courtier, Nandhini trained the power of her lovely eyes on him, searching, it seemed, right into his very heart.","“Devi! You are the queen of the dhanadhikari, who is all powerful. You can achieve whatever you want. I have no influence at all. In what way will I be able to help you?” Nandini darted a piercing look at him, to fathom whether these were mere words or whether they came from his heart."
"எல்லாரும் ஆடை ஆபரணங்களினால் ஜொலித்துக் கொண்டு மகிழ்ச்சியினால் மலர்ந்த முகங்களோடு எங்கள் வரவை ஆவலுடன் எதிர்பார்த்துக் கொண்டு நின்றார்கள். ஆனால் அத்தனை முகங்களிலும் ஒரே ஒரு முகந்தான் என் கண்ணுக்குத் தெரிந்தது, அது நந்தினியின் முகந்தான்.","Everyone shone with costume jewelry and eagerly awaited our arrival with happy blooming faces. But of all the faces only one face was visible to my eye, it was Nandini's face.","But among all their faces, I could only see one woman’s face.","Their faces shone, their smiles brilliant, on this joyous occasion; clearly, they'd been expecting our arrival eagerly. But my eyes were riveted onto only one person—or rather, one face. Nandhini.","My sister, her friends and a number of old and young women were waiting for us in the anthappuram, elegantly dressed, dazzling with jewels, their faces aglow with happiness. But I saw only one face – my Nandini’s."
"இந்த இரு மங்கைமார்களும் படகிலிருந்து கரையில் இறங்கினார்கள். குந்தவை மற்ற தோழிப் பெண்களைப் பார்த்து, “நீங்கள் இங்கேயே இருங்கள். ஒரு நாழிகை நேரத்தில் திரும்பி வந்து விடுகிறோம்!” என்றாள். அந்தத் தோழிப் பெண்கள் அனைவரும் தெய்வத் தமிழ்நாட்டில் பற்பல சிற்றரசர்களின் அரண்மனையில் பிறந்த அரசகுமாரிகள்.","The two sailors disembarked from the boat. Kundavai looked at the other girlfriends and said, “You stay here. We'll be back in an hour! ” Said. All those bridesmaids were princesses born in the palaces of many Chitra kings in the divine Tamil Nadu.","After the boat had reached the bank, both the women got down. Princess Kundavai told the other women, “Girls! Stay here, we will be back in an hour.” All the other women in the boat were not mere companions of the princess. They were all daughters of petty kings and noble lords who ruled under Sundara Chola.","When the young ladies had stepped out of the boat, Kundhavai turned to look at the others, still in it. “Stay where you are. We shall return in a naazhigai.” All the young women in the boat belonged to one royal clan or the other in the empire; they resided with Princess Kundhavai in Pazhaiyarai as was the custom; all hoped for her patronage, as the princesses of various vassal kingdoms.","The two women came ashore. Kundavai turned to her companions and said, “Wait here, all of you. We will be back in a short while.” All the women were daughters of chieftains and had come to Pazhayarai considering it a privilege to be a companion to Kundavai."
“அப்படியானால் உனக்குத் தகுந்த மணப் பெண் என்று சொல்லு. மாமன் மகளாகையால் முறைப் பெண்ணுங் கூடத்தானே? கல்யாணம் எப்போது?” என்று கேட்டான் வந்தியத்தேவன்.,“Then tell me you are the right bride. Is she a formal girl because she is my uncle's daughter? When is the wedding? ” Vandiyadhevan asked.,"“Good! She is your uncle's daughter, which makes her your bride by rights. So, when is the wedding?” “She might be the perfect bride for me, but I do not consider myself the ideal groom for her.","“The perfect bride for you, in fact!” he enthused. “And as she's your muraippenn, your cousinly claims possess even more merit—so, when's the wedding?”","“Then she's a suitable bride for you. Since she's your cousin, it would be in keeping with custom. When will the wedding be held?”"
"ஓடைகளில் அல்லியும் குவளையும் காடாகப் பூத்துக் கிடந்தன. குளங்களில் செந்தாமரையும் வெண்தாமரையும் நீலோத்பவமும் செங்கழுநீரும் கண்கொள்ளாக் காட்சியளித்தன. வெண்ணிறக் கொக்குகள் மந்தை மந்தையாகப் பறந்தன. செங்கால் நாரைகள் ஒற்றைக்காலில் நின்று தவம் செய்தன. மடைகளின் வழியாகத் தண்ணீர் குபுகுபு என்று பாய்ந்தது. நல்ல உரமும் தழை எருவும் போட்டுப் போட்டுக் கன்னங்கரேலென்றிருந்த கழனிகளின் சேற்றை உழவர்கள் மேலும் ஆழமாக உழுது பண்படுத்தினார்கள். பண்பட்ட வயல்களில் பெண்கள் நடவு நட்டார்கள். நடவு செய்து கொண்டே, இனிய கிராமிய பாடல்களைப் பாடினார்கள். கரும்புத் தோட்டங்களின் பக்கத்தில் கரும்பு ஆலைகள் அமைத்திருந்தார்கள். சென்ற ஆண்டில் பயிரிட்ட முற்றிய கருப்பங்கழிகளை வெட்டி அந்தக் கரும்பு ஆலைகளில் கொடுத்துச் சாறு பிழிந்தார்கள். கரும்புச் சாற்றின் மணமும், வெல்லம் காய்ச்சும் மணமும் சேர்ந்து கலந்து வந்து மூக்கைத் தொளைத்தன.","Alli and the vase blossomed in the streams. In the pools, Senthamarai and Vendhamarai were seen with blue eyes and red water. White cranes flew in flocks. The red storks stood on one leg and did penance. Water gushed through the ditches. The farmers plowed and cultivated the mud of the ditches with good manure and foliar fertilizer. Women planted in cultivated fields. While planting, they sang sweet folk songs. Sugarcane mills were set up next to sugarcane plantations. They cut the mature blackberries grown last year and gave them to the sugarcane mills and squeezed the juice. The smell of sugarcane juice and the smell of jaggery came together and pierced the nose.","No wonder the kingdom was so prosperous! As he passed by, he saw farmers toiling in their fields while their wives cooked food in homes made of thatched huts.","Hyacinths and lilies grew in profusion in the brooks, while the ponds practically overflowed with red and white lotuses, and water-lilies, in a riot of colour and scent. Flocks of storks flew into the sky, large off-white patches in contrast to the vibrant shades on earth; Naarai birds stood on one red leg in the waters, lost in meditation. Smaller canals crisscrossing the fields gushed with water; the fields themselves, enriched as they were manure, leaves and shoots were a deep, earthy colour, overflowing with mush. Farmers worked these lands from dawn to dusk, tilling the soil; women bent towards the earth, engaged in planting, even as they raised their voice in glorious folk songs. Lush, fully grown sugarcanes from the previous year were cut in the fields and transported to mills nearby, where they were promptly pressed for their sweet juice; jaggery was boiled in their vicinity as well, and the scents mingled, assaulting the senses in tantalizing fashion.","The profusion of lotuses and lilies in the ponds were a delight. White cranes flew in flocks. Standing on one leg, storks seemed to be performing penance. Water gushed out of canals. The black, muddy fields, well manured, were being ploughed deeper by the farmers. Women sang folk songs as they planted seedlings in the prepared fields. Presses to extract the juice from the previous year’s ripe Sugarcane crop had been put up near the cane fields. The aroma of the cane juice and of cooking jaggery pierced Vandiyathevan's nostrils."
"கந்தமாறவேளின் முகம் சுருங்கிற்று; மேலும் தந்தையுடன் வாதமிட அவன் விரும்பவில்லை. வந்தியத்தேவனை அப்பால் அழைத்துச் சென்றான். வந்திருந்த விருந்தாளிகளுக்கு மத்தியில் நடுநாயகமாக ஓர் உயர்ந்த பீடத்தில் அமர்ந்திருந்த பழுவேட்டரையரிடம் அழைத்துப் போய், “மாமா! இவன் என் ஆருயிர் நண்பன் வந்தியத்தேவன், வாணப் பேரரசர் குலத்தவன்.","The face of Kandamaravel shrinks; And he did not want to argue with his father. Vandiyadeva was taken away. Among the guests who came was a mediator who took me to the repairman sitting on a high pedestal and said, “Uncle! Ivan is my dear friend Vandiyadhevan, the clan of the Vanap emperor.","“Even then, he needn’t have created so much of a commotion,” said Kandanmaran’s father. Not wanting to argue further with his father, Kandanmaran pulled Vandiya Devan along and took him to the center of the terrace, where many noblemen had assembled. There he introduced Vandiya Devan to Pazhuvetarayar. “Mama [37], this is my friend Vandiya Devan of Vanar clan.","Kandamaran's face grew pinched, but it was obvious that he did not want to argue with his father. He took his friend aside, and made haste to present him to Pazhuvettarayar, seated majestically, in a richly decorated throne in the midst of them all. “Uncle, here is my dear friend Vandhiyathevan, descended from the illustrious Vaanar dynasty.","Kandan Maran’s face fell. He did not want to discuss the matter further with his father. He drew Vandiyathevan away and took him to meet Pazhuvettarayar who was seated on a raised chair in the midst of the other guests. He said, “Mama (uncle), this is my good friend, Vandiyathevan. He belongs to the Vana dynasty."
“முகத்தைப் பார்க்காமல் முதுகைப் பார்த்துக் கொண்டு புகழ்ச்சி கூறுவதற்காகத்தான். அதில் ஒன்றும் தவறு இல்லையல்லவா?”,"""It simply came to our notice then. Is there nothing wrong with that? ”",“I won’t praise you to your face. But I will praise you to your back!”,"“I shall then be able to flatter your back, won't I? Surely there's nothing untoward about expressing appreciation that way.”","“So that I can praise you from the back, without looking at your face. That wouldn’t be wrong, would it?”"
"“அவர் பேச்சில் அரை வீசம் உண்மையும் இருக்கும் என்றேனே, அந்த அரை வீசத்தில் அது சேர்ந்தது.”","""As long as he's half true in his speech, it's included in that half wave.""",This belongs there.”,"“I did mention that there would half a veesam's truth in his words, didn't I? There you are.”",It could be that bit.”
"“பரிதாபம் என்று கூடச் சொல்லக் கூடாது, அண்ணா! அதுவும் ராஜ நிந்தனை என்று சொல்லிப் பழுவேட்டரையர்கள் தண்டனை விதிப்பார்கள்.”","“Don’t even say awful, brother! The scavengers will punish you for saying that too is blasphemy. ”","“We dare not pity the King, Anna. These Pazhuvetarayars might consider it as royal indecorum and throw us in the dungeon!”","“What a pity!” “I'm not sure you can even voice such sentiments, Anna—for fear of being tried for treason by the Pazhuvettarayars.”","“Don’t use the word ‘sad’, Anna. The Pazhuvettarayars could construe even that as treason and punish you.”"
“பின்னே என்ன கேட்கிறாய்?..”,"""What are you asking behind?""",“Then why did you ask?”,"“What, then?”","“Then, why do you ask?”"
“கடவுள் கிருபையினால் அப்படியே ஆகட்டும். இப்போது அந்த வாலிபர்கள் இருவரும் எங்கே?”,“By the grace of God so be it. Where are those two teenagers now? ”,“May your words come true! Vaidiyarey! Where are the young men who will travel to Kodi Karai?”,"“May it be so, by God's grace. And so—where are those young men, now?”","“May that happen, by the grace of God. Where are the two youngsters now?”"
"“குருதை ஓடுகிறதடா! நிஜக் குருதை தானடா!” என்று அவ்வீரர்கள் கூச்சலிட்டு, “உய்! உய்!” என்று கோஷித்து, ஓடுகிற குதிரையை மேலும் விரட்டினார்கள்!.","“The blood is running! Don't be a real blind man! ” The warriors shouted, “Uh! Uh! ” Chanting, they chased the running horse further !.",“Aha! The horse is running.,"“Ah, look at it run! It really is a mule, then —how wrong we were!” yelled the soldiers, carried away by what was, to them, a hilarious sight.","“It is running. It’s a real horse!” “Oi, Oi!” The soldiers goaded it further."
“என் பெயர் வந்தியத்தேவன்!”,"""My name is Vandiyathevan!""",“My name is Vandiya Devan.”,“My name is Vandhiyathevan.”,“My name is Vandiyathevan.”
"“மறுபடியும் சந்திப்பதாகச் சொல்வது பொருத்தமில்லை, தேவி!”","""It's not fair to say see you again, Goddess!""","“I didn’t dream of meeting you again, Devi, because you were always in my thoughts.","“Hardly accurate to term this a second meeting, Devi.”","“It is not right to say we meet again, Devi.”"
