Source,GoogleTranslate,human1,human2,human3
"Jeg tog den med ro og krøb hjemad med langsom sneglefart. Jeg følte tørst, heldigvis for første gang hele dagen, og jeg gik og kiggede mig om efter et sted at drikke. Jeg var kommet for langt væk fra basarerne, og ind i et privat hus ville jeg ikke gå; jeg kunne måske også vente, indtil jeg kom hjem; det kom til at tage et kvarters tid. Men der var heller ingen, der sagde, at jeg fik lov til at beholde en slurk vand indenbords; min mave kunne ikke længere tåle noget som helst, jeg følte endda kvalme af det spyt, jeg gik og sank.","I took it easy and crawled home at a slow snail's pace. I felt thirsty, thankfully for the first time all day, and I went and looked around for a place to drink. I had come too far away from the bazaars, and into a private house I would not go; I might as well wait until I got home; it was going to take a quarter of an hour. But there was also no one who said I was allowed to keep a sip of water inside; my stomach could no longer tolerate anything, I even felt nausea from the saliva I went and sank.","I took it easy and crept at a slow snail's pace. I felt thirsty, luckily for the first time all day. I walked on, looking for a place to get a drink. I was a long way from the market square, and I didn't want to ask at a private house; I could wait of course until I got home--that would take fifteen minutes. Of course it wasn't at all certain I could keep down a mouthful of water either; my stomach was sensitive to everything now-- I even felt nauseated from the spit I swallowed as I walked.","I took my ease, and crept home at a slow snail's pace. I felt thirsty, luckily for the first time through the whole day, and I went and sought about for a place where I could get a drink. I was a long distance away from the bazaar, and I would not ask at a private house. Perhaps, though, I could wait till I got home; it would take a quarter of an hour. It was not at all so certain that I could keep down a draught of water, either; my stomach no longer suffered in any way--I even felt nausea at the spittle I swallowed.","I took my time going home, crawling at a snail’s pace. I felt thirsty, happily for the first time all day, and kept looking around for a place to drink. I had gotten too far away from the Arcades, and I didn’t want to walk into a private house. Perhaps I could just wait till I got home, it would take a mere quarter of an hour. It was by no means certain that I could keep down a mouthful of water anyway; my stomach didn’t tolerate anything anymore, I even felt nauseated by the saliva I kept swallowing."
"Nå, var hun så smuk? mumlede den gamle med en fraværende mine og så ned i jorden.","Well, was she so beautiful? mumbled the old man with an absent mine and looked down at the ground.","""So, she must have been pretty, then, eh?"" the old man mumbled with an absent air, looking down at the ground.","""So--o; was she so lovely?"" remarked the old fellow, with an absent air, as he gazed at the ground.","“She was that pretty, was she?” the old man remarked with an absent air, looking down at the ground."
Og jeg gik op ad trappen. Hjertet slog tungt i mit bryst.,And I went up the stairs. My heart was pounding in my chest.,I walked back up. My heart thumped inside.,"""Oh yes; don't say that,"" I mumbled; ""it is kindly done of you,"" and I ascended the steps again. My heart was throbbing violently in my breast.",I went back up. My heart was pounding.
"Uha, dog, sig dog ikke sådan noget ... Nu er der ikke så langt igen. Og hun satte farten lidt op.","Uha, though, do not say such a thing ... Now there is not so far left. And she picked up the pace a bit.","""Oh, please, don't talk like that. . . . We haven't far to go now. "" And she walked a little faster.","""Ugh, no; you make me feel ashamed.... We have not got very far now""; and she walked on a little faster.","“Oh dear, don’t say such things. . . . We haven’t got very far to go now.” And she walked a little faster."
"Nå, men hvorfor var jeg ikke blevet anholdt? Så ville det være kommet til en afslutning. Jeg havde jo praktisk talt rakt hænderne frem mod håndjernene. Jeg ville overhovedet ikke have kæmpet imod, jeg ville tværtimod have samarbejdet. Himlens og Jordens Herre, en dag af mit liv for et eneste lykkeligt sekund! Hele mit liv for en portion linser! Hør mig bare denne ene gang! ...","Well, but why had I not been arrested? Then it would have come to an end. I had practically straightened my hands towards the handcuffs. I would not have fought at all, on the contrary, I would have cooperated. Lord of Heaven and Earth, one day of my life for one happy second! My whole life for a serving of lentils! Just hear me this one time! ...","But why then hadn't I been locked up? That would have concluded the whole thing. I had as much as reached my wrists out for the handcuffs. I would not have offered the slightest resistance. On the contrary, I would have helped the officer. Oh, God of heaven and of earth, I would give a whole day of my life for one happy second now! My entire life for a mess of pottage! Hear me this once only! . . .","Well, why hadn't I been locked up? then it would have come to an end. I would almost have stretched out my wrists for the handcuffs. I would not have offered the slightest resistance; on the contrary, I would have assisted them. Lord of Heaven and Earth! one day of my life for one happy second again! My whole life for a mess of lentils! Hear me only this once!...","All right. But why had I not been run in? Then it would be over with. After all, I had practically held out my hands for the irons. I wouldn’t have put up the least resistance, I would have helped them. Lord of heaven and earth, one day of my life for a happy moment once again! My whole life for a mess of pottage! Hear me just this once! . . ."
"Ja, det var helt sikkert den samme mand, som han havde kørt med. Han kunne kende ham igen ...","Yes, it was definitely the same man he had ridden with. He could recognize him again ...","Yes, there was no question, it was the same man that he had driven before. He recognized him.","Yes, it was clear that it was the same man he had driven. He recognized him--and he drove so that the horse's shoes struck sparks as they touched the stones.","Yes, it was obviously the same man he had driven. He had recognized him."
"Og moren, denne gravide kone, som dominerer hele den trange gade med sin mave, svarer det tiårige barn, idet hun tager fat i armen på ham for at hive ham med sig:","And the mother, this pregnant wife, who dominates the whole narrow street with her belly, answers the ten-year-old child, grabbing his arm to pull him with her:","And the mother, the pregnant wife who dominated the whole narrow street with her sheer size, said to the ten-year-old, taking hold of his arm to pull him along, ""Shh!","And the mother, this pregnant woman, who dominates the whole street with her size, answers the ten-year-old child, as she seizes him by the arm and tries to drag him in:","And the mother, this pregnant woman who dominates the whole length of the narrow street with her belly, answers the ten-year-old, seizing him by the arm to pull him along, “Ssh!"
"Godt og vel fire, svarer han.","Well over four, he replies.","""Nearly four,"" he answered.","""About four,"" he replies.","“A little past four,” he says."
"Han havde nu alligevel behandlet mig ufortjent velvilligt, og det var jeg ham taknemmelig for; jeg skulle også nok se at påskønne det. Jeg besluttede mig for ikke at gå til ham igen, før jeg kunne medbringe en artikel, som jeg var helt tilfreds med, som ville kunne forbavse „Kommandanten“ en lille smule og få ham til at skrive en anvisning på ti kroner uden et øjebliks betænkning. Og jeg gik hjem igen og tog igen fat på at skrive.","He had now, after all, treated me undeservedly benevolently, and I was grateful to him for that; I should also probably see to appreciate it. I decided not to go to him again until I could bring an article that I was completely happy with, which would be able to amaze the ""Commander"" a little bit and make him write an instruction of ten kroner without a moment's report . And I went home again and started writing again.","He had treated me in any case with a courtesy I didn't deserve, and I was grateful for that: I must learn how to appreciate it. I determined not to come back until I could bring him a piece I was really satisfied with, which would take the Chief by surprise and get him to turn over ten kroner to me without thinking of it. So I walked home and set to work again.","He had none the less treated me with undeserved kindness, and I was grateful to him for it--and I would know how to appreciate it too. I made a resolution not to return to him until I could take something with me, that satisfied me perfectly; something that would astonish the ""commandor"" a bit, and make him order me to be paid half-a-sovereign without a moment's hesitation. I went home, and tackled my writing once more.","Even so he had treated me with undeserved kindness, and I was grateful to him for that; I would know how to appreciate it, too. I decided not to come back to him until I could bring him a piece I was completely satisfied with, something that would take the “Commander” by surprise and make him order me to be paid ten kroner without a moment’s hesitation. I returned home and set about writing afresh."
"De har set mig før, svarer hun.","They've seen me before, she replies.","""You have seen me before,"" she answered.","""You have seen me before,"" she replies.","“You’ve seen me before,” she answers."
"Så med ét falder det mig ind, at jeg kan gå ned til en af basarerne neden for, hvor jeg sidder, og få mig et stykke råt kød. Jeg rejser mig op og går lige over balustraden, hen til den anden ende af basarens tag, og kravler ned. Da jeg var kommet næsten helt ned til kødbiksen, kaldte jeg opad mod åbningen i trappen og viftede med hånden, som om jeg talte til en hund deroppe, og henvendte mig frækt til den første slagter jeg stødte på.","So all of a sudden it occurs to me that I can go down to one of the bazaars downstairs where I sit and get myself a piece of raw meat. I get up and walk right over the balustrade, to the other end of the bazaar's roof, and crawl down. When I had come almost all the way down to the meatloaf, I called upwards towards the opening in the stairs and waved my hand, as if I were talking to a dog up there, and turned naughtily to the first butcher I encountered.","All at once I got the idea of walking down to one of the open-air booths underneath and getting a piece of raw meat. I stood up, crossed the balustrade, over toward the far end of the booths, and walked down the stairs. When I was nearly down to the butcher stalls, I shouted up through the stair arch and motioned angrily backwards as if talking to a dog up there, and then spoke boldly to the first butcher I met.","All at once, it enters my head to go to one of the meat bazaars underneath me, and beg a piece of raw meat. I go straight along the balustrade to the other side of the bazaar buildings, and descend the steps. When I had nearly reached the stalls on the lower floor, I called up the archway leading to the stairs, and made a threatening backward gesture, as if I were talking to a dog up there, and boldly addressed the first butcher I met.","Then I suddenly take it into my head to go down to one of the stalls in the arcade below me and lay hold of a piece of raw meat. I get up, cross the balustrade, step over to the far end of the arcade roof and walk down the stairs. When I was almost at the meat stand, I yelled up the empty stairway, shaking my fist as if talking to a dog up there, and turned brazenly to the first butcher I saw."
"Jeg gik. Endelig havde jeg fået denne værkbrudne plageånd af vejen, og jeg kunne få lov til at være i fred. Jeg gik igen ned ad Pilestræde og standsede uden for en kolonialhandel. Der lå masser af mad i vinduet, og jeg besluttede mig for at gå ind og få mig lidt til dagen og vejen.","I went. Finally, I had gotten this work-broken tormenting spirit out of the way and I could be allowed to be at peace. I went down Pilestræde again and stopped outside a grocery store. There was plenty of food in the window and I decided to go in and get myself some for the day and the road.","I walked off. At last I was rid of this painful pest, and could be undisturbed. I went back up Pile Street and stopped in front of a grocery. The window was crammed with food, and I decided to go in and get something to take along.","I went on. At last I was freed from this work-ridden plague, and I could go my way in peace. I turned down Pyle Street again, and stopped before a grocer's shop. The whole window was filled with eatables, and I decided to go in and get something to take with me.","I left. I was rid at last of this paralytic nuisance and could feel at ease. I went down Pilestrædet Lane again and stopped outside a grocery store. The window was packed with food, and I decided to go in and get me something for the road."
"De drikker selvfølgelig for meget, og måske ... Føj, jeg vil ikke sige det! De burde skamme Dem! Næh, det ville jeg ikke have troet om Dem! At De som er så ung, allerede taber håret! ... Nu skal De fortælle mig, hvordan det egentlig er De lever Deres liv. Jeg er sikker på, det er frygteligt! Men kun sandheden, forstår De, ingen udflugter! Jeg skal for resten nok se det på Dem, hvis de forsøger at skjule noget. Så, fortæl nu!","Of course, they drink too much, and maybe ... Add, I do not want to say it! You should be ashamed! Nah, I would not have thought of you! That those who are so young are already losing their hair! ... Now you must tell me what it is like to live your life. I'm sure it's awful! But only the truth, you see, no excursions! By the way, I'll probably see it in you if they're trying to hide something. So, tell now!","""You drink too much, of course, and maybe even . . . No, I won't even say it! You should be ashamed of yourself! I would never have thought that of you! To think of you so young and already losing your hair! . . . Now, if you please, I want you to describe how you live--what you really do. I'm sure your habits are frightful! But only the truth now, you understand, no covering up! I'll be able to tell anyway when you are trying to hide something. All right, tell me now!""","""Ah, of course, because you drink too much, and perhaps ... fie, I won't say it. You ought to be ashamed. No, I wouldn't have believed that of you! To think that you, who are so young, already should lose your hair! Now, do please just tell me what sort of way you really spend your life --I am certain it is dreadful! But only the truth, do you hear; no evasions. Anyway, I shall see by you if you hide anything--there, tell now!"" ""Yes; but let me kiss you first, then.""","“You drink too much, of course, and perhaps . . . Phew, I won’t even say it! You ought to be ashamed of yourself! I wouldn’t have believed it of you, no, never! To think that you, who are so young, should already be losing your hair! . . . Now, you’d better tell me straight out what sort of life you’re leading. I’m sure it’s awful! But only the truth, mind you, no quibbles! Anyway, I’ll know from your face if you try to hide something. So, go on and tell me!”"
"Ja, jeg er altså ikke kommet for at tale om vejret.","Yes, I did not come to talk about the weather.","I became angry and said, ""I did not come here to chatter about the weather.""","""Oh, I haven't come to prate about the weather.""","I became furious and said, “I haven’t come here to chat about the weather.”"
"Hen gentog mit navn et par gange og begyndte at le. Nu skal De se! sagde han og tog mit brev op af sin brystlomme. Vil De ikke være så venlig at se, hvordan De omgås tal, min herre. De har dateret Deres brev året 1848. Og manden lo af fuld hals.","Hen repeated my name a few times and started laughing. Now you must see! he said, taking my letter out of his breast pocket. Would you not be so kind as to see how you deal with numbers, my lord? You have dated your letter in the year 1848. And the man laughed heartily.","He repeated my name several times and began to laugh. "" Well, we'll see now!"" he said, and took my letter out of his pocket. "" Would you be so good as to note how you deal with figures, my good man? You have dated this letter with the year 1848. "" And he laughed from deep in his chest.","He repeated my name a couple of times and commenced to laugh. ""Well now, you shall see,"" he said, taking my letter out of his breast- pocket, ""if you will just be good enough to see how you deal with dates, sir. You dated your letter 1848,"" and the man roared with laughter.","He repeated my name a couple of times and started laughing. “Well, here you are,” he said, taking my letter from his breast pocket. “Sir, take note, if you please, of the way you deal with figures. You have dated your letter 1848!” And the man roared with laughter."
Og jeg havde ikke nogen vest.,And I did not have a vest.,". . ."" I had no waistcoat!",lo! I had no waistcoat.,I didn’t have a vest.
"Hvorfor havde jeg indladt mig med dette menneske? Hun tog mig uden videre for at være en tigger, og jeg blev kold og rolig i samme øjeblik. Jeg tog hatten af og gjorde et ærbødigt buk, og som om jeg ikke havde hørt hendes ord, sagde jeg yderst høfligt:","Why had I embarked on this human being? She took me for granted to be a beggar and I became cold and calm at the same moment. I took off my hat and made a reverent bow, and as if I had not heard her words, I said extremely politely:","Why had I thrown myself in the path of this person? She took me obviously to be a beggar; suddenly I became cool and calm. I took off my hat and made a proper bow; then as if I had not heard her sentence, I said in the politest conceivable voice, ""I do beg your pardon, madam, for having rung so loud.","What induced me to thrust myself in this creature's way? She took me without further ado for a beggar. I got cool and collected at once. I raised my hat, made a respectful bow, and, as if I had not caught her words, said, with the utmost politeness:","Why in the world had I gotten myself involved with this person? She took me for a beggar out of hand, and I suddenly became cold and calm. I took off my hat and made a respectful bow and, pretending I hadn’t heard her words, said with extreme politeness, “I beg your pardon, miss, for ringing so loudly, I wasn’t familiar with the bell."
"Den sidste krise havde taget hårdt på mig; jeg begyndte at tabe hår i store mængder, hovedpinen var også en plage, særlig om morgenen, og nervøsiteten ville ikke fortage sig. Jeg sad og skrev om dagen med hænderne viklet ind i tøjstykker, kun fordi jeg ikke kunne tåle at mærke min egen ånde mod dem. Når Jens Olai slog stalddøren hårdt i under mig, eller en hund kom ind i baggården og begyndte at gø, gik det gennem marv og ben på mig som kolde jag, og de ramte mig alle vegne. Jeg var ret forkommen.","The last crisis had taken a heavy toll on me; I started losing hair in large amounts, the headache was also a nuisance, especially in the morning, and the nervousness would not subside. I sat and wrote during the day with my hands wrapped in pieces of clothing, only because I could not bear to feel my own breath against them. When Jens Olai slammed the barn door under me, or a dog came into the backyard and started barking, it went through the marrow and bones of me like cold rush, and they hit me everywhere. I was pretty busy.","The last crisis had been hard on me: I was beginning to lose a lot of hair, headaches were also a great bother, particularly during the mornings, and my general nervousness stayed on. During the day I sat writing with my hands wrapped in rags simply because they were so sensitive that my own breath on them was painful. When Jens Olai slammed the stable doors downstairs hard, or when a dog came into the yard at the back and started to bark, the sound went right through the marrow of my bones like needles, and I felt the pain everywhere. I was in poor shape.","My hair fell out in masses, and I was much troubled with headaches, particularly in the morning, and my nervousness died a hard death. I sat and wrote during the day with my hands bound up in rags, simply because I could not endure the touch of my own breath upon them. If Jens Olaj banged the stable door underneath me, or if a dog came into the yard and commenced to bark, it thrilled through my very marrow like icy stabs piercing me from every side. I was pretty well played out.","My last crisis had dealt roughly with me. I began to lose a lot of hair, my headaches were also very troublesome, especially in the morning, and my nervousness refused to go away. During the day I sat and wrote with my hands swathed in rags, merely because I couldn’t stand my own breath on them. When Jens Olai slammed the stable door downstairs or a dog entered the back yard and started barking, I felt as though pierced to the quick by cold stabs of pain which hit me everywhere. I was fairly done for."
"Men ordene ville ikke komme. Jeg læste hele stykket igennem fra begyndelsen, læste hver sætning højt, og jeg kunne slet ikke samle tankerne om dette bragende klimaks. Mens jeg stod og arbejdede med dette, kom betjenten oven i købet gående og stillede sig op midt i gaden et lille stykke væk fra mig og spolerede hele mit humør. Hvad kom det nu ham ved, hvis jeg i dette øjeblik stod og skrev på et storslået klimaks til en artikel for „Kommandanten“? Herregud hvor det dog var umuligt for mig at holde mig flydende, lige meget hvad jeg forsøgte mig med! Jeg stod der en times tid, betjenten gik sin vej, kulden begyndte at blive for hård til at jeg kunne stå stille. Modløs og nedslået over det nye spildte forsøg åbnede jeg endelig porten og gik op på mit værelse.","But the words would not come. I read the whole piece through from the beginning, read every sentence aloud, and I could not gather my thoughts at all about this resounding climax. While I was working on this, the officer even came walking and lined up in the middle of the street a short distance away from me, spoiling my whole mood. What did he know if, at this moment, I was writing a magnificent climax for an article for ""The Commander""? My God, how impossible it was for me to stay afloat no matter what I tried! I stood there for an hour, the officer went his way, the cold started to get too harsh for me to stand still. Discouraged and discouraged by the new wasted attempt, I finally opened the gate and went up to my room.","The words would not come. I read the whole piece over from the beginning, read every sentence aloud, and I could not marshal my ideas for this spectacular climax. While I stood there working, who should come but a policeman; he took up a position in the middle of the street a little way off, and ruined my mood completely. What was it to him if I stood here for a moment writing a marvelous climax to an essay for the Chief? God, it was absolutely impossible for me to keep my head above water, no matter what I did! I stood there an hour. The policeman went his way. It got to be too cold for standing still. Discouraged and depressed over this new try come to nothing, I finally opened the street door and went in.","But the words would not come to me. I read over the whole piece from the commencement; read every sentence aloud, and yet failed absolutely to crystallize my thoughts, in order to produce this scintillating climax. And into the bargain, whilst I was standing labouring away at this, the constable came and, planting himself a little distance away from me, spoilt my whole mood. Now, what concern was it of his if I stood and strove for a striking climax to an article for the Commandor? Lord, how utterly impossible it was for me to keep my head above water, no matter how much I tried! I stayed there for the space of an hour. The constable went his way. The cold began to get too intense for me to keep still. Disheartened and despondent over this abortive effort, I opened the door again, and went up to my room.","But the words wouldn’t come. I read through the entire piece from the beginning, read each sentence aloud, but I just couldn’t collect my thoughts for this crashing climax. On top of everything, as I stood there trying to work it out, the policeman came up and planted himself in the middle of the street a little way off, spoiling my entire mood. What business was it of his if at this moment I was working on an excellent climax to an article for the “Commander”! Good God, how absolutely impossible it was for me to keep my head above water, no matter how hard I tried! I stood there for about an hour. The policeman went away. It was getting too cold to be standing still. Crestfallen and discouraged by another wasted effort, I finally opened the gate and went up to my room."
"Jeg tror ved Gud, I er gale og besatte alle som én! skreg hun. Hvis I vil være herinde, må I holde fred begge to, det kan jeg godt sige jer! Ha, ikke nok med, at man skal holde skravlet med hus og kost, man skal også finde sig i, at der bliver holdt dommedag og ballade og satansmagt i ens stuer. Men det skal jeg ikke have mere af, har jeg tænkt mig! Hys! Hold flaben lukket, unger, og tør jeres næser, ellers skal jeg komme og gøre det. Aldrig har jeg set mage til mennesker! Her kommer de valsende ind fra gaden uden så meget som en skilling til lusesalve og begynder at spille fandango midt om natten og lave halløj med husets folk. Jeg vil ikke have det, forstår I, og I kan gå jeres vej, alle jer, der ikke hører til her. Jeg vil have fred i min egen lejlighed, havde jeg tænkt mig!","I believe by God, you are mad and possessed all as one! she screamed. If you want to be in here, you must both keep peace, I can tell you that! Ha, not only do you have to keep chattering with house and food, you also have to find yourself in that doomsday and trouble and satanic power are kept in your living rooms. But I do not want more of that, I thought! Hys! Keep the flab closed, kids, and dry your noses, otherwise I'll come and do it. I've never seen a man like that! Here they roll in from the street without so much as a dime for lice ointment and start playing fandango in the middle of the night and making fun of the people of the house. I do not want it, you understand, and you can go your way, all of you who do not belong here. I want peace in my own apartment, I thought!","""God, if I don't think you are all crazy!"" she shrieked. ""If you want to stay in here, then you have to be quiet, both of you! Oh no, it's not enough that I have to keep house for bums and hoboes , I have to have people screaming as if they were in a madhouse besides! But I won't have any more of that, and that's final! Shh! Shut up, you kids, and wipe your noses, unless you want me to come and do it. I've never seen such people! Coming in out of the street without even enough money to delouse themselves, and the first thing you know, they are showing off in the middle of the night, fighting with the people who live in the house! I want no more of that, get that straight, and all those who don't belong here can go their own way. I want some peace in my own house, and I'm going to have it!""","""May God help me, but I think you are mad or possessed, the whole pack of you!"" she shrieked. ""If you want to stay in here you'll have to be quiet, both of you! Humph! it isn't enough that one is to keep open house and food for vermin, but one is to have sparring and rowing and the devil's own to-do in the sitting-room as well. But I won't have any more of it, not if I know it. Sh--h! Hold your tongues, you brats there, and wipe your noses, too; if you don't, I'll come and do it. I never saw the like of such people. Here they walk in out of the street, without even a penny to buy flea-powder, and begin to kick up rows in the middle of the night and quarrel with the people who own the house , I don't mean to have any more of it, do you understand that? and you can go your way, every one who doesn't belong home here. I am going to have peace in my own quarters, I am.""","“I believe, God help me, you must be stark-staring mad, all of you!” she screamed. “If you want to stay in here you’ll have to keep quiet, both of you, take it from me! Huh, it isn’t enough that one has to fix the poor devil up with room and board, one must put up with doomsday and commotion and devilish nuisance in one’s own house as well. But that will have to stop, take it from me! Ssh. Shut your traps, kids, and wipe your noses, too, or I’ll come and do it for you! I’ve never seen the likes of such people! Here they come in straight from the street, without even a penny to buy lice ointment, kick up a row in the middle of the night and make mischief among the people who live here. I want none of it, understand, and all those of you who don’t belong here can make yourselves scarce. I want peace in my own house, I tell you!”"
"Ja, men hvad skal jeg da gøre? svarede jeg endelig mig selv. Og jeg stamper i gaden og gentager: Hvad skal jeg gøre? – En herre går netop forbi og bemærker smilende:","Yes, but what should I do then? I finally answered myself. And I stomp in the street and repeat: What should I do? - A gentleman just walks by and remarks with a smile:","Yes, but what shall I do? I finally said to myself. Then I stamped on the sidewalk several times, repeating, What shall I do? A man walking past me said with a smile: ""You could go and ask them to lock you up.""","Yes; but what shall I do? I asked myself at last, and I stamped many times on the pavement and repeated, What shall I do? A gentleman just going by remarks, with a smile, ""You ought to go and ask to be locked up.","“Yes, but what shall I do?” I asked myself at last. I stamp my feet on the pavement several times and repeat, “What shall I do?” A gentleman just walking by remarks with a smile, “You should go and ask to be committed.”"
