id,source,translation,n2m
58,"Uczciwych lintarów, mało oberżniętych.",欠けたのではなく、まともなリンター硬貨で頼む。,1-1
59,"Sprawdzę, uprzedzam.",ちゃんと確かめるからな」,1-1
60,Wójt drżącymi dłońmi wysupłał sakiewkę.,町議は震える手で金袋を取り出した。,1-1
61,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男はあたりを見まわし、あばた男と、その足もとに横たわるナイフに一瞬、目をとめた。,1-1
62,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",それから焦げ茶色のチュニックの男と、ヤマネコの皮をまとった二人の若い女を見た。,1-1
63,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta. Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",「いつものことだが」 白髪の男は町議の震える手から袋を受け取り、「おれがわずかな報酬で命を懸けているあいだ、おまえたちは人の物に手をつけようとする。,2-2
64,"Nigdy się, zaraza z wami, nie zmienicie. Nie ruszone zamamrotał rzeźnik, cofając się.",相も変わらずろくでなしばかりだ」 「まださわっちゃいない」肉屋があとずさりながらつぶやいた。,2-1
65,Tamci z pałkami już dawno wtopili się w tłum.,棍棒を持った男二人はとうに人ごみにまぎれこんでいた。,1-1
66,"Nie ruszone wasze rzeczy, panie.",「誰もあんたの物に手をつけちゃいない、だんな」,1-1
67,Wielcem rad białowłosy uśmiechnął się.,「それはよかった」 白髪の男がほほえんだ。,1-2
68,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",青白い顔に傷口のような笑みが広がるのを見て、わずかな人だかりはたちまちちりぢりになった。,1-1
69,"I dlatego, bratku, ty też nie będziesz ruszony.",「それならば、友よ、あんたも触れられずにすむ。,1-1
70,Odejdź w pokoju. Ale odejdź prędko.,安心しろ。だが、急いだほうが身のためだ」,2-1
