id,source,translation,n2m
34,Moja broń chodzi za mną.,「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と彼は答えた。 「私たちはそれをしない」と彼女は言い、手を引き抜いて、長いナイフを見せた。「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と彼は答えた。 「私たちはそれをしない」と彼女は言い、手を引き抜いて、長いナイフを見せた。「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と彼は答えた。「私たちはそれをしない」と彼女は言い、手を引き抜いて、長いナイフを見せた。「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と彼は答えた。「私たちはそれをしない」と彼女は言い、手を引き抜いて、長いナイフを見せた。「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と彼は答えた。「私たちはそれをしない」と彼女は言い、手を引き抜いて、長いナイフを見せた。「私たちはそれをしない」と彼女は繰り返した。「それは悪いことです」と�,1-3
35,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",破壊された руїниから、軽やかで確実なステップで、二人の若い女性が出てきた。,1-1
36,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",群集はただちに開いて、後退し、間を隔てた。,1-1
37,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",両方の女性は笑顔で、歯を見せ、目を縮小し、耳のすぐ近くから広がる、深いタトゥーの帯を持っていた。,1-1
38,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",強い腕の筋肉が、締まった上半身の下にある肩に沿って見えた。 その上には、肘の上に沿って刃物があり、覆われた籠手があった。,2-2
39,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",肩を投げた男は、自由に膝を折り、地面にナイフを落というgestureをした。,1-1
40,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",廃墟の穴からは、石や瓦礫が轟いでいた。 その後、闇から手が現れ、壁の破れたところに激しく掴まった。,1-2
41,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",手に続いて、白い髪の毛皮を持つ頭、бледная顔、剣の柄、肩越しに突き出たものが現れた。,1-1
42,Tłum zaszemrał.,群集が騒然となった。,1-1
43,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",白髪の男、獣を握りして、奇怪な形をした血の濡れた羽を持つ天使を見て、彼は驚いて、長い尾を持つ蜥蜴を投げつけた。,2-1
44,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",蜥蜴は巨大な尉官に当たり、尉官は壁に転がり、異様な鳥のような頭、翼、そして爪を持つ獣に注意した。,1-1
45,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",その獣の首元には、かつては真紅だったが今は濁った色であった。,1-1
46,"Na szkliste, wpadnięte oczy.",その目は透き通っていた。,1-1
49,"Moje dwieście lintarów, jeśli łaska.",«私の二百のリンタール、お願いします。,1-1
50,"Uczciwych lintarów, mało oberżniętych.","」（Wǒ de èr shí de lintāru, onegaishimasu）",1-1
51,"Sprawdzę, uprzedzam. Wójt drżącymi dłońmi wysupłał sakiewkę. Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.","Note:* ""Bazyliszek"" is translated as ""私の"" (Wǒ de) which means ""my"" in Japanese。 * ""Rzekł"" is translated as ""お願いします"" (onegaishimasu) which is a polite way of saying ""I say"" or ""I tell you"" in Japanese。",3-2
52,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.","* ""Białowłosy"" is translated as ""白髪の"" (shiro kami no) which means ""white-haired"" in Japanese。",1-1
53,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",* など 「普通に、私は彼の発言に対して、彼の手から離れた短剑を取り上げた。,1-2
54,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",「あなたたちには、私のものを選んでいるのに、私には悪い金しか与えない。,1-1
55,"Nigdy się, zaraza z wami, nie zmienicie.",あなたたちは変わることはありません。」と言った。,1-1
56,"Nie ruszone zamamrotał rzeźnik, cofając się.",屠殺者は、「何も起きていない」と述べ、後退し始めた。,1-1
57,Tamci z pałkami już dawno wtopili się w tłum.,彼らは既に集団で私のものを奪っていた。,1-1
58,"Nie ruszone wasze rzeczy, panie.",「あなたたちのものは無しです」と言った。,1-1
59,Wielcem rad białowłosy uśmiechnął się.,白髪の男は、「大丈夫です」と笑みを浮かべた。,1-1
60,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać. I dlatego, bratku, ty też nie będziesz ruszony.",その笑顔が、蒼白い顔に広がるような傷跡的だっただろうそれを見て人々が迅速に散り始めました「そして、君も動か無く眠ってください。,2-1
61,Odejdź w pokoju. Ale odejdź prędko.,お前も平和満ちて行けますようー早く行ってください'',2-1
