id,source,translation,n2m
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z tarasu, na którym stały bambusowe pochodnie, wiszące paprocie i huśtawki, znoszone fotele i lampy zbijające owady, dochodziły ich szczeknięcia.",1-1
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy je z chat, z kortów tenisowych, z pola uli, nad którym w ciągu dnia czuwała powoli starsza sąsiadka, mamrocząc pod osłoną jej pszczelarskiego kapelusza.",1-1
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je zza pękniętych szyb zardzewiałej szklarni albo z chłodnej czarnej wody jeziora, gdzie o północy pływaliśmy w bieliźnie.",1-1
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został wybudowany przez baronów złodziei w XIX wieku, jako letni pałac.",1-1
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, ci tzw. Autorytety, przechadzali się po jego pokojach w niejasnych kręgach pod szerokimi belkami, ich cele były niejasne.",1-1
28,And of no general interest.,I nie miały ogólnego zainteresowania.,1-1
29,The lady urinated.,Pani oddała mocz.,1-1
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","Oj, ta biedna stara, ma nerwicę pęcherza! wykrzyknęła jakaś tłusta matka.",1-1
31,"""Is that a Persian rug?""",To jest dywan perski?,1-1
32,Whose mother was it? Unclear.,Kto to była? Niejasne.,1-2
33,"No one would cop to it, of course.",Oczywiście nikt nie przyznał się do tego.,1-1
34,We canceled the performance.,Przerwaliśmy przedstawienie.,1-1
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","Przyznaj się, to twoja matka powiedział chłopak o imieniu Rafe do Sukey, gdy rodzice wyszli.",1-1
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek do whisky i butelek piwa były całkowicie puste.",1-1
37,Drained.,Wypite do dna.,1-1
38,"Those parents were in a hurry, then.",Rodzice byli wtedy w pośpiechu.,1-1
39,"""No way,"" said Sukey firmly, and shook her head.","Nie ma mowy stanowczo odparła Sukey, potrząsając głową.",1-1
40,"""Then who is your mother?",To która jest twoją matką?,1-1
41,The one with the big ass?,Ta z dużym tyłkiem?,1-1
42,"Or the one with the clubfoot?""",Albo ta z kulawizną?,1-1
43,"""Neither,"" said Sukey.",Żadna z nich odpowiedziała Sukey.,1-1
44,"""So fuck you.""",Więc niech cię szlag trafi.,1-1
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Jednemu z psów nałożono makijaż twarzy, szminkę i niebieski cień do powiek.",1-1
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej sierści, więc makijaż bardzo dobrze się prezentował.",1-1
47,We liked to have an impact.,Chcieliśmy zrobić wrażenie.,1-1
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Kiedy skończyliśmy, szminka wróciła do torebki Fendi jakiejś matki.",1-1
49,"We watched her apply it, unaware.","Patrzyliśmy, jak ją nakłada, nieświadoma naszych działań.",1-1
50,That was satisfying.,To było satysfakcjonujące.,1-1
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Zorganizowaliśmy przedstawienie dla zwierząt i zaprosiliśmy rodziców, bo nikogo innego nie było, kto mógłby obejrzeć.",1-1
52,But the pets were poorly trained and failed to take direction.,"Niestety, zwierzaki były źle wyszkolone i nie reagowały na polecenia.",1-1
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,Były tam dwa żołnierze i kobieta w fantazyjnym staniku z koronkami.,1-1
54,The soldiers were cowards.,Żołnierze okazali się tchórzami.,1-1
55,"Deserters, basically.",W zasadzie dezerterami.,1-1
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy bojowe okrzyki.",1-1
57,(A blaring klaxon. It went hoh-onk.),(Klakson wydał głośny hoh-onk. ),2-1
58,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza łódka mogłaby nas zawieźć do oceanu.,1-1
59,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Płynęlibyśmy po jeziorze, przez bagno, w dół strumienia, aż do ujścia rzeki.",1-1
60,Where the water met the sky.,"Tam, gdzie woda spotykała się z niebem.",1-1
61,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Przemierzalibyśmy plażę na słonecznym wietrze, zostawiając łodzie na piasku.",1-1
