id,source,target,n2m
45,Przecież już jesteśmy na rohatyńskim gościńcu mówi zdziwiony ksiądz.,"We're already on the Rohatyn road,"" the priest said, surprised.",1-1
46,A jednak!,And yet!,1-1
47,"Wysiada z kolaski i podąża za sługą, obchodzą bezradnie powóz, wytężając oczy w biel.","He got out of the carriage and followed the servant, walking around the carriage helplessly, straining their eyes in the whiteness.",1-1
48,"Wydaje im się, że coś widzą, ale oczy, które nie mogą zaczepić się na niczym, zaczynają stroić sobie żarty.","They thought they could make out something, but their eyes, unable to latch onto anything, began to play tricks on them.",1-1
49,Że też im się coś podobnego przydarzyło!,How could something like this have happened to them!,1-1
50,"Przecież to tak, jakby zgubić się we własnej kieszeni.",It was as if they'd gotten lost in their own pocket.,1-1
51,"Cicho! mówi nagle ksiądz i podnosi palec do góry, nadsłuchując.","""Shh!"" the priest suddenly said, raising his finger and listening.",1-1
52,"I rzeczywiście, gdzieś z lewej strony, z kłębów mgły, dochodzi słaby szum wody.","And indeed, from somewhere to the left, from the clouds of fog, came a faint sound of water.",1-1
53,Jedźmy za tym szumem.,"""Let's follow this sound.",1-1
54,To woda płynie decyduje ksiądz.,"It's water running,"" the priest decided.",1-1
55,"Wkrótce ksiądz rozluźnia się w kolasce, wyciąga przed siebie nogi i pozwala oczom wędrować po morzu mgły.","Before long the priest relaxes into the rocking chair, stretching out his legs and letting his eyes wander over the sea of fog.",1-1
56,"Natychmiast popada w podróżne zamyślenie, bo człowiekowi najlepiej myśli się w ruchu.","He immediately falls into a travel-induced reverie, for it is in motion that man's thoughts best take shape.",1-1
57,"Wolno, z ociąganiem ożywa mechanizm jego umysłu, zaskakują tryby i przekładki, wprawiając w ruch koła napędowe, zupełnie jak w zegarze, który stoi u niego na plebanii w sieni, zakupiony we Lwowie; słono za niego zapłacił.","Slowly, hesitantly, the mechanism of his mind springs to life, surprising gears and cogs set in motion, like the clock in his presbytery hallway, purchased in Lviv, for which he had paid dearly.",1-1
58,Za chwilę odezwie się bim-bom.,Any moment now it will chime bim-bam.,1-1
59,"Czy aby świat nie wziął się z takiej mgły, zaczyna się zastanawiać.",He starts to wonder if the world hadn't come from such a fog.,1-1
60,"Przecież historyk żydowski Józef Flawiusz utrzymuje, że świat został stworzony jesienią, podczas aequinoctium jesiennego.","After all, the Jewish historian Josephus Flavius maintains that the world was created in the autumn, during the autumn equinox.",1-1
61,"Można tak sądzić, bo przecież w raju były owoce; skoro jabłko wisiało na drzewie, musiała to być jesień...","It's possible, for in the Garden of Eden there were fruits; if the apple was hanging from the tree, it must have been autumn.",1-1
62,Jest w tym jakaś racja.,There's something to it.,1-1
63,Ale zaraz przychodzi mu do głowy myśl inna: Cóż to za argument?,But then another thought comes to him: What kind of argument is that?,1-2
64,"Czyż wszechmocny Bóg takich marnych fruktów nie mógłby stworzyć ekstra, w jakiejkolwiek porze roku?",Couldn't the all-powerful God have created extra-special fruits at any time of year?,1-1
65,"Gdy dojeżdżają do głównej drogi prowadzącej do Rohatyna, włączają się w strumień pieszych, konnych i wozów wszelakiego rodzaju, które wyłaniają się z mgły, niby figurki z chleba lepione na Boże Narodzenie.","As they approach the main road leading to Rohatyna, they join the stream of pedestrians, horse riders and all kinds of carts emerging from the mist, like figures made of bread dough for Christmas.",1-1
66,"Jest środa, targ w Rohatynie, jadą chłopskie wozy obładowane workami z ziarnem, klatkami z drobiem, wszelakimi płodami rolnymi.","It's Wednesday, market day in Rohatyna, and peasant carts are rolling by, loaded with sacks of grain, cages of poultry, and all sorts of farm produce.",1-1
67,"Między nimi żwawym krokiem maszerują handlarze z każdym możliwym towarem ich kramiki, sprytnie teraz złożone, dają się nieść na plecach niczym koromysła, a za chwilę staną się stołami pełnymi barwnych materiałów, drewnianych zabawek, jajek skupowanych po wsiach za jedną czwartą ceny...","Among them march briskly the peddlers with all kinds of merchandise their stalls, cleverly folded now, can be carried on their backs like a knapsack, and in a moment they'll become tables full of colorful fabrics, wooden toys, eggs bought from the villages at a quarter of the price. .",1-1
68,"Chłopi prowadzą też kozy i krowy na sprzedaż zwierzęta, przerażone zgiełkiem, zapierają się w kałużach.","The peasants also bring goats and cows for sale the animals, terrified by the commotion, stumble in the puddles.",1-1
69,"Mija ich rozpędzona fura przykryta dziurawą plandeką, pełna hałaśliwych Żydów, którzy ściągają na jarmark do Rohatyna z całej okolicy, a za nimi przedziera się bogata kareta, której we mgle i tłoku na drodze trudno zachować dostojeństwo jasne lakierowane drzwiczki są czarne od błota, a mina stangreta w niebieskiej pelerynie wydaje się nietęga, nie spodziewał się widać takiego zamieszania i teraz rozpaczliwie szuka wzrokiem okazji, żeby zjechać z tej diabelskiej drogi.","A rickety cart covered with a tattered tarp passes them, full of noisy Jews who come to the Rohatyna market from all around, and behind it struggles a luxurious carriage, which in the fog and the throng on the road is hard to keep dignified its bright lacquered doors are black with mud, and the face of the coachman in the blue cloak looks dazed, he hadn't expected such a commotion and now he's desperately searching for an opportunity to get off this devilish road.",1-1
