id,source,target,n2m
21,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Z pawilonu z bambusowymi świeczkami i wiszącymi paprotami, porannymi fotelami i złapanymi w sieć złapałkami komarów, a także z drzewoaltanów i kortów tenisowych, a nawet z pól pszczelich, które staruszka pielęgnująca opiekowała się w ciągu dnia, mumieniem pod welonem czapki pszczelarskiej, słyszeliśmy te szczeknięcia.",2-1
22,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je również za szkłem zielonkawym i zimnym wodą jeziora, gdzie pływaliśmy w bieliźnie o północy.",1-1
23,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został wybudowany przez baronów raubritterów w XIX wieku, pałacowy odwrót na zielone miesiące.",1-1
24,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasze rodzice, tzw. Postacie władzy, wędrowali po jego salonach w nieokreślonych kręgach pod szerszymi belkami, ich cele były mgliste.",1-1
25,And of no general interest.,I nie było to sprawy ogólnego zainteresowania.,1-1
26,The lady urinated.,Kobieta miała potrzebę.,1-1
27,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""O, biedna stara rzecz, ma nerwową pęcherzyk!"" wykrzyknęła ktoś's mother.",1-1
28,"""Is that a Persian rug?""","""Czy to dywan perski?""",1-1
29,Whose mother was it? Unclear.,Ktoś's mother? Niejasne.,1-2
30,"No one would cop to it, of course.","Nikt nie przyznał się do niej, oczywiście.",1-1
31,We canceled the performance.,Anulowaliśmy występ.,1-1
32,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Czy to twoja matka?"" powiedział chłopak o imieniu Rafe do chłopca o imieniu Sukey, gdy rodzice opuścili salę.",1-1
33,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre ich kubki, szklanki highball i butelki piwa były całkiem puste.",1-1
34,Drained.,Wylane.,1-1
35,"Those parents were in a hurry, then.",Wówczas rodzice byli w pośpiechu.,1-1
36,"""No way,"" said Sukey firmly, and shook her head.","""Nie,"" powiedziała Sukey stanowczo, i ruszyła głową.",1-1
37,"""Then who is your mother?","""Wówczas kto jest twoja matka?",1-1
38,The one with the big ass?,Ta z dużym zadem?,1-1
39,"Or the one with the clubfoot?""","Albo ta z klubfoot?"" zapytał ją Rafe.",1-1
40,"""Neither,"" said Sukey.","""Nie,"" odpowiedziała Sukey.",1-1
41,"""So fuck you.""","""Wtedy fuck you.",1-1
42,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Jeden pies dostał nałożoną szminkę na twarz, pomadkę i błękitne cienie do powiek.",1-1
43,"It was a white-faced dog, so the makeup showed up well.","Był to pies z białą twarzą, więc makijaż był dobrze widoczny.",1-1
44,We liked to have an impact.,Lubiłyśmy robić wrażenie.,1-1
45,"When we were done, the lipstick went back into some mother's Fendi handbag.","Kiedy skończyłyśmy, pomadka wróciła do torebki Fendi jakiejś matki.",1-1
46,"We watched her apply it, unaware.","Obserwowałyśmy, jak jej nakłada, nieświadoma tego.",1-1
47,That was satisfying.,To było satysfakcjonujące.,1-1
48,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Wstawiliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było innych, którzy mogliby być publicznością.",1-1
49,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były źle wyszkolone i nie potrafiły zastosować się do poleceń.,1-1
50,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i wytworna dama, którą ubraliśmy w falbaniasty biustonosz.",1-1
51,The soldiers were cowards.,Żołnierze byli tchórzami.,1-1
52,"Deserters, basically.",Praktycznie dezerterami.,1-1
53,They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.),Uciekli kiedy wydaliśmy bojowy okrzyk (Rozległ się alarm który brzmiał hoh-onk).,3-1
54,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza kanua mogła nas zabrać na ocean.,1-1
55,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Płynęlibyśmy przez jezioro, przez trzcinicę, w dół strumienia i dotarlibyśmy do ujścia rzeki.",1-1
56,Where the water met the sky.,"Tam, gdzie woda spotyka niebo.",1-1
57,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegliśmy po plaży na słonym wietrze, pozostawiając nasze łodzie na piasku.",1-1
