id,source,translation,n2m
30,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",その見知らぬ人は、くせ毛で濃い栗色の髪をしており、厚手のカフタンに茶色のチュニックを着て、高い乗馬用のブーツを履いていた。,1-1
31,I żadnej broni.,そして武器もなし。,1-1
32,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から離れろ」と彼は再度言い、悪意に満ちた笑顔を浮かべた。,1-1
33,"Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak? Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",それはどういうことだ？ 他人の馬、他人の鍬、他人の財産、そんなものにあなたはその悪びれない目をむけて、卑怯な手を伸ばすつもりか？ それは良いのですか？ にきび面で、ゆっくりとジャンパーの脇に手を滑らせながら、肉屋を見つめた。,4-1
34,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋は頷き、更に二人が出て来た短く切り揃えられた頑丈なグループの方を指した。,1-1
35,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",彼ら二人は棍棒を持っていました、それは屠殺場で動物を窒息させるのに使うようなものです。,1-1
36,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",「誰だと思ってるのか？君たち」とニキビ面が言い、腋から手を出さずに、「何が正しくて何が違うのか、教えてくれるのか？」,1-1
37,"Nic ci do tego, kochasiu.",それは君には関係ないよ、ダーリン。,1-1
38,Broni nie nosicie.,あなたは武器を持っていません。,1-1
39,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,その見知らぬ人はさらに皮肉な笑みを浮かべた。,1-1
40,Nie nosze.,着てない。,1-1
41,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",そのにきびだらけの不良が脇から手を出し、一緒に長いナイフも引き抜いた。,1-1
42,"To bardzo niedobrze, że nie nosicie.",それを持ち歩かないのはとてもよくありません。,1-1
43,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋もまたナイフを引き抜いた、それは大きなクロスバーのようだった。,1-1
44,"Tamci dwaj postąpili do przodu, unosząc pałki.",あの二人は前に進み出し、棒を振り上げた。,1-1
45,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",「私は持つ必要がない」と見知らぬ人は言った、その場から動かないで。,1-1
46,Moja broń chodzi za mną.,私の武器が私の後を追いかけてくる。,1-1
47,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",廃墟から、ソフトで確実な一歩で、二人の若い女性が出てきた。,1-1
48,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",その群衆はすぐさま退いて、後退し、疎らになった。,1-1
49,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",両方の女の子が笑顔を見せ、歯をむき出しにし、目を細めていました。 その眼角から耳に向かって広く青いタトゥーの筋が流れていました。,1-2
50,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki.",強靭な腿に筋肉がうねり、リンクスの皮膚を包み込んだ股下から見えた。 そして手袋で覆われた上部で裸の丸い腕も同様だった。,1-2
51,"Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",肩から上にも鎖帷子で覆われ、そこからはさらに刀の柄が突き出していた。,1-1
52,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",にきび面はゆっくりと、極めて遅く膝を曲げ、ナイフを地面に落とした。,1-1
53,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきの穴から石がかちんと音を立て、つづいてガサゴソする音があって、それから闇から手が現れ、欠けた壁の端にしっかりとつかまった。,1-1
54,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",その手の後ろには、白い髪がレンガ色の粉で覆われた頭、青ざめた顔、肩から突き出た剣の柄が次々に現れた。,1-1
55,Tłum zaszemrał.,群衆がざわついた。,1-1
56,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の男はうなだれ、穴から奇妙な形、奇異な身体を引っ張り出した。 それは血で染み込んだ埃で太らせられていた。,1-2
57,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",彼は長いトカゲの尾を掴み、一言も発することなく、太った村長の足元にその生物を投げつけた。,1-1
58,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",村長は飛び退き、倒れた壁の破片につまずきながら、湾曲した鳥の嘴、膜状の翼、そして鱗で覆われた足にある鎌形の爪を見ていました。,1-1
59,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",かつては紅色だったが、今では汚れた赤茶色の膨らんだ喉仏に目を向ける。,1-1
60,"Na szkliste, wpadnięte oczy.",ガラスのように光って凹んだ目を。,1-1
61,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",「そのバジリスクさ」と白髪の男は言いながら、ズボンからほこりを払った。,1-1
62,Zgodnie z umową.,契約通りに。,1-1
63,"Moje dwieście lintarów, jeśli łaska.",どうか私の二百リンタルをください。,1-1
64,"Uczciwych lintarów, mało oberżniętych.",正直な酒豪で、酔いがそんなに回っていない人々。,1-1
65,"Sprawdzę, uprzedzam.",調べてみるよ、と先に告げておく。,1-1
66,Wójt drżącymi dłońmi wysupłał sakiewkę.,村長は震える手で財布を取り出した。,1-1
67,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男が周囲を見渡し、一瞬、顔にニキビのある男と、彼の足元に落ちていたナイフに視線を留めた。,1-1
68,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",彼は茶色のチュニックを着た男を、そしてリスの皮を纏った少女たちを見つめた。,1-1
69,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",彼は震えている村長の手から観賞魚を取り出すと、いつも通りに言った。,1-1
70,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",あなた達のために少額のお金で命を賭けている一方、あなた達は私の持ち物に手を出しているんだ。,1-1
71,"Nigdy się, zaraza z wami, nie zmienicie.",あなたたち、一体いつになったら変わるんだ。,1-1
72,"Nie ruszone zamamrotał rzeźnik, cofając się.",「触らないで」と精肉屋はつぶやき、後ずさりした。,1-1
73,Tamci z pałkami już dawno wtopili się w tłum.,その棒を持った者たちは、既に人混みに紛れ込んでしまっていた。,1-1
74,"Nie ruszone wasze rzeczy, panie.",あなたのものは触られていませんよ、旦那。,1-1
75,Wielcem rad białowłosy uśmiechnął się.,その白髪の老人は大変喜んで微笑んだ。,1-1
76,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",その笑顔を見て、青ざめた顔に咲く開け放たれる傷のように、群衆は急速に散り始めました。,1-1
77,"I dlatego, bratku, ty też nie będziesz ruszony.",だから兄弟よ、あなたも動揺することはないだろう。,1-1
78,Odejdź w pokoju.,安らかに去りなさい。,1-1
79,Ale odejdź prędko.,だが、早く去ってくれ。,1-1
