id,source,translation,n2m
92,Но ими пользуются в основном начинающие.,Ale są używane głównie przez początkujących.,1-1
93,Настоящий мастер должен работать руками и головой.,Prawdziwy mistrz musi pracować rękami i głową.,1-1
94,"Эти насосы умаляют не только пламя, но и зрелище.","Pompy te odwracają uwagę nie tylko od płomieni, ale także od widowiska.",1-1
95,Вместе с воздухом они отсасывают презентабельность.,Wraz z powietrzem wysysają prezentację.,1-1
96,А книга должна быть яркой: пылать и поражать.,A książka powinna być jasna: świecić i zadziwiać.,1-1
97,Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью.,Doświadczony mistrz musi przeliczyć cały proces jak partię szachów i spokojnie balansować nad przepaścią.,1-1
98,"Переплет, каптал, коленкор, картон, марлевые клапаны, пеньковый шнур, закладки, казеиновый клей, засушенные цветочки, книжные вши, клопы или тараканы в корешке все это скрытые угрозы.","Oprawa, captal, perkal, tektura, płatki z gazy, sznurek konopny, zakładki do książek, klej kazeinowy, suszone kwiaty, wszy książkowe, pluskwy czy karaluchy w kręgosłupie to ukryte zagrożenia.",1-1
99,Их необходимо учитывать.,Należy je wziąć pod uwagę.,1-1
100,"Однажды у одного повара вспыхнула микропленка, вделанная в корешок в середине XX века.",Kiedyś mikrofilm osadzony w kręgosłupie w połowie XX wieku wybuchł u kucharza.,1-1
101,"У другого были проблемы с антроподермическим переплетом ""120 дней Содома"".",Inny miał problemy z antropodermiczną oprawą 120 dni Sodomy.,1-1
102,"Все, все возможно.","Wszystko, wszystko jest możliwe.",1-1
103,"Малейшая оплошность, неуверенность или самоуверенность и катастрофа неизбежна.","Najmniejsze niedopatrzenie, niepewność czy pewność siebie a katastrofa jest nieunikniona.",1-1
104,Моя профессия сопряжена с риском.,Mój zawód jest ryzykowny.,1-1
105,"В лучшем случае это потеря денег, вино в лицо, удары дорогой посудой по голове.","W najlepszym przypadku jest to strata pieniędzy, wino w twarz, uderzenie w głowę drogimi daniami.",1-1
106,"В худшем мягкая, а зачастую и твердая пуля.","W najgorszym przypadku miękki, a często twardy pocisk.",1-1
107,Теперь уголовники все чаще заказывают букинистические пиры.,Teraz przestępcy coraz częściej zamawiają dania z drugiej ręki.,1-1
108,А после войны Европа кишит оружием.,A po wojnie Europa aż roi się od broni.,1-1
109,Сегодняшний немец эхо золотой довоенной эпохи.,Dzisiejszy niemiecki jest echem złotej epoki przedwojennej.,1-1
