id,source,translation,n2m
52,对我而言，和你有关的一切都已经装进档案袋，封上了火漆。,"For me, everything related to you has already been packed into file folders and sealed with wax.",1-1
53,说出来或许会有些伤人吧，不过，我真的没有期待与你再见面。,"It may hurt to say this, but honestly, I have no expectation of seeing you again.",1-1
54,我睁开眼睛。,I open my eyes.,1-1
55,你站在门囗。,You stand at the door.,1-1
56,我不知道你已经站了多久，没准连我在梦里大笑都看到了。,"I don't know how long you've been standing there, maybe you even saw me laughing in my dream.",1-1
57,还有醒来的悲伤，最虚弱时刻的样子。,"And the sadness of waking up, at its weakest moment.",1-1
58,程恭，你低声喊出我的名字，声音非常沙哑，似乎已经很久没有开囗讲过话。,"Cheng Gong, you whisper my name, your voice is very hoarse, it seems that you haven't spoken for a long time.",1-1
59,快要下雪了，天阴得厉害，屋子里黑漆漆的。,"It's about to snow, the sky is terribly overcast, and it's pitch black inside the house.",1-1
60,炉子上的水沸了，咕嚕噜地翻滚着。,"The water on the stove was boiling, churning and bubbling.",1-1
61,我仔细地看了你一会儿，确信自己并不认识你。,"I looked at you carefully for a moment, certain that I did not recognize you.",1-1
62,可是在昏暗的光线里，我忽然觉得这个站在对面的陌生人，似乎与我的生命有很深的联结。,"But in the dim light, I suddenly felt that this stranger standing opposite me seemed to have a deep connection with my life.",1-1
63,那种感觉让人背后一阵发凉。,That feeling sends chills down your spine.,1-1
64,我努力回想着，记忆的卡片在头脑中晔啦晔啦地翻动。,"I tried hard to recall, memory cards flipping rapidly in my mind.",1-1
65,然后你说，你是李佳栖。,"And then you said, ""You are Li Jiaqi.",1-1
