id,source,translation,n2m
17,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły do bibliotek, a gurmani i złota młodzież do pierwszych podziemnych czytelni.",1-1
18,Потом туда хлынули и обыватели.,Potem tam zaczęli się zjeżdżać i mieszczanie.,1-1
19,Это были золотые времена.,To były złote czasy.,1-1
20,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się wtedy w odpowiednim miejscu, zarobili majątek: drugorzędny kucharz, wzięty z ulicznej bawialni, za parę miesięcy zrobił sobie fortunę.",1-1
21,"Мда, родись я лет на пять пораньше.","Uff, gdybym się urodziła pięć lat wcześniej.",1-1
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tamte szalone lata zachłanny procesem lud nie zwracał uwagi na jakość.,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytano wtedy, co się nazywa, ""na skos"": dym, kurz, wybuchy.",1-1
24,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie ma co mówić: bogaci głupcy, którzy nagle stali się gurmanami, połykali suchy stek z ""Starego i morza"", smażoną arracherę na Dos-Passosie i niedopieczoną wieprzowinę na ""Schweiku"".",1-1
25,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ciągu tych dziewięciu lat to właśnie literatura rosyjska przyniosła mi całkiem przyzwoity dochód.,1-1
26,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płomiennym stronom przeszedłem trudną drogę od zwykłego kucharza w podziemnych zakątkach Hongkongu do szefa na zamówienie z trzema gwiazdkami i teraz mogę sobie pozwolić na życie w trasach, podróżując po świecie.",1-1
27,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","No i oczywiście Doświadczenie, Doświadczenie, ""syn trudnych błędów"".",1-1
28,Да и мать его Случайность.,A matka jego Przypadek.,1-1
29,И отец Интуиция.,A ojciec Intuicja.,1-1
30,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak konie dzikie i uparte, jeśli nie znajdziesz do nich dostępu.",1-1
31,Я обхожусь без стека и шпор.,Nie używam kija i cięgien.,1-1
32,"Ласка, только ласка.","Tylko miłość, tylko miłość.",1-1
33,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie to nie tylko drewno, jak je nazywają w naszym podziemnym środowisku kucharzy.",1-1
34,"Все-таки книга это целый мир, хоть и ушедший навсегда.","W końcu książka to cały świat, choć na zawsze odszedł.",1-1
35,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
36,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Jestem synem humanisty, wnukiem stomatologa, prawnukiem adwokata, pra-prawnukiem rabinem.",1-1
37,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I wiem na pewno jeśli kochasz książkę naprawdę, ona odda ci całe swoje ciepło.",1-1
38,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","A ja kocham klasykę rosyjską, choć nie przeczytałem ani jednego rosyjskiego romansu do połowy.",1-1
39,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie będę smażyć steku z pisarza drugiej kategorii, takiego jak Gorki.",1-1
40,"Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена.","Całą klasykę znamy na pamięć: fabułę, biografię autora ze wszystkimi szczegółami, datę wydania papierowego tomu.",1-1
41,"Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.","To musi wiedzieć każdy kucharz, nawet jeśli w ogóle nie umie czytać książek.",1-1
42,"А таких людей у нас, к сожалению, все больше.","A takich ludzi u nas, niestety, jest coraz więcej.",1-1
43,"Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть.","Chociaż, oczywiście, aby dobrze przeczytać książkę, kucharzowi nie trzeba jej czytać.",1-1
44,Парадокс XXI века.,Paradoks XXI wieku.,1-1
45,"""O tempora, o mores!"" как говаривал мой покойный профессор-отец.","""O tempora, o mores!"" jak mówił mój zmarły profesor ojciec.",1-1
46,"А я мальчиком думал, что он говорит о ""темпуре"", которую готовили в одной японской харчевне на соседней улице.","A ja jako dziecko myślałem, że mówi o ""tempurze"", którą przygotowywano w jednej japońskiej restauracji na sąsiedniej ulicy.",1-1
47,Во мне уже тогда проснулась душа повара.,We mnie wtedy obudziła się dusza kucharza.,1-1
48,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Od czasu, gdy ludzkość przestała drukować książki i na zawsze uczyniła najlepsze z nich eksponatami muzeum, powstał book'n'grill.",1-1
49,Люди всегда тянутся к запретному плоду.,Ludzie zawsze dążą do zakazanego owocu.,1-1
50,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procent wydrukowanych przez ludzkość książek zostało wyrzuconych do śmieci lub po prostu wyrzuconych na śmietnik, aby nie zajmowały miejsca w mieszkaniach.",1-1
51,"А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть.","A te pozostałe dziesięć, które zostały w muzeach i bibliotekach, zainspirowały najlepszą część ludzkości do niezwykłej pasji.",1-1
52,"Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания ""Поминок по Финнегану"", выкраденного из Британского музея.","Pierwszy stek został usmażony dwanaście lat temu w Londynie na płomieniu pierwszego wydania ""Pomników Fingalu"", skradzionego z Muzeum Brytyjskiego.",1-1
53,"Его приготовили и съели четверо великих мужей психоаналитик, флорист, биржевой брокер и контрфаготист.","Przygotowali go i zjedli czterej wielcy mężczyźni psychoanalityk, florysta, broker giełdowy i kontrfałszerz.",1-1
54,Так родился book'n'grill.,Tak narodził się book'n'grill.,1-1
55,"Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией.","To dało początek wielkiej pasji, która w tych szybkich latach stała się wielką tradycją.",1-1
56,10 000 фунтов за вечер неплохой навар.,10 000 funtów za wieczór niezły zarobek.,1-1
57,Мой прайс уже обогнал стоимость книги.,Moja cena już przewyższyła wartość książki.,1-1
58,Это знак качества.,To znak jakości.,1-1
59,"А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения.","A kiedy cena rośnie, wraz z nią rośnie i poczucie głębokiego zadowolenia.",1-1
60,"Статус, статус book'n'grill chef.","Status, status book'n'grill chef.",1-1
61,"В общем, я доволен.",Ogólnie jestem zadowolony.,1-1
62,"И профессией, и судьбой.","I z zawodu, i z losu.",1-1
63,Хотя не все в моей жизни было гладко.,Chociaż nie wszystko w moim życiu było gładkie.,1-1
64,Но шрамы для нашего брата book'n'griller привычное дело.,Ale blizny dla naszego brata book'n'grillera to zwyczajna sprawa.,1-1
65,Все прошло хорошо.,Wszystko poszło dobrze.,1-1
66,"Книга прочитана идеально не быстро и не медленно, минимум дыма.","Książka przeczytana idealnie nie szybko i nie wolno, minimalna ilość dymu.",1-1
67,Классика.,Klasyka.,1-1
68,Я был в форме.,Byłem w formie.,1-1
69,"Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь одна из важнейших составляющих нашей профессии.","Umiejętność kucharza przewracania gorących stron, aby utrzymać stały ogień jedna z najważniejszych składowych naszego zawodu.",1-1
70,"Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде ""эскалибур"".","Przewracamy je specjalną metalową paską w kształcie miecza, nazywaną w naszym środowisku ""eskaliburem"".",1-1
71,"У каждого повара эскалибур свой, сделанный на заказ.","Każdy kucharz ma swój eskalibur, zrobiony na zamówienie.",1-1
72,"После последнего обыска в Пало-Альто я пользуюсь новым титановым, с костяной ручкой.","Po ostatnim rewizji w Palo Alto używam nowego tytanowego, z kościaną rączką.",1-1
73,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла.","Ryzyko wzrasta, gdy damy i panowie siedzą wokół grilla i kucharz nie ma tyłu.",1-1
74,"Так на то я и шеф-гастролер, а не рядовой book'n'griller.","Dlatego ja jestem szefem-gastronomem, a nie zwykłym book'n'grillerem.",1-1
75,"Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем.","Gdy grilla jest otoczona z każdej strony klientami z pustymi talerzami, przypominam sobie legendarnego iluzjonistę, który kiedyś chodził po miastach Europy, zadziwiając publiczność prostym sztuczką z przebijaniem palca gwoździem.",1-1
76,"Элементарный трюк, целиком зависящий от угла зрения простаков.","Prosty trik, zupełnie zależny od punktu widzenia prostaków.",1-1
77,"Но однажды подвыпившие простолюдины поймали ""волшебника"" где-то на площади, громогласно требуя фокуса.","Ale jednego razu pijani ludzie złapali ""czarodzieja"" gdzieś na placu, głośno wymagając sztuczki.",1-1
78,Гвоздь ему выдали.,Dali mu gwóźdź.,1-1
79,Его обступили со всех сторон.,Otoczyli go ze wszystkich stron.,1-1
80,И пришлось чародею по-настоящему проткнуть себе палец.,I musiał czarodziej naprawdę przebić sobie palec.,1-1
81,А гримасу боли народ принял за улыбку.,A maska bólu lud przyjął za uśmiech.,1-1
82,Вот тогда он и получил настоящее признание.,Wtedy też otrzymał prawdziwe uznanie.,1-1
83,"Но нам, увы, и протыкать нечего.","Ale niestety, nam nie ma czego przebijać.",1-1
84,Вся моя необычная профессия держится только на чистом мастерстве.,Cała moja niezwykła profesja opiera się tylko na czystym mistrzostwie.,1-1
85,"Хотя только book'n'griller знает, сколько в его работе подводных камней.","Chociaż tylko book'n'griller wie, ile kamieni pod wodą w jego pracy.",1-1
86,Это наша внутренняя кухня.,To jest nasza kuchnia wewnętrzna.,1-1
87,"Романы, как известно, печатались на разной бумаге.","Jak wiadomo, powieści drukowano na różnym papierze.",1-1
88,И гореть она может по-разному.,I może on palić się na różne sposoby.,1-1
89,"Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов.","Możliwe są zarówno tlące się płomienie, jak i wybuchy, z następującym przypaleniem kartek i przyklejeniem ich do mięsa lub krążeniem nad głowami klientów.",1-1
90,"В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги.","W naszych piecach są specjalne pompy powietrzne, które mogą zatrzymać palenie się żarzącego i przypalającego się papieru.",1-1
91,Но ими пользуются в основном начинающие.,Ale głównie używają ich początkujący.,1-1
92,Настоящий мастер должен работать руками и головой.,Prawdziwy mistrz musi pracować rękami i głową.,1-1
93,"Эти насосы умаляют не только пламя, но и зрелище.","Te pompy nie tylko zmniejszają płomień, ale także widowisko.",1-1
94,Вместе с воздухом они отсасывают презентабельность.,Wraz z powietrzem wciągają one prezentowalność.,1-1
95,А книга должна быть яркой: пылать и поражать.,A książka musi być jasna: płonąca i zadziwiająca.,1-1
96,Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью.,Doświadczony mistrz musi przeliczyć cały proces jak partię szachową i chłodnym balansowaniem nad przepaścią.,1-1
97,"Переплет, каптал, коленкор, картон, марлевые клапаны, пеньковый шнур, закладки, казеиновый клей, засушенные цветочки, книжные вши, клопы или тараканы в корешке все это скрытые угрозы.","Okładka, kaptal, kolanko, tektura, zamki marmurowe, sznurek woskowy, zakładki, klej kazeinowy, suszone kwiaty, książkowe wszy, klopy lub muchy w okładce wszystko to ukryte zagrożenia.",1-1
98,Их необходимо учитывать.,Muszą być one uwzględnione.,1-1
99,"Однажды у одного повара вспыхнула микропленка, вделанная в корешок в середине XX века.","Pewnego razu u jednego kucharza wybuchła mikrościeżka, wszyta w okładkę w połowie XX wieku.",1-1
100,"У другого были проблемы с антроподермическим переплетом ""120 дней Содома"".","Inny miał problemy z antropodermicznym oprawieniem ""120 dni Sodomy"".",1-1
101,"Все, все возможно.",Wszystko jest możliwe .,1-1
102,"Малейшая оплошность, неуверенность или самоуверенность и катастрофа неизбежна.","Najmniejsza niedokładność, brak pewności siebie lub przesadna pewność siebie i katastrofa jest nieunikniona.",1-1
103,Моя профессия сопряжена с риском.,Moja profesja wiąże się z ryzykiem.,1-1
104,"В лучшем случае это потеря денег, вино в лицо, удары дорогой посудой по голове.","W najlepszym przypadku jest to utrata pieniędzy, wino w twarz, uderzenia drogiej porcelany w głowę.",1-1
105,"В худшем мягкая, а зачастую и твердая пуля.","W najgorszym miękka, a często twarda kula.",1-1
106,Теперь уголовники все чаще заказывают букинистические пиры.,Dziś prokuratorzy coraz częściej zamawiają biblioteczne biesiady.,1-1
107,А после войны Европа кишит оружием.,A po wojnie Europa jest pełna broni.,1-1
108,Сегодняшний немец эхо золотой довоенной эпохи.,Dzisiejszy Niemiec to echo złotego okresu powojennego.,1-1
