id,source,translation,n2m
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W te szalone lata ludzie ujęci procesem nie zwracali uwagi na jakość.,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytano wtedy tak zwane diagonalnie: dym , sadzę , odparowania .",1-1
24,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie ma co mówić: bogate głupolki tej jednego czy dwóch dni stały się smakoszy, połykały Suchy stek na ""Old Man and the Sea"", poparzoną bara podawana na Danii Dos Passos i niedogotowane mięso wieprzowe na ""Książce o Szwejku"".",1-1
25,За эти девять лет именно русская литература принесла мне весьма приличный доход.,Przez te dziewięć lat to właśnie literatura rosyjska przyniosła mi całkiem przyzwoity dochód.,1-1
26,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płonącym stronom przeszedłem surową ścieżkę od zwykłego kucharza w podziemnych knajpach Hong Kongu do szefa kuchni na wezwanie z trzema gwiazdkami i teraz mogę pozwolić sobie na życie z koncertów, podróżując po świecie.",1-1
27,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","I oczywiście Doświadczenie, Doświadczenie ""syn błędów ciężkich"".",1-1
28,Да и мать его Случайность.,Tak więc jego matka Przypadek.,1-1
29,И отец Интуиция.,I ojciec Intuicja.,1-1
30,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak dzikie i kapryśne konie, jeśli nie znajdziesz do nich podejścia.",1-1
31,Я обхожусь без стека и шпор.,Obchodzę się bez uzdy i ostróg.,1-1
32,"Ласка, только ласка.","Delikatność, tylko delikatność.",1-1
33,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie to nie tylko drewno opałowe, jak nazywają je w naszym kuchennym podziemiu.",1-1
34,"Все-таки книга это целый мир, хоть и ушедший навсегда.","Przecież książka to cały świat, choć na zawsze od nas odeszły.",1-1
35,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
36,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Jestem synem humanisty, wnukiem dentysty, prawnuczkiem adwokata, praprawnuczek rabina.",1-1
37,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I wiem doskonale, że jeśli naprawdę kochasz książkę, odda ci całe swoje ciepło.",1-1
38,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа. И я не буду жарить стейк на писателе второго сорта, вроде Горького. Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена. Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.",Uwielbiam klasykę rosyjską mimo że nie czytałem nawet do połowy żadnej powieści rosyjskiej.,4-1
44,"Во мне уже тогда проснулась душа повара. С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Od kiedy ludzkość zaprzestała drukowania książek i na zawsze uczyniła najlepsze z nich eksponatami muzealnymi, book'n'grill pojawił się na świecie.",2-1
45,Люди всегда тянутся к запретному плоду.,Ludzie zawsze dążą do zakazanego owocu.,1-1
46,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procent książek wydrukowanych przez ludzkość zostało oddanych na złom lub po prostu wyrzuconych na śmietnik, aby nie zajmowały miejsca w mieszkaniach.",1-1
47,"А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть.","Ale pozostałe dziesięć procent, które znalazły schronienie w muzeach i bibliotekach, natchnęły najlepszą część ludzkości do niebywałej namiętności.",1-1
48,"Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания ""Поминок по Финнегану"", выкраденного из Британского музея.","Pierwszy stek został upieczony dwanaście lat temu w Londynie nad płomieniem pierwszego wydania ""Pogrzebu Finnegana"", skradzionego z British Museum.",1-1
49,"Его приготовили и съели четверо великих мужей психоаналитик, флорист, биржевой брокер и контрфаготист.","Przygotowali go i spożyli czterej wielcy mężowie: psychoanalityk, florysta, makler giełdowy i kontrafagocista.",1-1
50,Так родился book'n'grill.,Tak narodził się book'n'grill .,1-1
51,"Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией.","To dało początek wielkiej pasji, która stała się przez te gwałtowne lata wielką tradycją.",1-1
52,10 000 фунтов за вечер неплохой навар.,10 000 funtów za wieczór to niezły zysk.,1-1
53,Мой прайс уже обогнал стоимость книги.,Moje ceny przebiły już koszt książki.,1-1
54,Это знак качества.,To znak jakości.,1-1
55,"А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения.","A gdy rosną ceny, rośnie razem z nimi poczucie głębokiego zadowolenia.",1-1
56,"Статус, статус book'n'grill chef.","Status, status szefa kulinarnego book'n'grill.",1-1
57,"В общем, я доволен.","W skrócie, jestem zadowolony.",1-1
58,"И профессией, и судьбой.","Zarówno z zawodu, jak i losu.",1-1
59,Хотя не все в моей жизни было гладко.,Chociaż nie wszystko w moim życiu szło gładko.,1-1
60,Но шрамы для нашего брата book'n'griller привычное дело.,Ale blizny dla naszego brata book'n'griller to rzecz zwyczajna.,1-1
61,Все прошло хорошо.,Wszystko poszło dobrze.,1-1
62,"Книга прочитана идеально не быстро и не медленно, минимум дыма.","Książka została przeczytana doskonale, ani szybko, ani wolno, minimum dymu.",1-1
63,Классика.,Klasyka.,1-1
64,Я был в форме.,Byłem w formie.,1-1
65,"Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь одна из важнейших составляющих нашей профессии.","Umiejętność kucharza w przelewaniu płonących stron, aby podtrzymać równomierny ogień jest jednym z najważniejszych elementów naszego zawodu.",1-1
66,"Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде ""эскалибур"".","Przewracamy je specjalnym metalowym paskiem w kształcie miecza, nazywanym w naszym środowisku ""Excaliburem"".",1-1
67,"У каждого повара эскалибур свой, сделанный на заказ.",Każdy kucharz ma swój własny Excalibur na zamówienie.,1-1
68,"После последнего обыска в Пало-Альто я пользуюсь новым титановым, с костяной ручкой.",Po ostatnim przeszukaniu w Palo Alto używam nowego tytanowego z rękojeścią z kości.,1-1
69,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла.","Ryzyko wzrasta, gdy panie i panowie siedzą wokół grilla, a kucharz nie ma miejsca na wycofanie.",1-1
70,"Так на то я и шеф-гастролер, а не рядовой book'n'griller.","Właśnie dlatego jestem szefem-kulinarnym podróżnikiem, a nie zwykłym book'n'grillerem.",1-1
71,"Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем.","Kiedy grill otoczony jest ze wszystkich stron przez klientów z pustymi talerzami, przypominam sobie o legendarnym magiku, który kiedyś chodził po miastach Europy zadziwiając publiczność prostym sztuczką wbijania gwoździa w palec.",1-1
72,"Элементарный трюк, целиком зависящий от угла зрения простаков.",Elementarny trik całkowicie zależny od punktu widzenia naiwnych.,1-1
73,"Но однажды подвыпившие простолюдины поймали ""волшебника"" где-то на площади, громогласно требуя фокуса.","Ale pewnego razu lekko podpici mieszkańcy złapali ""magika"" na placu, głośno domagając się sztuczki.",1-1
74,Гвоздь ему выдали.,Dostarczyli mu gwoździe.,1-1
75,Его обступили со всех сторон.,Został otoczony ze wszystkich stron.,1-1
76,И пришлось чародею по-настоящему проткнуть себе палец.,I magik musiał naprawdę przebić sobie palec.,1-1
81,"Хотя только book'n'griller знает, сколько в его работе подводных камней.","Tylko book'n'griller wie, ile ukrytych skał jest w jego pracy.",1-1
82,Это наша внутренняя кухня.,To jest nasza wewnętrzna kuchnia.,1-1
83,"Романы, как известно, печатались на разной бумаге.","Powieści, jak wiadomo, drukowane były na różnych rodzajach papieru.",1-1
84,И гореть она может по-разному.,I mogą palić się na różne sposoby.,1-1
85,"Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов.","Możliwe są zarówno tlenie, jak i błyski z następującym uniesieniem stron i przyklejeniem ich do mięsa lub krążeniem over głowami klientów.",1-1
86,"В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги.",W naszych grillach znajdują się specjalne pompy powietrzne zdolne zatrzymać unoszący się płomień spalonego papieru.,1-1
87,Но ими пользуются в основном начинающие.,Ale używają go głównie początkujący.,1-1
88,Настоящий мастер должен работать руками и головой.,Prawdziwy mistrz powinien pracować rękoma i umysłem.,1-1
89,"Эти насосы умаляют не только пламя, но и зрелище.","Te pompy osłabiają nie tylko ogień, ale i widowisko.",1-1
90,Вместе с воздухом они отсасывают презентабельность.,Wraz z powietrzem odsysają one prezencje wydania książki .,1-1
91,А книга должна быть яркой: пылать и поражать.,A książka musi być jaskrawa: płonąć i zapadać w pamięć swoim efektem.,1-1
92,Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью.,Doświadczony mistrz musi przewidzieć cały proces jako partię szachów i chłodno balansować nad przepaścią.,1-1
96,"У другого были проблемы с антроподермическим переплетом ""120 дней Содома"". Все, все возможно. Малейшая оплошность, неуверенность или самоуверенность и катастрофа неизбежна. Моя профессия сопряжена с риском.","Rękodzieło korzenia jego twardość, tekturą obity grzbiet (kanta) te wszystko sa ukrytymi zagrożeniami które należy uwzględnić jegeli zamierzamy utworzyć co najmniej 'graficznie akceptowalny produkt'.",4-1
