id,source,translation,n2m
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Wolni od naszej influencji, niektórzy z nich wydali nagle, ostre, szczekliwe dźwięki.",1-1
22,"Apparently, laughing.",Śmiejący się.,1-1
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z awiasu z pergoli, z jej trzcinowymi świeczkami i wiszącymi paprotami, porch swingami i krzesłami z dziuplami, a także z aplikacjami do zapłonu komarów, dochodziły śmiesznymi krzykami.",1-1
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy ich z dachówek i kortów tenisowych i z pól uprawianych przez spokojną kobietę w czasie dnia, która szumiała pod welonem swojej czapki pszczelarskiej.",1-1
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy ich z tyłu pęknych szybów zaniedbanej szklarni lub na chłodnej, czarnej wodzie jeziora, gdzie pływaliśmy w bieliźnie o północy.",1-1
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez baronów raubritterów w XIX wieku, pałacowy odwiedziny na zielone miesiące.",1-1
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, ci tzw. Figury władzy, wędrowali po jego pomieszczeniach w nieokreślonych kręgach pod szerokimi belkami, ich cele były mgliste.",1-1
28,And of no general interest.,Nie ma ogólnego zainteresowania.,1-1
29,The lady urinated.,Kobieta miała potrzebę.,1-1
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Och, biedna stara rzecz, ma nerwową pęcherzyk!"" exclaimed someone's chubby mother.",1-1
31,"""Is that a Persian rug?""",Czy to dywan perski?,1-1
32,Whose mother was it? Unclear.,Ktoś z matką? Niejasne.,1-2
33,"No one would cop to it, of course.","Nikt nie przyznałby się do tego, oczywiście.",1-1
34,We canceled the performance.,Anulowaliśmy występ.,1-1
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Przyznaj, to była twoja matka,"" powiedział chłopak o imieniu Rafe do chłopaka o imieniu Sukey, gdy rodzice wyeszli.",1-1
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kielichów, szklanek highballowych i butelek piwa były całkiem puste.",1-1
37,"Drained. Those parents were in a hurry, then.","Wyczerpany Te rodzice byli w pośpiechu, wtedy.",2-1
38,"""No way,"" said Sukey firmly, and shook her head.","""Nie ma sposobu,"" powiedziała Sukey stanowczo, i potwierdziła to gwizdem.",1-1
39,"""Then who is your mother?","""Jego matka to kto?""",1-1
40,"The one with the big ass? Or the one with the clubfoot?""","""Jeden z dużym tyłem?"" Czy ten z kulawym nogiem?",2-2
41,"""Neither,"" said Sukey.","""Nie,"" powiedziała Sukey.",1-1
42,"""So fuck you.""","""Tak, już nie szanuję cię.",1-1
43,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Jeden pies dostał nałożone makijaż na twarz, lipstick i błękitne cienie do oczu.",1-1
44,"It was a white-faced dog, so the makeup showed up well.","Był to biały pies, więc makijaż był dobrze widoczny.",1-1
45,We liked to have an impact.,Lubiliśmy mieć wpływ.,1-1
46,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy byliśmy gotowi, pomadka na ustach trafiła z powrotem do jakiejś matki Fendi.",1-1
47,"We watched her apply it, unaware.","Obserwowaliśmy, jak ją stosowała, nieświadomi.",1-1
48,That was satisfying.,To było satysfakcjonujące.,1-1
49,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Wsadziliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością.",1-1
50,But the pets were poorly trained and failed to take direction.,Ale psy były źle szkolone i nie potrafiły przyjąć kierunek.,1-1
51,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Byli dwaj żołnierze i elegancka kobieta, którą ubraną w fryzowaną padded bra.",1-1
52,The soldiers were cowards.,Żołnierze byli tchórzy.,1-1
53,"Deserters, basically.","Dezerterzy, ostatecznie.",1-1
54,They ran away when we issued the battle cry.,"Uciekli, gdy wykrzyknęliśmy bojowy okrzyk.",1-1
55,(A blaring klaxon.,Alarmowy sygnał dźwiękowy.,1-1
56,It went hoh-onk.),Weszło hoh-onk.,1-1
57,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza kanua może nas zabrać na ocean.,1-1
58,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Płynęlibyśmy przez jezioro, przez bagno, w dół strumienia i dotarlibyśmy do ujścia rzeki.",1-1
59,Where the water met the sky.,Na granicy wody i nieba.,1-1
60,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegaliśmy wzdłuż plaży na wietrze solonym, pozostawiając nasze łodzie na piasku.",1-1
