id,source,translation,n2m
51,"Если не ложь, что лицо есть зеркало души, то в первый день свидания с господином с кокардой я мог бы дать честное слово, что он не умеет лгать.",もし、顔が魂の鏡だというのが本当なら、私は彼のコカードを持ったお坊様との初めての出会いの日に、彼が嘘をつくことを知ることはないと、誠実な言葉を言うことができただろう。,1-1
52,Я мог бы даже держать пари.,私なら、競馬に賭けることもできるだろう。,1-1
53,Проиграл бы я пари или нет читатель увидит далее.,私が賭けに負けたかどうかは、読者がその先で知ることになる。,1-1
54,"Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь.",彼は、私がもう言ったように、背が高く、肩幅が広く、良い労働用の馬のように太っていた。,1-1
55,Всё его тело дышит здоровьем и силой.,彼のすべての身体が、健康と力を感じさせる。,1-1
56,"Лицо розовое, руки велики, грудь широкая, мускулистая, волосы густы, как у здорового мальчика.",顔はピンク色で、手は大きく、胸は広く、筋肉質で、髪は健康な少年のように豊かだった。,1-1
57,Ему под сорок.,彼は４０歳ちょうどだった。,1-1
58,"Одет он со вкусом и по последней моде в новенький, недавно сшитый триковый костюм.",彼は、最新のモードに従って、新しく縫いつけられたトライコートのスーツを着て、美しく装いをしていた。,1-1
59,"На груди большая золотая цепь с брелоками, на мизинце мелькает крошечными яркими звездочками бриллиантовый перстень.",胸には大きな金のネックレスがあり、小指には、小さくて輝くダイヤモンドのピンクが輝いていた。,1-1
60,"Но, что главнее всего и что так немаловажно для всякого мало-мальски порядочного героя романа или повести, он чрезвычайно красив.",しかし、どんな小説や物語の主人公であっても、最も重要なことであり、かなり重要なことである、彼は、非常に美しいのである。,1-1
61,Я не женщина и не художник.,私は女性でも、芸術家でもありません。,1-1
62,"Мало я смыслю в мужской красоте, но господин с кокардой своею наружностью произвел на меня впечатление.",男性の美しさについてはあまり理解していないが、彼のコーカードをかぶった容姿は私に強い印象を与えた。,1-1
63,Его большое мускулистое лицо осталось навсегда в моей памяти.,彼の巨大で筋肉質な顔が、いつまでも私の記憶に残っている。,1-1
64,"На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название.",その顔には、真のギリシャ鼻があり、小さな隆起があり、薄い唇と、美しい青い瞳があり、そこには優しさと、どうしてもぴったりという言葉が見つからない何かが輝いている。,1-1
65,"Это «что-то» можно подметить в глазах маленьких животных, когда они тоскуют или когда им больно.",この「何か」は、動物たちが悲しんだり、痛む時に、その目に見えるものなのだ。,1-1
66,"Что-то умоляющее, детское, безропотно терпящее. У хитрых и очень умных людей не бывает таких глаз.",何か、頼み込むような、子供らしい、無抵抗に耐えるような……狡猾で非常に賢い人々の目には、そんな目はない。,2-1
67,"Я вздохнул, положил перо и принялся ждать господина с кокардой.",私は溜息をついて、筆を置いて、そして、コカードを持った方を待つことにした。,1-1
68,"Начинающие писатели и вообще люди, не посвященные в редакционные тайны, приходящие при слове «редакция» в священный трепет, заставляют ждать себя немалое время.",新しい作家や、編集の話を知らない人たちは、「編集」という言葉を聞いて、聖なるおどろきを覚えて、自分を待つのに長い時間を要してしまう。,1-1
69,"Они, после редакторского «проси», долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени.",彼らは、編集者の「お願い」の後、長く咳をしたり、長くくしゃみをしたり、ゆっくりドアを開けたり、ゆっくり入ってきたりと、時間をかなり取られた。,1-1
70,Господин же с кокардой не заставил ждать себя.,そして、コカード先生は、自分を待たせることなく、すぐに現れた。,1-1
71,"Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой фуражку с кокардой.",アンドレーが出ていったとたん、私は自分の部屋で、肩の幅が広い男を見た。 彼は一方の手で紙の巻物を持っていて、もう一方の手でコカードを持っていた。,1-2
72,"Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль,",私との会話を求めていたその人は、私の物語においてとても重要な役割を果たしている。,1-1
73,Необходимо описать его наружность.,その外見を描写する必要がある。,1-1
74,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором.",１８８０年の４月のある午後、私の部屋に守衛のアンドレイが入ってきて、神秘的な風に私に報告した。 どうやら、あるお客様が編集部にやってきて、編集者との会談を強く要求しているらしいのだ。,1-2
75,"Должно быть, чиновник-с, добавил Андрей, с кокардой.",「きっと官僚だろうな」とアンドレイが追加した。 「コカールド付きだろうな」,1-2
76,"Попроси его прийти в другое время, сказал я.",「別の時間に来てもらってください」と私は言った。,1-1
77,Сегодня я занят.,「今日は忙しいんだ。,1-1
78,"Скажи, что редактор принимает только по субботам.",編集者は土曜日だけ受け付ける」と言ってください。,1-1
79,"Он и третьего дня приходил, вас спрашивал.",「彼は三日目も来て、あなたを尋ねたのよ。,1-1
80,"Говорит, что дело большое.",大きな仕事だと言っている。,1-1
81,Просит и чуть не плачет.,お願いして、ほとんど泣いている。,1-1
82,"В субботу, говорит, ему несвободно. Прикажете принять?",土曜日は、自由でないんだと言っている……受け入れるように命じますか？」,2-1
