id,source,translation,n2m
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, te tak zwane postacie autorytetu, przemierzali jego pokoje w niejasnych obiegach pod szerokimi belkami, ich cele niejasne.",1-1
28,And of no general interest.,I bez ogólnego zainteresowania.,1-1
29,The lady urinated.,Pani się załatwiła.,1-1
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Och, biedactwo, ma nerwowy pęcherz!"" zawołała matka kogoś puszysta.",1-1
31,"""Is that a Persian rug?""",To jest dywan perski?,1-1
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.,1-2
33,"No one would cop to it, of course.",Nikt by się do tego oczywiście nie przyznał.,1-1
34,We canceled the performance.,Odwołaliśmy występ.,1-1
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Przyznaj się, to była twoja matka,"" powiedział chłopiec o imieniu Rafe do chłopca o imieniu Sukey, kiedy rodzice już wyszli.",1-1
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek do whisky i butelek po piwie były całkowicie puste.",1-1
37,Drained.,Wyczerpany.,1-1
38,"Those parents were in a hurry, then.",Ci rodzice spieszyli się wtedy.,1-1
39,"""No way,"" said Sukey firmly, and shook her head.","""Nie ma mowy,"" powiedziała stanowczo Sukey, kiwając głową.",1-1
40,"""Then who is your mother?",To kto jest twoją matką?,1-1
41,The one with the big ass?,Ten z dużym tyłkiem?,1-1
42,"Or the one with the clubfoot?""","Czy ten z kulawą stopą?""",1-1
43,"""Neither,"" said Sukey.","""Żadne,"" powiedziała Sukey.",1-1
44,"""So fuck you.""",Więc pieprzyć cię.,1-1
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Na twarz jednego psa nałożono makijaż, szminkę i niebieskie cienie do powiek.",1-1
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej twarzy, więc makijaż dobrze na nim widać.",1-1
47,We liked to have an impact.,Lubiliśmy mieć wpływ.,1-1
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy skończyliśmy, szminka wróciła do jakiejś matczynego torebki Fendi.",1-1
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak to nakłada, nieświadomi.",1-1
50,That was satisfying.,To było satysfakcjonujące.,1-1
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Umieściliśmy psy w sztuce i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością.",1-1
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były źle wyszkolone i nie potrafiły przyjmować poleceń.,1-1
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i elegancka dama, którą ubraliśmy w falbankowy, usztywniany biustonosz.",1-1
54,The soldiers were cowards.,Żołnierze byli tchórzami.,1-1
55,"Deserters, basically.","Dezerterzy, w zasadzie.",1-1
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy okrzyk bojowy.",1-1
57,(A blaring klaxon.,(Rozległy się głośny klakson.,1-1
58,It went hoh-onk.),Poszło hoh-onk.,1-1
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsze kanu mogłoby zabrać nas aż do oceanu.,1-1
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Płynęlibyśmy na wiosłach przez jezioro, ponad bagnem, wzdłuż strumienia, aż dotarlibyśmy do ujścia rzeki.",1-1
61,Where the water met the sky.,Gdzie woda spotykała się z niebem.,1-1
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Bieglibyśmy wzdłuż plaży na solnym wietrze, zostawiając nasze łodzie na piasku.",1-1
