id,source,translation,n2m
70,Alors vous savez.,「それじゃあ、あなたは知っているのね。,1-1
71,C'est lui qui m'a dit de vous apporter ça.,それをあなたに持っていくようにと、彼が私に言ったのです。」,1-1
72,"Et qu'est-ce que c'est, ça?",「それはなんだ？」,1-1
73,"Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi.",「ええと、読書器かな、eBookかな、iPadかな、わからないな。,1-1
74,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼はあなたのマニュスクリプトを全部入れて、週末までに持っていくから、荷物が軽くなるよと言っていました。,1-1
75,Vous voulez que je vous explique?,説明してもらえますか？,1-1
76,"Regardez, c'est comme un écran avec tous vos manuscrits dessus.",見てください、あなたのマニュスクリプトが全部載ったスクリーンのようなものです。,1-1
77,Ils sont sur l'étagère virtuelle en faux-vrai bois.,それらは仮想の棚の上に、木製の仮想本物のものがあります。,1-1
78,Vous les touchez et ils s'ouvrent.,それらを触れると、開きます。,1-1
79,Il y en a un paquet.,それらがたくさんある。,1-1
80,"Vous n'allez jamais lire tout ça en deux jours! Regardez, le texte s'ouvre.",２日間でこれを全部読むなんて無理だよ！見てください、文章が開いています。」,2-1
