id,source,translation,n2m
54,"Когда мы проходили около подворотни, Яша споткнулся.","As we were passing by the gate, Yasha stumbled.",1-1
55,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Afterwards, when we recalled the incident in Sturdza Lane, Yasha insisted that whenever you want to do something in the best possible way, you should always start with something trivial.",1-1
56,"Я же про себя думал, что всему виной была Яшина невыносимая походка.",I thought to myself that Yashin's unbearable gait was to blame for everything.,1-1
57,"Но я молчал, чтобы не огорчать Яшу.","But I kept silent, not to upset Yasha.",1-1
58,Мы крадучись пошли по переулку.,We were crawling through the alley.,1-1
59,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","I said that we should go along the side where the gap is, not stopping short of it, listen carefully, and then quickly and silently pass through the gap.",1-1
60,"Расчет, по-моему, был математически точен.","The calculation, in my opinion, was mathematically accurate.",1-1
61,"Если в подворотне есть люди, то они могут нас и не заметить.","If there are people in the entrance, they may not notice us.",1-1
62,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","If we walk on the opposite side of the alley, they may notice us from afar.",1-1
63,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","I calculated that in the last case, we will be going against a dangerous current, or rather, we will be in plain sight of the people who have taken cover in the underpass, for five times longer.",1-1
64,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","And therefore, there will be five times more chances that we will be noticed.",1-1
65,"Утром я просыпался от жаркого солнца, бившего в белые стены.",I woke up in the morning to the hot sun beating on the white walls.,1-1
66,Красные и желтые мальвы-монашки покачивались за открытым окном.,The red and yellow marigolds swayed in the open window.,1-1
67,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,"Together with them, I peered into the room where a nasturtium flower was sitting; a furry bee was sitting on it.",1-1
68,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.","I, frozen, watched as she angrily struggled and extricated herself from the tight flower.",1-1
69,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","The bright streams flowed endlessly, reflected in the gentle waves of the river.",1-1
70,"Река шумела тут же, рядом.","The river murmured here, right next to us.",1-1
