lang,system,total_src_sents,n2m,n2mR,length_var,merges,splits,mergesRatio,splitsRatio,file
pl-ja,gpt4mch,65,13,0.2,0.21147848631927518,8,5,0.12307692307692308,0.07692307692307693,pl-ja.para.gpt4mch.3
pl-ja,gpt4hum,62,18,0.2903225806451613,0.17565206738983394,11,7,0.1774193548387097,0.11290322580645161,pl-ja.para.gpt4hum.1
pl-ja,gpt4hum,67,20,0.29850746268656714,0.18948852323933726,10,10,0.14925373134328357,0.14925373134328357,pl-ja.para.gpt4hum.2
pl-ja,gpt4hum,71,18,0.2535211267605634,0.22112997816819926,9,9,0.1267605633802817,0.1267605633802817,pl-ja.para.gpt4hum.3
pl-ja,human,70,19,0.2714285714285714,0.19161401767520292,10,9,0.14285714285714285,0.12857142857142856,pl-ja.para.human
pl-ja,gpt3,69,20,0.2898550724637681,0.20059832436410222,9,11,0.13043478260869565,0.15942028985507245,pl-ja.para.gpt3
ru-pl,gpt4mch,91,4,0.04395604395604396,0.11847845441995332,4,0,0.04395604395604396,0.0,ru-pl.para.gpt4mch.1
ru-pl,gpt4mch,91,6,0.06593406593406594,0.13330875629795882,6,0,0.06593406593406594,0.0,ru-pl.para.gpt4mch.2
ru-pl,gpt4mch,86,5,0.05813953488372093,0.14714038049295583,5,0,0.05813953488372093,0.0,ru-pl.para.gpt4mch.3
ru-pl,gpt4hum,105,3,0.02857142857142857,0.1551880874474054,2,1,0.01904761904761905,0.009523809523809525,ru-pl.para.gpt4hum.1
ru-pl,gpt4hum,97,9,0.09278350515463918,0.15874358437394556,9,0,0.09278350515463918,0.0,ru-pl.para.gpt4hum.2
ru-pl,gpt4hum,84,5,0.05952380952380952,0.12706443652043972,4,1,0.047619047619047616,0.011904761904761904,ru-pl.para.gpt4hum.3
ru-pl,human,108,1,0.009259259259259259,0.13682484827342115,1,0,0.009259259259259259,0.0,ru-pl.para.human
ru-pl,gpt3,108,1,0.009259259259259259,0.11277321974986566,1,0,0.009259259259259259,0.0,ru-pl.para.gpt3
ja-pl,gpt4mch,43,10,0.23255813953488372,0.12500032243828457,0,10,0.0,0.23255813953488372,ja-pl.para.gpt4mch.1
ja-pl,gpt4mch,39,7,0.1794871794871795,0.1049504344315039,0,7,0.0,0.1794871794871795,ja-pl.para.gpt4mch.2
ja-pl,gpt4mch,34,6,0.17647058823529413,0.1469508536475612,2,4,0.058823529411764705,0.11764705882352941,ja-pl.para.gpt4mch.3
ja-pl,gpt4hum,38,11,0.2894736842105263,0.10977310041591844,2,9,0.05263157894736842,0.23684210526315788,ja-pl.para.gpt4hum.1
ja-pl,gpt4hum,39,12,0.3076923076923077,0.09712084564456942,2,10,0.05128205128205128,0.2564102564102564,ja-pl.para.gpt4hum.2
ja-pl,gpt4hum,40,11,0.275,0.13205938474039008,2,9,0.05,0.225,ja-pl.para.gpt4hum.3
ja-pl,human,41,12,0.2926829268292683,0.13651619387941616,1,11,0.024390243902439025,0.2682926829268293,ja-pl.para.human
ja-pl,gpt3,39,11,0.28205128205128205,0.14498812330234717,2,9,0.05128205128205128,0.23076923076923078,ja-pl.para.gpt3
en-pl,gpt4mch,60,3,0.05,0.3455391791844147,1,2,0.016666666666666666,0.03333333333333333,en-pl.para.gpt4mch.1
en-pl,gpt4mch,57,5,0.08771929824561403,0.3763508561115712,3,2,0.05263157894736842,0.03508771929824561,en-pl.para.gpt4mch.2
en-pl,gpt4mch,60,2,0.03333333333333333,0.363311303464137,1,1,0.016666666666666666,0.016666666666666666,en-pl.para.gpt4mch.3
en-pl,gpt4hum,58,5,0.08620689655172414,0.3804183952131851,3,2,0.05172413793103448,0.034482758620689655,en-pl.para.gpt4hum.1
en-pl,gpt4hum,60,3,0.05,0.33715689652303116,1,2,0.016666666666666666,0.03333333333333333,en-pl.para.gpt4hum.2
en-pl,gpt4hum,60,4,0.06666666666666667,0.3471172742720325,1,3,0.016666666666666666,0.05,en-pl.para.gpt4hum.3
en-pl,human,61,3,0.04918032786885246,0.36740076772193914,1,2,0.01639344262295082,0.03278688524590164,en-pl.para.human
en-pl,gpt3,61,2,0.03278688524590164,0.3144312891757129,1,1,0.01639344262295082,0.01639344262295082,en-pl.para.gpt3
ru-ja,gpt4mch,83,15,0.18072289156626506,0.28052237875882563,8,7,0.0963855421686747,0.08433734939759036,ru-ja.para.gpt4mch.1
ru-ja,gpt4mch,80,14,0.175,0.2961680518179488,6,8,0.075,0.1,ru-ja.para.gpt4mch.2
ru-ja,gpt4mch,83,14,0.1686746987951807,0.2732892766347037,8,6,0.0963855421686747,0.07228915662650602,ru-ja.para.gpt4mch.3
ru-ja,gpt4hum,70,14,0.2,0.24114631586776203,10,4,0.14285714285714285,0.05714285714285714,ru-ja.para.gpt4hum.1
ru-ja,gpt4hum,75,16,0.21333333333333335,0.26345679151874196,10,6,0.13333333333333333,0.08,ru-ja.para.gpt4hum.2
ru-ja,gpt4hum,71,15,0.2112676056338028,0.2673150353157043,9,6,0.1267605633802817,0.08450704225352113,ru-ja.para.gpt4hum.3
ru-ja,human,79,18,0.22784810126582278,0.3477132149874432,10,8,0.12658227848101267,0.10126582278481013,ru-ja.para.human
ru-ja,gpt3,76,15,0.19736842105263158,0.1844477512288255,10,5,0.13157894736842105,0.06578947368421052,ru-ja.para.gpt3
de-en_news,human,1727,144,0.08338158656629995,0.14137124907405885,22,122,0.012738853503184714,0.07064273306311523,de-en_news.para.human
de-en_news,gpt4,1724,141,0.08178654292343387,0.1410206027043207,25,116,0.014501160092807424,0.06728538283062645,de-en_news.para.gpt4
ru-en,gpt4mch,64,6,0.09375,0.1936011132426525,6,0,0.09375,0.0,ru-en.para.gpt4mch.1
ru-en,gpt4mch,65,6,0.09230769230769231,0.159223803451111,5,1,0.07692307692307693,0.015384615384615385,ru-en.para.gpt4mch.2
ru-en,gpt4mch,65,8,0.12307692307692308,0.15632842885743276,5,3,0.07692307692307693,0.046153846153846156,ru-en.para.gpt4mch.3
ru-en,gpt4hum,63,8,0.12698412698412698,0.16257037373283276,7,1,0.1111111111111111,0.015873015873015872,ru-en.para.gpt4hum.1
ru-en,gpt4hum,60,10,0.16666666666666666,0.17883386097030549,9,1,0.15,0.016666666666666666,ru-en.para.gpt4hum.2
ru-en,gpt4hum,66,5,0.07575757575757576,0.16803360109874402,4,1,0.06060606060606061,0.015151515151515152,ru-en.para.gpt4hum.3
ru-en,human,67,5,0.07462686567164178,0.17356178603110067,3,2,0.04477611940298507,0.029850746268656716,ru-en.para.human
ru-en,gpt3,67,3,0.04477611940298507,0.18884725884981662,3,0,0.04477611940298507,0.0,ru-en.para.gpt3
en-ja,gpt4mch,66,7,0.10606060606060606,0.506935231009474,4,3,0.06060606060606061,0.045454545454545456,en-ja.para.gpt4mch.1
en-ja,gpt4mch,65,9,0.13846153846153847,0.4203832680991727,6,3,0.09230769230769231,0.046153846153846156,en-ja.para.gpt4mch.2
en-ja,gpt4mch,66,7,0.10606060606060606,0.46316959605396885,5,2,0.07575757575757576,0.030303030303030304,en-ja.para.gpt4mch.3
en-ja,gpt4hum,66,11,0.16666666666666666,0.44574829741127786,5,6,0.07575757575757576,0.09090909090909091,en-ja.para.gpt4hum.1
en-ja,gpt4hum,67,9,0.13432835820895522,0.49947782717502837,4,5,0.05970149253731343,0.07462686567164178,en-ja.para.gpt4hum.2
en-ja,gpt4hum,64,10,0.15625,0.45164374765281773,7,3,0.109375,0.046875,en-ja.para.gpt4hum.3
en-ja,human,69,16,0.2318840579710145,0.4173766665966539,3,13,0.043478260869565216,0.18840579710144928,en-ja.para.human
en-ja,gpt3,71,10,0.14084507042253522,0.3259858086765446,2,8,0.028169014084507043,0.11267605633802817,en-ja.para.gpt3
fr-en,gpt4mch,54,5,0.09259259259259259,0.15369188139725623,2,3,0.037037037037037035,0.05555555555555555,fr-en.para.gpt4mch.1
fr-en,gpt4mch,57,1,0.017543859649122806,0.17203849200106588,0,1,0.0,0.017543859649122806,fr-en.para.gpt4mch.2
fr-en,gpt4mch,54,3,0.05555555555555555,0.1684900649081887,2,1,0.037037037037037035,0.018518518518518517,fr-en.para.gpt4mch.3
fr-en,gpt4hum,55,3,0.05454545454545454,0.17757113908985583,2,1,0.03636363636363636,0.01818181818181818,fr-en.para.gpt4hum.1
fr-en,gpt4hum,55,4,0.07272727272727272,0.16595990983238784,2,2,0.03636363636363636,0.03636363636363636,fr-en.para.gpt4hum.2
fr-en,gpt4hum,54,5,0.09259259259259259,0.173214480314091,2,3,0.037037037037037035,0.05555555555555555,fr-en.para.gpt4hum.3
fr-en,human,57,5,0.08771929824561403,0.13819480916154533,0,5,0.0,0.08771929824561403,fr-en.para.human
fr-en,gpt3,56,1,0.017857142857142856,0.17502760114063218,1,0,0.017857142857142856,0.0,fr-en.para.gpt3
de-pl,gpt4mch,70,8,0.11428571428571428,0.15417150620549877,1,7,0.014285714285714285,0.1,de-pl.para.gpt4mch.1
de-pl,gpt4mch,67,12,0.1791044776119403,0.14709797936880692,3,9,0.04477611940298507,0.13432835820895522,de-pl.para.gpt4mch.2
de-pl,gpt4mch,61,11,0.18032786885245902,0.13965418314782993,6,5,0.09836065573770492,0.08196721311475409,de-pl.para.gpt4mch.3
de-pl,gpt4hum,68,13,0.19117647058823528,0.15525808094734014,3,10,0.04411764705882353,0.14705882352941177,de-pl.para.gpt4hum.1
de-pl,gpt4hum,69,9,0.13043478260869565,0.1591123113221731,2,7,0.028985507246376812,0.10144927536231885,de-pl.para.gpt4hum.2
de-pl,gpt4hum,67,8,0.11940298507462686,0.18079164436015327,2,6,0.029850746268656716,0.08955223880597014,de-pl.para.gpt4hum.3
de-pl,human,67,15,0.22388059701492538,0.16057852474818324,3,12,0.04477611940298507,0.1791044776119403,de-pl.para.human
de-pl,gpt3,66,12,0.18181818181818182,0.10936928271615208,5,7,0.07575757575757576,0.10606060606060606,de-pl.para.gpt3
en-de_news,human,2093,216,0.10320114667940755,0.19041541272557705,119,97,0.056856187290969896,0.04634495938843765,en-de_news.para.human
en-de_news,gpt4,2085,174,0.08345323741007195,0.19350683524913959,120,54,0.05755395683453238,0.025899280575539568,en-de_news.para.gpt4
fr-pl,gpt4mch,54,2,0.037037037037037035,0.15156125450548374,2,0,0.037037037037037035,0.0,fr-pl.para.gpt4mch.1
fr-pl,gpt4mch,57,1,0.017543859649122806,0.17029846530077677,0,1,0.0,0.017543859649122806,fr-pl.para.gpt4mch.2
fr-pl,gpt4mch,56,1,0.017857142857142856,0.16439383793357326,1,0,0.017857142857142856,0.0,fr-pl.para.gpt4mch.3
fr-pl,gpt4hum,57,3,0.05263157894736842,0.16945936761330924,0,3,0.0,0.05263157894736842,fr-pl.para.gpt4hum.1
fr-pl,gpt4hum,56,1,0.017857142857142856,0.16340262371155304,1,0,0.017857142857142856,0.0,fr-pl.para.gpt4hum.2
fr-pl,gpt4hum,56,3,0.05357142857142857,0.18015262319567452,1,2,0.017857142857142856,0.03571428571428571,fr-pl.para.gpt4hum.3
fr-pl,human,56,4,0.07142857142857142,0.21168480647399796,0,4,0.0,0.07142857142857142,fr-pl.para.human
fr-pl,gpt3,57,2,0.03508771929824561,0.15138210839023744,0,2,0.0,0.03508771929824561,fr-pl.para.gpt3
zh-en,gpt4mch,56,11,0.19642857142857142,0.13889048547950522,9,2,0.16071428571428573,0.03571428571428571,zh-en.para.gpt4mch.1
zh-en,gpt4mch,60,8,0.13333333333333333,0.14453732813572973,5,3,0.08333333333333333,0.05,zh-en.para.gpt4mch.2
zh-en,gpt4mch,58,7,0.1206896551724138,0.14888150322493549,5,2,0.08620689655172414,0.034482758620689655,zh-en.para.gpt4mch.3
zh-en,gpt4hum,58,10,0.1724137931034483,0.12857645692709974,7,3,0.1206896551724138,0.05172413793103448,zh-en.para.gpt4hum.1
zh-en,gpt4hum,58,10,0.1724137931034483,0.11780630972127595,5,5,0.08620689655172414,0.08620689655172414,zh-en.para.gpt4hum.2
zh-en,gpt4hum,59,9,0.15254237288135594,0.12106448376810959,6,3,0.1016949152542373,0.05084745762711865,zh-en.para.gpt4hum.3
zh-en,human,55,12,0.21818181818181817,0.16679381573736665,8,4,0.14545454545454545,0.07272727272727272,zh-en.para.human
zh-en,gpt3,62,10,0.16129032258064516,0.1181772215109716,3,7,0.04838709677419355,0.11290322580645161,zh-en.para.gpt3
cs-pl,gpt4mch,50,2,0.04,0.09701552923557837,0,2,0.0,0.04,cs-pl.para.gpt4mch.1
cs-pl,gpt4mch,50,4,0.08,0.12509689598520127,0,4,0.0,0.08,cs-pl.para.gpt4mch.2
cs-pl,gpt4mch,50,4,0.08,0.10125497503659675,0,4,0.0,0.08,cs-pl.para.gpt4mch.3
cs-pl,gpt4hum,50,3,0.06,0.10806670272082741,0,3,0.0,0.06,cs-pl.para.gpt4hum.1
cs-pl,gpt4hum,49,3,0.061224489795918366,0.09998359002333268,1,2,0.02040816326530612,0.04081632653061224,cs-pl.para.gpt4hum.2
cs-pl,gpt4hum,50,3,0.06,0.09549557688734754,0,3,0.0,0.06,cs-pl.para.gpt4hum.3
cs-pl,human,50,5,0.1,0.11549314325880972,0,5,0.0,0.1,cs-pl.para.human
cs-pl,gpt3,50,0,0.0,0.10196963503750368,0,0,0.0,0.0,cs-pl.para.gpt3
pl-en,gpt4mch,68,6,0.08823529411764706,0.21505621479647288,0,6,0.0,0.08823529411764706,pl-en.para.gpt4mch.1
pl-en,gpt4mch,69,5,0.07246376811594203,0.21160494257895873,0,5,0.0,0.07246376811594203,pl-en.para.gpt4mch.2
pl-en,gpt4mch,67,7,0.1044776119402985,0.19252737927139574,1,6,0.014925373134328358,0.08955223880597014,pl-en.para.gpt4mch.3
pl-en,gpt4hum,65,5,0.07692307692307693,0.19872165881015794,3,2,0.046153846153846156,0.03076923076923077,pl-en.para.gpt4hum.1
pl-en,gpt4hum,68,5,0.07352941176470588,0.1883503372167369,0,5,0.0,0.07352941176470588,pl-en.para.gpt4hum.2
pl-en,gpt4hum,68,5,0.07352941176470588,0.22160139606222834,1,4,0.014705882352941176,0.058823529411764705,pl-en.para.gpt4hum.3
pl-en,human,66,6,0.09090909090909091,0.1684316811990868,1,5,0.015151515151515152,0.07575757575757576,pl-en.para.human
pl-en,gpt3,69,1,0.014492753623188406,0.2054422001247639,0,1,0.0,0.014492753623188406,pl-en.para.gpt3
de-en,gpt4mch,73,16,0.2191780821917808,0.11544660477134223,2,14,0.0273972602739726,0.1917808219178082,de-en.para.gpt4mch.1
de-en,gpt4mch,70,17,0.24285714285714285,0.11449639615633544,4,13,0.05714285714285714,0.18571428571428572,de-en.para.gpt4mch.2
de-en,gpt4mch,71,18,0.2535211267605634,0.10819548913791158,3,15,0.04225352112676056,0.2112676056338028,de-en.para.gpt4mch.3
de-en,gpt4hum,70,16,0.22857142857142856,0.1007843886245923,5,11,0.07142857142857142,0.15714285714285714,de-en.para.gpt4hum.1
de-en,gpt4hum,71,16,0.22535211267605634,0.09816247161975626,4,12,0.056338028169014086,0.16901408450704225,de-en.para.gpt4hum.2
de-en,gpt4hum,70,10,0.14285714285714285,0.1334477596781185,5,5,0.07142857142857142,0.07142857142857142,de-en.para.gpt4hum.3
de-en,human,74,21,0.28378378378378377,0.12046402116290389,1,20,0.013513513513513514,0.2702702702702703,de-en.para.human
de-en,gpt3,72,18,0.25,0.10508786851784088,2,16,0.027777777777777776,0.2222222222222222,de-en.para.gpt3
zh-ja,gpt4mch,70,20,0.2857142857142857,0.45010244896793306,11,9,0.15714285714285714,0.12857142857142856,zh-ja.para.gpt4mch.1
zh-ja,gpt4mch,88,19,0.2159090909090909,0.2392254475041167,4,15,0.045454545454545456,0.17045454545454544,zh-ja.para.gpt4mch.2
zh-ja,gpt4mch,78,15,0.19230769230769232,0.22268921798712357,7,8,0.08974358974358974,0.10256410256410256,zh-ja.para.gpt4mch.3
zh-ja,gpt4hum,77,22,0.2857142857142857,0.19072279872753337,7,15,0.09090909090909091,0.19480519480519481,zh-ja.para.gpt4hum.1
zh-ja,gpt4hum,80,15,0.1875,0.2695030411614434,7,8,0.0875,0.1,zh-ja.para.gpt4hum.2
zh-ja,gpt4hum,70,12,0.17142857142857143,0.2395712824531404,7,5,0.1,0.07142857142857142,zh-ja.para.gpt4hum.3
zh-ja,human,89,22,0.24719101123595505,0.1571721149358429,3,19,0.033707865168539325,0.21348314606741572,zh-ja.para.human
zh-ja,gpt3,86,23,0.26744186046511625,0.13586883722881152,3,20,0.03488372093023256,0.23255813953488372,zh-ja.para.gpt3
ja-en,gpt4mch,41,9,0.21951219512195122,0.1577348444092071,1,8,0.024390243902439025,0.1951219512195122,ja-en.para.gpt4mch.1
ja-en,gpt4mch,43,8,0.18604651162790697,0.15926339325131017,0,8,0.0,0.18604651162790697,ja-en.para.gpt4mch.2
ja-en,gpt4mch,39,8,0.20512820512820512,0.16822315285535883,2,6,0.05128205128205128,0.15384615384615385,ja-en.para.gpt4mch.3
ja-en,gpt4hum,39,9,0.23076923076923078,0.15300029506405394,1,8,0.02564102564102564,0.20512820512820512,ja-en.para.gpt4hum.1
ja-en,gpt4hum,40,10,0.25,0.1470028244122314,1,9,0.025,0.225,ja-en.para.gpt4hum.2
ja-en,gpt4hum,41,10,0.24390243902439024,0.1430447530752867,1,9,0.024390243902439025,0.21951219512195122,ja-en.para.gpt4hum.3
ja-en,human,40,10,0.25,0.17717936224420266,2,8,0.05,0.2,ja-en.para.human
ja-en,gpt3,40,8,0.2,0.21662139547759957,1,7,0.025,0.175,ja-en.para.gpt3
