lang,system,all_alignments,cross_alignments,xwr_mean,xwr_std,xwr_observations,file,total_src_sents,n2m,n2mR,length_var,merges,splits,mergesRatio,splitsRatio
en-ja,gpt4hum,481,719,1.5892680555725716,0.8774800599918469,10,en-ja.para.gpt4hum.2,67,9,0.1343283582089552,0.4994778271750283,4,5,0.0597014925373134,0.0746268656716417
en-ja,gpt4hum,464,491,1.0799805903856916,0.4608366609595423,10,en-ja.para.gpt4hum.3,64,10,0.15625,0.4516437476528177,7,3,0.109375,0.046875
en-pl,gpt4hum,654,322,0.4518635118517912,0.2874970427424156,10,en-pl.para.gpt4hum.1,58,5,0.0862068965517241,0.3804183952131851,3,2,0.0517241379310344,0.0344827586206896
en-pl,gpt4hum,646,333,0.4821036082640555,0.466122388018598,10,en-pl.para.gpt4hum.2,60,3,0.05,0.3371568965230311,1,2,0.0166666666666666,0.0333333333333333
en-pl,gpt4hum,641,297,0.4594802253534761,0.3642122424645924,10,en-pl.para.gpt4hum.3,60,4,0.0666666666666666,0.3471172742720325,1,3,0.0166666666666666,0.05
fr-en,gpt4hum,1175,1475,1.1551293751443414,0.567028954984701,10,fr-en.para.gpt4hum.1,55,3,0.0545454545454545,0.1775711390898558,2,1,0.0363636363636363,0.0181818181818181
fr-en,gpt4hum,1165,1380,1.02331022096628,0.808925494822837,10,fr-en.para.gpt4hum.2,55,4,0.0727272727272727,0.1659599098323878,2,2,0.0363636363636363,0.0363636363636363
fr-en,gpt4hum,1161,1265,1.0358845302477084,0.5447421672000874,10,fr-en.para.gpt4hum.3,54,5,0.0925925925925925,0.173214480314091,2,3,0.037037037037037,0.0555555555555555
fr-ja,gpt4hum,555,693,1.10366719538553,0.5887493607024248,10,fr-ja.para.gpt4hum.1,79,16,0.2025316455696202,0.3608619128427567,9,7,0.1139240506329113,0.0886075949367088
fr-ja,gpt4hum,547,585,0.9546555715257398,0.5310959852103881,10,fr-ja.para.gpt4hum.2,77,16,0.2077922077922078,0.3577061250102065,8,8,0.1038961038961039,0.1038961038961039
fr-ja,gpt4hum,520,560,0.942959000650534,0.4914826855211647,10,fr-ja.para.gpt4hum.3,77,12,0.1558441558441558,0.3374598582388797,5,7,0.0649350649350649,0.0909090909090909
fr-pl,gpt4hum,1160,663,0.5805373809983062,0.240916940352207,10,fr-pl.para.gpt4hum.1,57,3,0.0526315789473684,0.1694593676133092,0,3,0.0,0.0526315789473684
fr-pl,gpt4hum,1149,815,0.686628547108185,0.3220779946401182,10,fr-pl.para.gpt4hum.2,56,1,0.0178571428571428,0.163402623711553,1,0,0.0178571428571428,0.0
fr-pl,gpt4hum,1117,779,0.6968196012681469,0.3116773531296365,10,fr-pl.para.gpt4hum.3,56,3,0.0535714285714285,0.1801526231956745,1,2,0.0178571428571428,0.0357142857142857
ja-en,gpt4hum,548,863,1.5923406065766343,0.4673907096832093,10,ja-en.para.gpt4hum.1,39,9,0.2307692307692307,0.1530002950640539,1,8,0.0256410256410256,0.2051282051282051
ja-en,gpt4hum,552,699,1.3277802834420482,0.38532028388035,10,ja-en.para.gpt4hum.2,40,10,0.25,0.1470028244122314,1,9,0.025,0.225
ja-en,gpt4hum,535,688,1.3255082562729894,0.3489634020857119,10,ja-en.para.gpt4hum.3,41,10,0.2439024390243902,0.1430447530752867,1,9,0.024390243902439,0.2195121951219512
ja-pl,gpt4hum,503,795,1.5065486401914006,0.8014773535066887,10,ja-pl.para.gpt4hum.1,38,11,0.2894736842105263,0.1097731004159184,2,9,0.0526315789473684,0.2368421052631578
ja-pl,gpt4hum,497,617,1.1921408624769945,0.6216343489796143,10,ja-pl.para.gpt4hum.2,39,12,0.3076923076923077,0.0971208456445694,2,10,0.0512820512820512,0.2564102564102564
ja-pl,gpt4hum,521,982,1.7964551296182816,0.6612925434694605,10,ja-pl.para.gpt4hum.3,40,11,0.275,0.13205938474039,2,9,0.05,0.225
pl-en,gpt4hum,1079,1073,0.9039308856700264,0.6221337660301076,10,pl-en.para.gpt4hum.1,65,5,0.0769230769230769,0.1987216588101579,3,2,0.0461538461538461,0.0307692307692307
pl-en,gpt4hum,1130,984,0.8113651246677366,0.5138872422245132,10,pl-en.para.gpt4hum.2,68,5,0.0735294117647058,0.1883503372167369,0,5,0.0,0.0735294117647058
pl-en,gpt4hum,1100,1224,1.0050521854896184,0.8413213125681289,10,pl-en.para.gpt4hum.3,68,5,0.0735294117647058,0.2216013960622283,1,4,0.0147058823529411,0.0588235294117647
pl-ja,gpt4hum,522,592,1.0618086769091233,0.5230745438060004,10,pl-ja.para.gpt4hum.1,62,18,0.2903225806451613,0.1756520673898339,11,7,0.1774193548387097,0.1129032258064516
pl-ja,gpt4hum,583,736,1.2750150066798822,0.4320412603376082,10,pl-ja.para.gpt4hum.2,67,20,0.2985074626865671,0.1894885232393372,10,10,0.1492537313432835,0.1492537313432835
pl-ja,gpt4hum,574,584,1.0358284632132595,0.2888472222669005,10,pl-ja.para.gpt4hum.3,71,18,0.2535211267605634,0.2211299781681992,9,9,0.1267605633802817,0.1267605633802817
ru-en,gpt4hum,896,805,0.8661385855344008,0.3394331070145001,10,ru-en.para.gpt4hum.1,63,8,0.1269841269841269,0.1625703737328327,7,1,0.1111111111111111,0.0158730158730158
ru-en,gpt4hum,876,711,0.8600968951717693,0.5793025271815678,10,ru-en.para.gpt4hum.2,60,10,0.1666666666666666,0.1788338609703054,9,1,0.15,0.0166666666666666
ru-en,gpt4hum,888,614,0.6826050268225006,0.4472074253975714,10,ru-en.para.gpt4hum.3,66,5,0.0757575757575757,0.168033601098744,4,1,0.0606060606060606,0.0151515151515151
ru-ja,gpt4hum,693,911,1.309264030722969,0.2714282802630292,10,ru-ja.para.gpt4hum.1,70,14,0.2,0.241146315867762,10,4,0.1428571428571428,0.0571428571428571
ru-ja,gpt4hum,623,745,1.1355563434328826,0.3800784919451833,10,ru-ja.para.gpt4hum.2,75,16,0.2133333333333333,0.2634567915187419,10,6,0.1333333333333333,0.08
ru-ja,gpt4hum,620,902,1.1712588035635512,0.6812589948395374,10,ru-ja.para.gpt4hum.3,71,15,0.2112676056338028,0.2673150353157043,9,6,0.1267605633802817,0.0845070422535211
ru-pl,gpt4hum,1444,1592,0.7895827984055839,0.7851339581970058,10,ru-pl.para.gpt4hum.1,105,3,0.0285714285714285,0.1551880874474054,2,1,0.019047619047619,0.0095238095238095
ru-pl,gpt4hum,1369,2601,1.3969844435265308,2.4536862080971558,10,ru-pl.para.gpt4hum.2,97,9,0.0927835051546391,0.1587435843739455,9,0,0.0927835051546391,0.0
ru-pl,gpt4hum,1201,1055,0.8574888288547374,0.8993459652765737,10,ru-pl.para.gpt4hum.3,84,5,0.0595238095238095,0.1270644365204397,4,1,0.0476190476190476,0.0119047619047619
zh-en,gpt4hum,571,495,0.73561255457276,0.6189434253831849,10,zh-en.para.gpt4hum.1,58,10,0.1724137931034483,0.1285764569270997,7,3,0.1206896551724138,0.0517241379310344
zh-en,gpt4hum,577,499,0.7627126896928436,0.4816408967186494,10,zh-en.para.gpt4hum.2,58,10,0.1724137931034483,0.1178063097212759,5,5,0.0862068965517241,0.0862068965517241
zh-en,gpt4hum,557,470,0.7010634333402975,0.6707734980172028,10,zh-en.para.gpt4hum.3,59,9,0.1525423728813559,0.1210644837681095,6,3,0.1016949152542373,0.0508474576271186
zh-ja,gpt4hum,707,1166,1.669264162362366,0.5377697730573774,10,zh-ja.para.gpt4hum.1,77,22,0.2857142857142857,0.1907227987275333,7,15,0.0909090909090909,0.1948051948051948
zh-ja,gpt4hum,764,1152,1.5068248648864246,0.541499717430237,10,zh-ja.para.gpt4hum.2,80,15,0.1875,0.2695030411614434,7,8,0.0875,0.1
zh-ja,gpt4hum,647,961,1.5094490400602147,0.4897831241866689,10,zh-ja.para.gpt4hum.3,70,12,0.1714285714285714,0.2395712824531404,7,5,0.1,0.0714285714285714
cs-pl,human,912,580,0.6256085272658425,0.239032102562935,10,cs-pl.para.human,50,5,0.1,0.1154931432588097,0,5,0.0,0.1
de-en_news,human,25557,30991,0.8150859018063448,1.0304349512525002,549,de-en_news.para.human,1727,144,0.0833815865662999,0.1413712490740588,22,122,0.0127388535031847,0.0706427330631152
de-en,human,1206,1247,0.939095991101252,0.426168014775528,10,de-en.para.human,74,21,0.2837837837837837,0.1204640211629038,1,20,0.0135135135135135,0.2702702702702703
de-ja,human,965,1973,1.94520562370436,0.5935929781970609,10,de-ja.para.human,39,26,0.6666666666666666,0.1089970031992053,0,26,0.0,0.6666666666666666
de-pl,human,1209,1567,1.216986028904201,0.4140511307652069,10,de-pl.para.human,67,15,0.2238805970149253,0.1605785247481832,3,12,0.044776119402985,0.1791044776119403
en-de_news,human,35419,37031,0.6826681001072258,0.6844785212007377,557,en-de_news.para.human,2093,216,0.1032011466794075,0.190415412725577,119,97,0.0568561872909698,0.0463449593884376
en-ja,human,459,537,1.1505975195810725,0.6647447671092028,10,en-ja.para.human,69,16,0.2318840579710145,0.4173766665966539,3,13,0.0434782608695652,0.1884057971014492
en-pl,human,561,574,0.973402139726085,0.6558765632924235,10,en-pl.para.human,61,3,0.0491803278688524,0.3674007677219391,1,2,0.0163934426229508,0.0327868852459016
fr-en,human,1139,1865,1.476888538019963,0.958764578063354,10,fr-en.para.human,57,5,0.087719298245614,0.1381948091615453,0,5,0.0,0.087719298245614
fr-ja,human,540,695,1.1740111037644427,0.5046601881014943,10,fr-ja.para.human,80,15,0.1875,0.3043248370701686,8,7,0.1,0.0875
fr-pl,human,627,4625,6.207587704362539,4.098804379733778,10,fr-pl.para.human,56,4,0.0714285714285714,0.2116848064739979,0,4,0.0,0.0714285714285714
ja-en,human,483,843,1.5359303645358586,0.9011174314350734,10,ja-en.para.human,40,10,0.25,0.1771793622442026,2,8,0.05,0.2
ja-pl,human,453,794,1.769601913623486,0.5318904541614707,10,ja-pl.para.human,41,12,0.2926829268292683,0.1365161938794161,1,11,0.024390243902439,0.2682926829268293
pl-en,human,1141,831,0.720182030438288,0.4381082579443678,10,pl-en.para.human,66,6,0.0909090909090909,0.1684316811990868,1,5,0.0151515151515151,0.0757575757575757
pl-ja,human,615,790,1.2828827902808633,0.3630777400974819,10,pl-ja.para.human,70,19,0.2714285714285714,0.1916140176752029,10,9,0.1428571428571428,0.1285714285714285
ru-en,human,766,887,1.2114842194467363,0.5051319810242126,10,ru-en.para.human,67,5,0.0746268656716417,0.1735617860311006,3,2,0.044776119402985,0.0298507462686567
ru-ja,human,670,1124,1.6627063698517257,0.7273646470069589,10,ru-ja.para.human,79,18,0.2278481012658227,0.3477132149874432,10,8,0.1265822784810126,0.1012658227848101
ru-pl,human,1522,1233,0.6957660578262761,0.3313338361112923,10,ru-pl.para.human,108,1,0.0092592592592592,0.1368248482734211,1,0,0.0092592592592592,0.0
zh-en,human,489,394,0.7440098927375919,0.3757473005912017,10,zh-en.para.human,55,12,0.2181818181818181,0.1667938157373666,8,4,0.1454545454545454,0.0727272727272727
zh-ja,human,720,1079,1.4782423268063,0.6071051043060239,10,zh-ja.para.human,89,22,0.247191011235955,0.1571721149358429,3,19,0.0337078651685393,0.2134831460674157
cs-pl,gpt3,1067,409,0.3911040853618434,0.1948894215393234,10,cs-pl.para.gpt3,50,0,0.0,0.1019696350375036,0,0,0.0,0.0
de-en,gpt3,1376,1357,0.9394354698542744,0.4820345500383646,10,de-en.para.gpt3,72,18,0.25,0.1050878685178408,2,16,0.0277777777777777,0.2222222222222222
de-ja,gpt3,868,2498,2.6076526537914426,0.8790975880022622,10,de-ja.para.gpt3,38,21,0.5526315789473685,0.0965210273548961,2,19,0.0526315789473684,0.5
de-pl,gpt3,1166,1557,1.2489692626737208,0.6718037492633574,10,de-pl.para.gpt3,66,12,0.1818181818181818,0.109369282716152,5,7,0.0757575757575757,0.106060606060606
en-ja,gpt3,534,470,0.954471265984438,0.4232228025879959,10,en-ja.para.gpt3,71,10,0.1408450704225352,0.3259858086765446,2,8,0.028169014084507,0.1126760563380281
en-pl,gpt3,632,331,0.4499946950265805,0.2348097024555875,10,en-pl.para.gpt3,61,2,0.0327868852459016,0.3144312891757129,1,1,0.0163934426229508,0.0163934426229508
fr-en,gpt3,1279,1406,1.089874258042549,0.7916772917420369,10,fr-en.para.gpt3,56,1,0.0178571428571428,0.1750276011406321,1,0,0.0178571428571428,0.0
fr-ja,gpt3,569,690,1.0592591158143958,0.5283109282164268,10,fr-ja.para.gpt3,77,18,0.2337662337662337,0.2511861382830653,10,8,0.1298701298701298,0.1038961038961039
fr-pl,gpt3,1189,977,0.7674388617787139,0.4415877568967338,10,fr-pl.para.gpt3,57,2,0.0350877192982456,0.1513821083902374,0,2,0.0,0.0350877192982456
ja-en,gpt3,513,623,1.146727486604724,0.2859978454671329,10,ja-en.para.gpt3,40,8,0.2,0.2166213954775995,1,7,0.025,0.175
ja-pl,gpt3,515,720,1.4074349340390158,0.4905454539320719,10,ja-pl.para.gpt3,39,11,0.282051282051282,0.1449881233023471,2,9,0.0512820512820512,0.2307692307692307
pl-en,gpt3,1214,797,0.6655990122477105,0.3872260192625542,10,pl-en.para.gpt3,69,1,0.0144927536231884,0.2054422001247639,0,1,0.0,0.0144927536231884
pl-ja,gpt3,575,796,1.4785874516600086,0.60471934970027,10,pl-ja.para.gpt3,69,20,0.2898550724637681,0.2005983243641022,9,11,0.1304347826086956,0.1594202898550724
ru-en,gpt3,916,716,0.7362163545282423,0.5135540353818814,10,ru-en.para.gpt3,67,3,0.044776119402985,0.1888472588498166,3,0,0.044776119402985,0.0
ru-ja,gpt3,750,972,1.206333845647852,0.4379337341383865,10,ru-ja.para.gpt3,76,15,0.1973684210526315,0.1844477512288255,10,5,0.131578947368421,0.0657894736842105
ru-pl,gpt3,1605,386,0.2323784336892932,0.15419978836396,10,ru-pl.para.gpt3,108,1,0.0092592592592592,0.1127732197498656,1,0,0.0092592592592592,0.0
zh-en,gpt3,571,657,1.0111136027730865,0.7951149037477959,10,zh-en.para.gpt3,62,10,0.1612903225806451,0.1181772215109716,3,7,0.0483870967741935,0.1129032258064516
zh-ja,gpt3,837,611,0.7406627540244585,0.3362303470680977,10,zh-ja.para.gpt3,86,23,0.2674418604651162,0.1358688372288115,3,20,0.0348837209302325,0.2325581395348837
de-en_news,gpt4,26561,25557,0.6082396368244611,0.716294298123433,549,de-en_news.para.gpt4,1724,141,0.0817865429234338,0.1410206027043207,25,116,0.0145011600928074,0.0672853828306264
en-de_news,gpt4,37231,31280,0.6106811652130621,0.5476857343288293,557,en-de_news.para.gpt4,2085,174,0.0834532374100719,0.1935068352491395,120,54,0.0575539568345323,0.0258992805755395
