annotator,source,choiceLabel,choiceText,rejectLabel,rejectText,difficult_choice,comment
ru_pl_1,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла. Так на то я и шеф-гастролер, а не рядовой book’n’griller. Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем. Элементарный трюк, целиком зависящий от угла зрения простаков. Но однажды подвыпившие простолюдины поймали “волшебника” где-то на площади, громогласно требуя фокуса. Гвоздь ему выдали. Его обступили со всех сторон. И пришлось чародею по-настоящему проткнуть себе палец. А гримасу боли народ принял за улыбку. Вот тогда он и получил настоящее признание. Но нам, увы, и протыкать нечего. Вся моя необычная профессия держится только на чистом мастерстве.",para,"Ryzyko wzrasta, gdy damy i panowie siedzą wokół grilla i kucharz nie ma tyłu. Dlatego ja jestem szefem-gastronomem, a nie zwykłym book’n’grillerem. Gdy grilla jest otoczona z każdej strony klientami z pustymi talerzami, przypominam sobie legendarnego iluzjonistę, który kiedyś chodził po miastach Europy, zadziwiając publiczność prostym sztuczką z przebijaniem palca gwoździem. Prosty trik, zupełnie zależny od punktu widzenia prostaków. Ale jednego razu pijani ludzie złapali „czarodzieja” gdzieś na placu, głośno wymagając sztuczki. Dali mu gwóźdź. Otoczyli go ze wszystkich stron. I musiał czarodziej naprawdę przebić sobie palec. A maska bólu lud przyjął za uśmiech. Wtedy też otrzymał prawdziwe uznanie. Ale niestety, nam nie ma czego przebijać. Cała moja niezwykła profesja opiera się tylko na czystym mistrzostwie.",sent,"Ryzyko wzrasta, gdy damy i panowie siedzą wokół kominka, a kucharz nie ma tyłu. Dlatego ja jestem szefem gastronomii, a nie zwykłym book'n'grillerem. Kiedy kuchnia jest otoczona z każdej strony klientami z pustymi talerzami, przypominam sobie legendarnego iluzjonistę, który kiedyś przemierzał miasta Europy, zadziwiając publiczność prostym sztuczką z przebijaniem palcem gwoździa. Elementarny trik, zupełnie zależny od punktu widzenia prostaków. Ale pewnego razu pijani prostacy złapali „czarodzieja” gdzieś na placu, głośno domagając się sztuczki. Dali mu gwoździa. Został otoczony ze wszystkich stron. I czarodziejowi naprawdę trzeba było przebić sobie palec. A ludzie uznali grimasę bólu za uśmiech. Wtedy właśnie otrzymał on prawdziwe uznanie. Ale nam, niestety, nie ma się co przebijać. Cała moja niezwykła profesja opiera się tylko na czystym kunszcie.","YES, both translations are close in quality and it was hard to choose between them.","Tough choice, as both translations seem to be equally flawed. However, the second one tries to use neologism which even if it were to be an actual word, contains a grammar mistake. The final nail to the coffin was that in T2, the whole idea behind the trick has been reversed in one sentence, i.e. piercing a finger with a nail vs piercing nail with a finger."
ru_pl_1,"Хотя только book’n’griller знает, сколько в его работе подводных камней. Это – наша внутренняя кухня. Романы, как известно, печатались на разной бумаге. И гореть она может по-разному. Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов. В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги. Но ими пользуются в основном начинающие. Настоящий мастер должен работать руками и головой. Эти насосы умаляют не только пламя, но и зрелище. Вместе с воздухом они отсасывают презентабельность. А книга должна быть яркой: пылать и поражать. Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью. Переплет, каптал, коленкор, картон, марлевые клапаны, пеньковый шнур, закладки, казеиновый клей, засушенные цветочки, книжные вши, клопы или тараканы в корешке – все это скрытые угрозы. Их необходимо учитывать. Однажды у одного повара вспыхнула микропленка, вделанная в корешок в середине XX века. У другого были проблемы с антроподермическим переплетом “120 дней Содома”. Все, все возможно… Малейшая оплошность, неуверенность или самоуверенность – и катастрофа неизбежна. Моя профессия сопряжена с риском. В лучшем случае это потеря денег, вино в лицо, удары дорогой посудой по голове. В худшем – мягкая, а зачастую и твердая пуля. Теперь уголовники все чаще заказывают букинистические пиры. А после войны Европа кишит оружием. Сегодняшний немец – эхо золотой довоенной эпохи.",para,"Chociaż tylko book'n'griller wie, ile kamieni pod wodą w jego pracy. To jest nasza kuchnia wewnętrzna. Jak wiadomo, powieści drukowano na różnym papierze. I może on palić się na różne sposoby. Możliwe są zarówno tlące się płomienie, jak i wybuchy, z następującym przypaleniem kartek i przyklejeniem ich do mięsa lub krążeniem nad głowami klientów. W naszych piecach są specjalne pompy powietrzne, które mogą zatrzymać palenie się żarzącego i przypalającego się papieru. Ale głównie używają ich początkujący. Prawdziwy mistrz musi pracować rękami i głową. Te pompy nie tylko zmniejszają płomień, ale także widowisko. Wraz z powietrzem wciągają one prezentowalność. A książka musi być jasna: płonąca i zadziwiająca. Doświadczony mistrz musi przeliczyć cały proces jak partię szachową i chłodnym balansowaniem nad przepaścią. Okładka, kaptal, kolanko, tektura, zamki marmurowe, sznurek woskowy, zakładki, klej kazeinowy, suszone kwiaty, książkowe wszy, klopy lub muchy w okładce - wszystko to ukryte zagrożenia. Muszą być one uwzględnione. Pewnego razu u jednego kucharza wybuchła mikrościeżka, wszyta w okładkę w połowie XX wieku. Inny miał problemy z antropodermicznym oprawieniem ""120 dni Sodomy"". Wszystko jest możliwe ... Najmniejsza niedokładność, brak pewności siebie lub przesadna pewność siebie - i katastrofa jest nieunikniona. Moja profesja wiąże się z ryzykiem. W najlepszym przypadku jest to utrata pieniędzy, wino w twarz, uderzenia drogiej porcelany w głowę. W najgorszym - miękka, a często twarda kula. Dziś prokuratorzy coraz częściej zamawiają biblioteczne biesiady. A po wojnie Europa jest pełna broni. Dzisiejszy Niemiec to echo złotego okresu powojennego.",sent,"Chociaż tylko book'n'griller wie, ile w jego pracy jest pułapek. To jest nasza kuchnia wewnętrzna. Romany, jak wiadomo, drukowano na różnym papierze. I może ona tęsknić na różne sposoby. Możliwe są zarówno tlące się, jak i iskrzące się ognie, z następującym wypalaniem liści i przyczepianiem ich do mięsa lub krążeniem nad głowami klientów. W naszych żarowniach są specjalne wentylatory, które są w stanie zatrzymać palenie się i spalenie papieru. Ale głównie korzystają z nich początkujący. Prawdziwy mistrz powinien pracować rękami i głową. Te pompy nie tylko zmniejszają płomień, ale także widowisko. Wraz z powietrzem oni wyciągają reprezentacyjność. A książka powinna być jasna: płonąć i zadziwiać. Doświadczony mistrz musi przewidzieć cały proces jak partię szachową i chłodnym krwią balansować nad przepaścią. Oprawa, kaptal, kolanko, tektura, zamki z masy, sznurek z gąbki, zakładki, klej kazeinowy, suszone kwiatki, wszyty, klopy lub prusaki w okładce – to wszystko ukryte zagrożenia. Należy je wziąć pod uwagę. Kiedyś u jednego kucharza zapaliła się mikrościeżka, wszyta w kołnierz w połowie XX wieku. U drugiego były problemy z antropodermicznym splotem „120 dni Sodomy”. Wszystko jest możliwe... Najmniejsza niepewność, niepewność lub przesadna pewność siebie – i katastrofa jest nieunikniona. Moja profesja wiąże się z ryzykiem. W najlepszym wypadku to strata pieniędzy, wino w twarz, uderzenia drogimi naczyniami w głowę. W najgorszym wypadku – miękka, a często i twarda kula. Teraz prokuratorzy coraz częściej zamawiają biblioteczne przyjęcia. A po wojnie Europa jest przepełniona bronią. Dzisiejszy Niemiec to echa złotego okresu międzywojennego.","NO, the translations I have chosen is visibly better.","Both translations contain multiple errors stemming from difficulty of automatic translation of idioms and specialist (bookbinding) vocabulary. Some expressions were translated literally or words were just phonetically transcribed. I chose T2, as in many parts it managed to at least get close to proper translation and is more coherent (usage of pronouns)."
ru_en_1,"Беспредельный морской шум не прекращался ни на минуту. Он набегал длинными волнами, то усиливаясь, то затихая. И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи. Но он не уходил, он был здесь. Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа. Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом. Изредка из тьмы, из города, доносились ружейные выстрелы. После каждого выстрела долго лаяли собаки. Потом далеко в море мелькнул тусклый огонь и погас.",para,"The endless sound of the sea never ceased for a moment. It came in long waves, sometimes intensifying, sometimes fading away. The wind would start to rustle in the bare trees, then die down, just like me, listening to the flow of the night. But it didn’t go away, it was still here. I could tell by the smell of wet gravel and the barely audible quiver of a solitary plane leaf. I had noticed this stubborn grey leaf during the day, but now, at night, it seemed to me like a small living creature, my only wakeful friend. Occasionally, from the darkness, from the city, gunshots could be heard. After each shot, dogs would howl for a long time. Then, far out at sea, a faint fire would flicker and go out.",sent,"The endless sound of the sea never ceased for a moment. It came in long waves, sometimes intensifying and sometimes subsiding. The wind would start to rustle in the bare trees and then fall silent, just as I listened to the flow of the night. But he didn't leave, he was here. I knew this from the smell of wet pebbles and the barely audible rustle of a solitary maple leaf. I had noticed this stubborn grey leaf during the day, but now, at night, it seemed to me like a small living creature, my only lively companion. Occasionally, shots from a rifle could be heard coming from the darkness of the city. After each shot, the dogs barked for a long time. Then far out at sea a dim light flickered and went out.","NO, the translations I have chosen is visibly better.","In my opinion, T2 is preferable as compared to T1, which contains a crucial mistake of referring to the wind as ""he"" instead of ""it."" Although T2 has a sentence that could be improved (""Occasionally, gunshots could be heard from the darkness of the city""), it generally sounds better overall."
ru_en_1,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств. Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца. Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени. Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата. По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.",para,"He made us look at these things more closely and for longer than we usually do, and to discover many qualities in them that had not been noticed before. For example, in the rough yellow stone there were many tiny sea shells embedded in it; on the bushes of broom there were still a few flowers, sitting on straight, firm stalks like wet, crumpled golden butterflies, patiently waiting for the sun. But it rarely shone through the hazy white patch of mist, giving neither warmth nor shade. Under the single old plane tree with lemon-coloured spots on its trunk, the leaves lay scattered like pieces cut from a dull green velvet. A line of ants ran along the iron gate, carrying off to their underground storehouses the last supplies for winter, and under the anchor chain lived a small, timid toad.",sent,"He would make us look at these things more closely and for longer than we usually do, and discover many qualities in them that had not been noticed before. Thus, in the yellowish-brown stone there were many small sea shells firmly embedded in it, on the bushes of broom there were still a few flowers, they sat on straight, firm stems, like wet and crumpled golden butterflies, and patiently waited for the sun. But it rarely emerged in the mist as a blurry white patch, giving neither warmth nor shade. Under the single old plane tree with lemon-coloured spots on its trunk, leaves were lying about as if cut out of a dull green velvet. Ants were running in a line through the iron gate, carrying away the last supplies for winter to their underground granaries, and a small timid frog lived under the anchor chain.","YES, both translations are close in quality and it was hard to choose between them.","Despite having a small mistranslation (the light didn't shine through a patch, it formed it) I think overall T1 is just slightly better as it has fewer mistranslations in total, and the description of flowers looking like butterflies feels more natural not being split by ""and"". When split by ""and"", it feels like a detached and literal action, not continuation of the description."
ru_en_1,"Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать. Я вышел с дядей Илько на берег. Река ревела. Вода шла через греблю холодным водопадом. Ночь стояла поздняя, глухая, ни единой звезды не было над головой. В лицо дуло дикой свежестью разлива, оттаявшей земли. И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.",para,"At night, on the other side of the river, someone started to wave a flashlight and shout in a drawn-out voice. My uncle Ilko and I went out to the bank. The river was roaring. The water was flowing through the rapids in a cold waterfall. It was a late, silent night, not a single star in the sky. The wild freshness of the melted earth blew in our faces. And all the time someone was waving a flashlight and shouting on the other side of the river, but the words could not be distinguished over the noise of the river.",sent,"At night on the other side of the river someone started waving a flashlight and shouting in a drawn-out voice. I went out to the shore with my uncle Ilko. The river was roaring. The water flowed over the dam in a cold waterfall. It was a late, silent night, and not a single star was visible in the sky. A wild freshness blew in his face, melted from the earth. And all the time someone was waving a flashlight on the other bank and shouting, but the words were lost in the noise of the river.","NO, the translations I have chosen is visibly better.","Although both translations share many similarities - reasonable choices, they both have some mistranslations that could be improved. For instance, the word  ""фонарь"" is closer to ""lantern"" than a ""flashlight"" (""фонарик""). Additionally, ""thawing"" would be a more appropriate translation than ""melted"" when referring to the ""earth"". However, T1 stands out as a better translation in the context of the phrase ""our faces"", which was mistranslated as ""his face"" in T2."
ru_en_1,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном – маму. Она стояла неподвижно на берегу. Она видела оттуда, как выносили отца. Потом она опустилась на колени и упала головой на песок.",para,"When the coffin was carried out onto the porch, I saw on the other side of the river an old carriage, horses harnessed and tied to it, and a small woman in black—the mother. She stood motionless on the shore. From there she saw her father being carried away. Then she knelt down and fell face first onto the sand.",sent,"When the coffin was carried out onto the porch, I saw on the other side of the river an old carriage, horses harnessed and tied to it, and a small woman in black – the mother. She stood motionless on the shore. She saw from there how they were taking her father away. Then she knelt down and fell with her head on the sand.","YES, both translations are close in quality and it was hard to choose between them.","Both translations are neck and neck in translation quality, very similar overall. However, I would choose T1 as T2 has more awkwardly-translated phrases (correct yet just not the level of T1)."
ru_en_1,"– Нет, – отвечал дед. – Это верно, не виделись. Остап начал слепнуть. Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп. Дошел он до царской столицы и узнал, что она умерла, – мабудь, не выдержала разлуки. Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось – на камне лежала его железная роза. Завещала та женщина положить розу на ее могилу. Навеки. А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом. Аминь!",para,"“No,” Grandpa replied. “That’s true, they hadn’t seen each other. Ostop had started to go blind. He had decided to go to St. Petersburg at that time to see the same woman before he went completely blind. He made it to the imperial capital and found out that she had died—perhaps she couldn’t bear the separation. Ostop found her grave of white marble and when he looked, his heart broke—there lay his iron rose. The woman had bequeathed that a rose be placed on her grave forever. And Ostop began to sing and, perhaps, died on the way or at the market under the wagon. Amen!",sent,"No, Grandfather replied. ""That's right, we haven't seen each other. Ostap started to go blind. He had the idea of travelling to St. Petersburg at that time to see the same woman before he went completely blind. He arrived at the royal capital and found out that she had died - perhaps she could not bear the separation. Ostap found her grave on the cemetery made of white marble, looked at it and his heart broke - his iron rose was lying on the stone. That woman bequeathed to have a rose placed on her grave. Forever. And Ostap began to sing and, maybe, he died on the road or at the market under the cart. Amen!""","NO, the translations I have chosen is visibly better.","I would choose T1 over T2 as it has fewer/no grammar mistakes compared to T2. Even though it has a few mistranslations (the main one is the translation of the character's name), they do not alter the passage's core ideas. "
ru_en_1,"На том берегу подымался по скату заповедный лес графини Браницкой. Солнце не могло прорваться сквозь мощную зелень этого леса. Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности. Как сверкающие пылинки, влетали в этот луч маленькие птицы. Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.",para,"On the opposite bank rose the forest of the Countess Branitskaya. The sun could not penetrate the thick foliage of this forest. Only occasionally a solitary ray would cut through the thicket and reveal to us the astonishing power of vegetation. Like sparkling dust motes, small birds would fly into this ray. They would chirp and chase each other and dive into the foliage, as if into green water.",sent,"On the other shore, the Countess Branitskaya's reserved forest rose up the slope. The sun could not penetrate through the thick foliage of this forest. Only occasionally a solitary ray of light pierced through the thicket and revealed to us the astonishing power of vegetation. Like sparkling dust, small birds flew into this ray of light. They chased each other with a squeal and dove into the foliage, as if into green water.","NO, the translations I have chosen is visibly better.","Choosing between the two translations was difficult since they were executed similarly. Ultimately, I favored T1 despite its lack of specific details. T2 translated ""forest preserve"" as ""reserved forest,"" which doesn't seem to accurately capture the intended meaning."
ru_en_1,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал. Красные поплавки неподвижно стояли в воде. Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону. Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня. Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск. Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася. Он лежал на боку, отдувался и шевелил плавниками. От его чешуи шел удивительный запах подводного царства.",para,"I would scoop water from the pond, throw in some grass and wait. The red floats would stand motionless in the water. Then one of them would start to quiver, make small circles, suddenly dive or quickly swim away. My father would set the hook, the line would tighten, the walnut rod would bend into an arc, and a bubbling, splashing and commotion would begin over the pond. The water would ripple, little buckets would be hurriedly paddled away in all directions, and finally a mysterious golden glint would appear in the depths. It was impossible to make out what it was until my father pulled out onto the grassy bank a heavy carp, gasping for breath. It lay on its side, flapping its fins. An amazing smell of the underwater kingdom emanated from its scales.",sent,"I was scooping water from the pond into a bucket, throwing in some grass, and waiting. The red floats stood still in the water. Then one of them would start to flinch, let out light circles, suddenly dive or quickly swim away. The father was winding the line, the nut-wood rod was bending into an arc, and in the mist above the pond there was a buzzing, splashing and commotion. The water was spreading, rocking the buckets, water beetles were scurrying off in all directions, and finally a mysterious golden glimmer appeared in the depths. It was impossible to tell what it was until my father pulled out a heavy carp from the grass he had baited. He was lying on his side, drifting and flapping his fins. From his scales emanated an amazing smell of the underwater kingdom.","NO, the translations I have chosen is visibly better.",T1 exhibits greater coherence. The presence of grammar and mistranslation errors in T2 renders it more challenging to comprehend.
ru_en_1,"Яша считал про себя секунды. Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы. В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности. Особенно если не зажигали коптилок. Когда мы проходили около подворотни, Яша споткнулся. Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине. Я же про себя думал, что всему виной была Яшина невыносимая походка. Но я молчал, чтобы не огорчать Яшу.",para,"Yasha counted the seconds in his head. We knew that it was a seven-minute walk from Sturdzovskiy Lane to the Landsman Sanatorium. Behind the high fence and iron gates of the sanatorium we always felt completely safe, especially if we didn't light any bonfires. When we passed by the alleyway, Yasha stumbled. Later, when we remembered the incident in Sturdzovskiy Lane, Yasha insisted that if you wanted to do something the best way, you always had to trip up on something insignificant. But I thought to myself that it was all due to Yasha's unbearable gait. But I kept quiet so as not to upset Yasha.",sent,"Yasha counted the seconds to himself. We knew that it was a seven-minute walk from Sturzovskiy Lane to the Landsman Sanatorium. Behind the high fence and iron gates of the sanatorium, we always felt completely safe. Especially if they didn't light the stove.  As we passed by the alleyway, Yasha stumbled. Then, when we remembered the incident in the Sturdzov alley, Yasha insisted that if you want to do something in the best way, you will always fail on a trifle. I thought to myself that Yashin's unbearable gait was to blame for everything. But I kept quiet so as not to upset Yasha.","NO, the translations I have chosen is visibly better.","In both, T1 and T2, the word ""want"" is not strong enough to convey the message that Yasha wanted to express. They're very similar overall, but T2 has fewer issues in total (T1 is inconsistent in the way Yasha's name is translated, pronouns don't match -- ""they"" instead of ""we""). "
ru_en_1,"Мы крадучись пошли по переулку. Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни. Расчет, по-моему, был математически точен. Если в подворотне есть люди, то они могут нас и не заметить. Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали. Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше. И, следовательно, будет в пять раз больше шансов, что нас заметят.",para,"We crept along the alley. I said we should go on the side of the gateway, stopping short of it, and listen carefully, then quickly and silently pass by the gateway. My calculation, it seemed to me, was mathematically precise. If there were people in the gateway, they might not notice us. But if we went on the opposite side of the gateway, we might be seen from a distance. I calculated that in the latter case we would be walking towards the dangerous gateway, or rather, we would be visible to the people hiding in the gateway five times longer. And, consequently, there would be five times more chances that we would be noticed.",sent,"We crept along the alley. I said that we should go on the other side of the gateway, not reaching it, stop and listen carefully, and then quickly and silently pass by the gateway. I believe the calculation was mathematically accurate. If there are people in the alleyway, they may not even notice us. If we go in the opposite direction from the alley, we can be seen from a distance. I calculated that in the last case we would be going against a dangerous alleyway, or rather, we would be visible to the people hiding in the alleyway for five times longer. Therefore, there will be five times more chances for us to be noticed.","YES, both translations are close in quality and it was hard to choose between them.","Very hard to choose between the two, but I would go with T1. Both use awkward terms in terms of location relative to the alley/gateway (towards, against), but in case of the second one the used words form an expression ""going against"" which exacerbates the problem. I would say that the first version is more precise in execution (usage of tenses, subject+object agreement, etc.)."
ru_en_1,"Утром я просыпался от жаркого солнца, бившего в белые стены. Красные и желтые мальвы-монашки покачивались за открытым окном. Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела. Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка. По потолку без конца бежали светлые струи, легкие волны – отражения реки. Река шумела тут же, рядом.",para,"In the morning I woke up to the hot sun beating against the white walls. Red and yellow monkshoods swayed at the open window. With them peeping into the room was a nasturtium flower; a furry bee was sitting in it. I, motionless, watched as it angrily buzzed and made its way out of the tight flower. On the ceiling ran endless streams of light, gentle waves—reflections of the river. The river was roaring nearby.",sent,"In the morning I would wake up from the hot sun beating against the white walls. Red and yellow pansies swayed outside the open window. Along with them, a nasturtium flower peeked into the room. a furry bee was sitting in it. I stood still, watching as she angrily wriggled and freed herself from the tight flower. Streams of light ran endlessly across the ceiling, gentle waves - reflections of the river. The river was roaring nearby.","YES, both translations are close in quality and it was hard to choose between them.","I am unsure of how to accurately translate the word ""мальвы-монашки,"" as it is an unfamiliar flower to me. Despite consulting my dictionary, the two translations provided to not seem correct, leading me to suspect a possible mistranslation. Other than that, both translations seem comparable except the fact that T2 divides the third sentence in an unusual manner and without capitalizing the first word."
zh_en_1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。十二月的一个下午，他到学校来找我。我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。我的心一酸，眼泪掉了出来。,para,"The winter of 1993 was the most important time for me, because my father had returned. It was the week before my mother’s wedding. One afternoon in December, he came to my school to find me. I ran all the way to the school gates, and from behind the iron bars, I could see him standing outside, smoking. He was wearing a black long coat, and the upturned collar was covering half of his face. I don’t know why, but even without seeing his face clearly, I could tell that he wasn’t doing well. My heart ached, and tears started to fall.",sent,"The most important thing that happened to me in the winter of 1993 was that my father came back, just the week before my mother's wedding. One afternoon in December, he came to the school looking for me. I ran all the way to the entrance and from behind the iron bars, I could see him standing outside, smoking. I was wearing a black long coat, with the collar standing up to cover half of my face. For some reason, I couldn't even make out his features, but I could tell that he was not doing well. My heart ached and tears rolled down my cheeks.","NO, the translations I have chosen is visibly better.","Both translations are inadequate. T1 slightly misinterprets the meaning of the opening sentence, while T2 completely misidentifies the subject, leading to a distorted meaning in the later part. Overall, T1 is better but both have issues."
zh_en_1,我没想过我妈妈会有再婚的念头。或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。况且，我觉得她缺少那种找到幸福的能力。事实也许的确如此，可是幸福有能力找到她。不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,para,"I never thought that my mother would consider remarrying. Deep down, I felt that she should remain in pain and sorrow, just like me, due to my father’s departure. Besides, I felt that she lacked the ability to find happiness. Perhaps that was true, but happiness had the ability to find her. After all, as a beautiful woman, she didn’t have to work so hard. She didn’t have to do anything—she just had to stand still.",sent,"I never thought that my mother would consider remarrying. Perhaps deep down, I thought she must have been suffering the same way I was, due to my father's departure. Besides, I felt that she lacked the ability to find happiness. It may be true, but happiness has the power to find her. Right? As a beautiful woman, she didn't have to work so hard; she didn't have to do anything, she just had to stay in one place.","YES, both translations are close in quality and it was hard to choose between them.","Stylistically, both translations are fine and comparable. T2 has some minor omissions (""Perhaps deep down"" in T1 vs ""Deep down"" in T2, ""不是吗"" isn't really translated). On the other hand, T1 mixes tenses in the middle (something I did not notice at first). Overall, T2 is slightly better, but they are neck and neck."
zh_en_1,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。父母离婚的事，令你的情绪很消沉。我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。院子里散落的那些身体部件中，又多了几只胳膊。我们用钩子把它们拨到一起，摆成了一个千手观音。,sent,"I still remember that winter was particularly long that year—it was already halfway through April, yet the cherry blossoms hadn't bloomed. The divorce of your parents has taken a toll on your emotions. We hadn't had any new games in a long time, so in the evenings we would just sit listlessly on the roof of the dead man's tower. Among the scattered body parts in the courtyard, there were now a few extra arms. We used hooks to gather them together and arranged them into a statue of the Thousand-Handed Guanyin.",para,"I still remember that the winter that year was particularly long. It was already halfway through April, and the peach blossoms still hadn’t bloomed. Your mood was very low due to your parents’ divorce. We hadn’t had any new games for a long time, so in the evenings we would just sit on the roof of the Dead Man’s Tower, with nothing to do. Among the body parts scattered around the courtyard, there were now a few extra arms. We hooked them together and arranged them into a statue of the Thousand-Armed Guanyin.","YES, both translations are close in quality and it was hard to choose between them.","Both the translations got the same noun wrong but the meaning remains similar (something ""bloomed"").
Style-wise both are fine, but T1 is more literary, especially this part: ""The divorce of your parents has taken a toll on your emotions."""
zh_en_1,我爸爸其实对做生意一窍不通，只是去投奔一个并不相熟的表哥。我奶奶有个妹妹，早年去了北京，后来在那里结婚生子。这个表哥是她家的长子，在整个家族里，一直作为一个异类存在。,para,"My father, in fact, had no idea how to do business, but he had gone to seek refuge with a distant cousin. My grandmother had a younger sister who had gone to Beijing in her youth, and had gotten married and had children there. This cousin was her eldest son, and had always been an outcast in the family.",sent,"My father, in fact, had no idea how to do business, but he went to seek help from a distant cousin. My grandmother had a younger sister who had gone to Beijing in her youth and later married and had children there. This cousin of hers was the eldest son in the family, and had always been an outcast in the entire family.","NO, the translations I have chosen is visibly better.","""Refuge"" in T1 is a bit exaggerated but acceptable.
The mistake in T2 misinterpreted the meaning of the text, which also creates inconsistency within the paragraph."
zh_en_1,刚才你说每个人都有一个起运的时间，人生好像忽然套上了缰绳。我的应该是在八岁。那年秋天，爸爸离开济南，一个人去了北京。从那以后，我就再也没有家了。,para,"Just now you said that everyone has a time when they start their journey, as if their life has suddenly been put on a leash. Mine was when I was eight. That autumn, my father left Jinan and went to Beijing by himself. From then on, I no longer had a home.",sent,"You just said that everyone has a time of departure, and life suddenly seems to be harnessed. I must have been eight years old. That autumn, Dad left Jinan and went to Beijing alone. From then on, I no longer had a home.","NO, the translations I have chosen is visibly better.","The mistranslation of ""人生好像忽然套上了缰绳"" as ""life suddenly seems to be harnessed"" in T2 is a very unfortunate and quite misleading.
The two translations are pretty similar except the parts where T2 makes mistakes.
"
